INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING
335	0	1	1	1~160	2	0	0	0	【挑战赛】智力竞赛	2	1	1~6	0	0	0	0	比拼才智的平台	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
336	0	1	1	1~160	2	0	0	0	【挑战赛】轮回台	2	1	7~13	0	0	0	0	拭目以待，轮回台之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_5
337	0	1	1	1~160	2	0	0	0	【挑战赛】玫瑰	2	1	14~20	0	0	0	0	展现浪漫的平台	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
338	0	1	1	1~160	2	0	0	0	【挑战赛】大教堂	2	1	21~27	0	0	0	0	拭目以待，大教堂之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
339	0	1	1	1~160	2	0	0	0	【挑战赛】神龙宝藏	2	1	28	0	0	0	0	拭目以待，神龙宝藏之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
340	0	1	1	1~160	2	0	0	0	【挑战赛】神龙宝藏	3	1	1~6	0	0	0	0	拭目以待，神龙宝藏之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
341	0	1	1	1~160	2	0	0	0	【挑战赛】囚龙岛	3	1	7~13	0	0	0	0	拭目以待，囚龙岛之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
342	0	1	1	1~160	2	0	0	0	【挑战赛】屠龙	3	1	14~20	0	0	0	0	屠龙勇士，万人敬仰	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
343	0	1	1	1~160	2	0	0	0	【挑战赛】和氏璧	3	1	21~27	0	0	0	0	拭目以待，和氏璧之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
344	0	1	1	1~160	2	0	0	0	【挑战赛】小喇叭	3	1	28~31	0	0	0	0	表现自我，尽展风采	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
345	0	1	1	1~160	2	0	0	0	【挑战赛】小喇叭	4	1	1~3	0	0	0	0	表现自我，尽展风采	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
346	0	1	1	1~160	2	0	0	0	【挑战赛】赤血号	4	1	4~10	0	0	0	0	拭目以待，赤血号之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
347	0	1	1	1~160	2	0	0	0	【挑战赛】杀敌	4	1	11~17	0	0	0	0	国家的英雄，在世战神	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_10
348	0	1	1	1~160	2	0	0	0	【挑战赛】祝家庄	4	1	18~24	0	0	0	0	拭目以待，祝家庄之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
349	0	1	1	1~160	2	0	0	0	【挑战赛】战场等级	4	1	25~30	0	0	0	0	拭目以待，战场之王	129176	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_11
350	0	1	1	1~160	3	0	0	0	【挑战赛】智力竞赛	10	1	11~17	0	0	0	0	比拼才智的平台	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
351	0	1	1	1~160	3	0	0	0	【挑战赛】轮回台	10	1	18~24	0	0	0	0	拭目以待，轮回台之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_5
352	0	1	1	1~160	3	0	0	0	【挑战赛】玫瑰	10	1	25~31	0	0	0	0	展现浪漫的平台	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
353	0	1	1	1~160	3	0	0	0	【挑战赛】大教堂	11	1	1~7	0	0	0	0	拭目以待，大教堂之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
354	0	1	1	1~160	3	0	0	0	【挑战赛】神龙宝藏	11	1	8~14	0	0	0	0	拭目以待，神龙宝藏之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
355	0	1	1	1~160	3	0	0	0	【挑战赛】囚龙岛	11	1	15~21	0	0	0	0	拭目以待，囚龙岛之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
356	0	1	1	1~160	3	0	0	0	【挑战赛】屠龙	11	1	22~28	0	0	0	0	屠龙勇士，万人敬仰	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
357	0	1	1	1~160	3	0	0	0	【挑战赛】和氏璧	11	1	29~30	0	0	0	0	拭目以待，和氏璧之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
358	0	1	1	1~160	3	0	0	0	【挑战赛】和氏璧	12	1	1~5	0	0	0	0	拭目以待，和氏璧之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
359	0	1	1	1~160	3	0	0	0	【挑战赛】小喇叭	12	1	6~12	0	0	0	0	表现自我，尽展风采	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
360	0	1	1	1~160	3	0	0	0	【挑战赛】赤血号	12	1	13~19	0	0	0	0	拭目以待，赤血号之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
361	0	1	1	1~160	3	0	0	0	【挑战赛】杀敌	12	1	20~26	0	0	0	0	国家的英雄，在世战神	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_10
362	0	1	1	1~160	3	0	0	0	【挑战赛】祝家庄	12	1	27~31	0	0	0	0	拭目以待，祝家庄之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
363	0	1	1	1~160	3	0	0	0	【挑战赛】祝家庄	1	1	1~2	0	0	0	0	拭目以待，祝家庄之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
364	0	1	1	1~160	3	0	0	0	【挑战赛】战场等级	1	1	3~9	0	0	0	0	拭目以待，战场之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_11
365	0	1	1	1~160	3	0	0	0	【挑战赛】夏王墓	1	1	10~16	0	0	0	0	拭目以待，夏王墓之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
366	0	1	1	1~160	3	0	0	0	【挑战赛】放烟花	1	1	17~23	0	0	0	0	绚丽烟花，五彩缤纷	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_15
367	0	1	1	1~160	3	0	0	0	【挑战赛】印度河	1	1	24~30	0	0	0	0	拭目以待，印度河之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
368	0	1	1	1~160	3	0	0	0	【挑战赛】智力竞赛	1	1	31	0	0	0	0	比拼才智的平台	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
369	0	1	1	1~160	3	0	0	0	【挑战赛】智力竞赛	2	1	1~6	0	0	0	0	比拼才智的平台	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
370	0	1	1	1~160	3	0	0	0	【挑战赛】轮回台	2	1	7~13	0	0	0	0	拭目以待，轮回台之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_5
371	0	1	1	1~160	3	0	0	0	【挑战赛】玫瑰	2	1	14~20	0	0	0	0	展现浪漫的平台	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_12
372	0	1	1	1~160	3	0	0	0	【挑战赛】大教堂	2	1	21~27	0	0	0	0	拭目以待，大教堂之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
373	0	1	1	1~160	3	0	0	0	【挑战赛】神龙宝藏	2	1	28	0	0	0	0	拭目以待，神龙宝藏之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
374	0	1	1	1~160	3	0	0	0	【挑战赛】神龙宝藏	3	1	1~6	0	0	0	0	拭目以待，神龙宝藏之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_16
375	0	1	1	1~160	3	0	0	0	【挑战赛】囚龙岛	3	1	7~13	0	0	0	0	拭目以待，囚龙岛之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_7
376	0	1	1	1~160	3	0	0	0	【挑战赛】屠龙	3	1	14~20	0	0	0	0	屠龙勇士，万人敬仰	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_13
377	0	1	1	1~160	3	0	0	0	【挑战赛】和氏璧	3	1	21~27	0	0	0	0	拭目以待，和氏璧之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_8
378	0	1	1	1~160	3	0	0	0	【挑战赛】小喇叭	3	1	28~31	0	0	0	0	表现自我，尽展风采	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
379	0	1	1	1~160	3	0	0	0	【挑战赛】小喇叭	4	1	1~3	0	0	0	0	表现自我，尽展风采	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_14
380	0	1	1	1~160	3	0	0	0	【挑战赛】赤血号	4	1	4~10	0	0	0	0	拭目以待，赤血号之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_6
381	0	1	1	1~160	3	0	0	0	【挑战赛】杀敌	4	1	11~17	0	0	0	0	国家的英雄，在世战神	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_10
382	0	1	1	1~160	3	0	0	0	【挑战赛】祝家庄	4	1	18~24	0	0	0	0	拭目以待，祝家庄之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_9
383	0	1	1	1~160	3	0	0	0	【挑战赛】战场等级	4	1	25~30	0	0	0	0	拭目以待，战场之王	132070	set:CJSH_quest_gaoshi_1 image:CJSH_quest_gaoshi_1_11
384	0	1	1	40~160	0	1~10	0	1	【国家】青龙战场	0	0	7	2040~2100	0	0	0	青龙守护，国家中坚力量	123842	set:CJSH_fuben_1 image:CJSH_fuben_1_15
385	0	1	1	40~160	1	1~10	0	1	【国家】青龙战场	0	0	7	2040~2100	0	0	0	青龙守护，国家中坚力量	126142	set:CJSH_fuben_1 image:CJSH_fuben_1_15
386	0	1	1	40~160	2	1~10	0	1	【国家】青龙战场	0	0	7	2040~2100	0	0	0	青龙守护，国家中坚力量	129744	set:CJSH_fuben_1 image:CJSH_fuben_1_15
387	0	1	1	40~160	3	1~10	0	1	【国家】青龙战场	0	0	7	2040~2100	0	0	0	青龙守护，国家中坚力量	132168	set:CJSH_fuben_1 image:CJSH_fuben_1_15
388	0	1	1	40~160	0	1~10	0	1	【国家】朱雀战场	0	0	7	2040~2100	0	0	0	朱雀守护，国家中坚力量	123842	set:CJSH_fuben_1 image:CJSH_fuben_1_14
389	0	1	1	40~160	1	1~10	0	1	【国家】朱雀战场	0	0	7	2040~2100	0	0	0	朱雀守护，国家中坚力量	126142	set:CJSH_fuben_1 image:CJSH_fuben_1_14
390	0	1	1	40~160	2	1~10	0	1	【国家】朱雀战场	0	0	7	2040~2100	0	0	0	朱雀守护，国家中坚力量	129744	set:CJSH_fuben_1 image:CJSH_fuben_1_14
391	0	1	1	40~160	3	1~10	0	1	【国家】朱雀战场	0	0	7	2040~2100	0	0	0	朱雀守护，国家中坚力量	132168	set:CJSH_fuben_1 image:CJSH_fuben_1_14
392	0	0	1	45~160	0	0	0	1	【队伍】魔君部将	0	1	0	1030~1100	0	0	1	魔君部将，诛之有奖	123719	
393	0	0	1	45~160	0	0	0	1	【队伍】魔君部将	0	1	0	1230~1300	0	0	1	魔君部将，诛之有奖	123719	
394	0	0	1	45~160	0	0	0	1	【队伍】魔君部将	0	1	0	1430~1500	0	0	1	魔君部将，诛之有奖	123719	
395	0	0	1	45~160	0	0	0	1	【队伍】魔君部将	0	1	0	1630~1700	0	0	1	魔君部将，诛之有奖	123719	
396	0	0	1	45~160	0	0	0	1	【队伍】魔君部将	0	1	0	1830~1900	0	0	1	魔君部将，诛之有奖	123719	
397	0	0	1	45~160	0	0	0	1	【队伍】魔君部将	0	1	0	2130~2200	0	0	1	魔君部将，诛之有奖	123719	
398	0	0	1	45~160	1	0	0	1	【队伍】魔君部将	0	1	0	1030~1100	0	0	1	魔君部将，诛之有奖	126016	
399	0	0	1	45~160	1	0	0	1	【队伍】魔君部将	0	1	0	1230~1300	0	0	1	魔君部将，诛之有奖	126016	
400	0	0	1	45~160	1	0	0	1	【队伍】魔君部将	0	1	0	1430~1500	0	0	1	魔君部将，诛之有奖	126016	
401	0	0	1	45~160	1	0	0	1	【队伍】魔君部将	0	1	0	1630~1700	0	0	1	魔君部将，诛之有奖	126016	
402	0	0	1	45~160	1	0	0	1	【队伍】魔君部将	0	1	0	1830~1900	0	0	1	魔君部将，诛之有奖	126016	
403	0	0	1	45~160	1	0	0	1	【队伍】魔君部将	0	1	0	2130~2200	0	0	1	魔君部将，诛之有奖	126016	
404	0	0	1	45~160	2	0	0	1	【队伍】魔君部将	0	1	0	1030~1100	0	0	1	魔君部将，诛之有奖	129016	
405	0	0	1	45~160	2	0	0	1	【队伍】魔君部将	0	1	0	1230~1300	0	0	1	魔君部将，诛之有奖	129016	
406	0	0	1	45~160	2	0	0	1	【队伍】魔君部将	0	1	0	1430~1500	0	0	1	魔君部将，诛之有奖	129016	
407	0	0	1	45~160	2	0	0	1	【队伍】魔君部将	0	1	0	1630~1700	0	0	1	魔君部将，诛之有奖	129016	
408	0	0	1	45~160	2	0	0	1	【队伍】魔君部将	0	1	0	1830~1900	0	0	1	魔君部将，诛之有奖	129016	
409	0	0	1	45~160	2	0	0	1	【队伍】魔君部将	0	1	0	2130~2200	0	0	1	魔君部将，诛之有奖	129016	
410	0	0	1	45~160	3	0	0	1	【队伍】魔君部将	0	1	0	1030~1100	0	0	1	魔君部将，诛之有奖	132016	
411	0	0	1	45~160	3	0	0	1	【队伍】魔君部将	0	1	0	1230~1300	0	0	1	魔君部将，诛之有奖	132016	
412	0	0	1	45~160	3	0	0	1	【队伍】魔君部将	0	1	0	1430~1500	0	0	1	魔君部将，诛之有奖	132016	
413	0	0	1	45~160	3	0	0	1	【队伍】魔君部将	0	1	0	1630~1700	0	0	1	魔君部将，诛之有奖	132016	
414	0	0	1	45~160	3	0	0	1	【队伍】魔君部将	0	1	0	1830~1900	0	0	1	魔君部将，诛之有奖	132016	
415	0	0	1	45~160	3	0	0	1	【队伍】魔君部将	0	1	0	2130~2200	0	0	1	魔君部将，诛之有奖	132016	
416	0	0	1	20~160	0	0	0	0	【个人】三环通缉令	0	1	0	0	1	209|0|9|209|9|7	21	共享三环副本每周次数	123744	
417	0	0	1	20~160	1	0	0	0	【个人】三环通缉令	0	1	0	0	1	209|0|9|209|9|7	21	共享三环副本每周次数	126040	
418	0	0	1	20~160	2	0	0	0	【个人】三环通缉令	0	1	0	0	1	209|0|9|209|9|7	21	共享三环副本每周次数	129041	
419	0	0	1	20~160	3	0	0	0	【个人】三环通缉令	0	1	0	0	1	209|0|9|209|9|7	21	共享三环副本每周次数	132040	
420	0	1	1	65~84	0~3	0	0	1	【个人】暴龙大作战	0	0	6|7	1200~2210	0	0	1	暴龙作战，其乐无穷	145004	set:HAN2_Ride_touxiang_2 image:HAN2_Ride_touxiang_2_3
421	0	1	1	65~84	0~3	0	0	1	【个人】疯狂的箱子	0	0	6|7	1235~2250	0	0	1	神奇宝箱，为之疯狂	145004	set:CJSH_fuben_2 image:CJSH_fuben_2_8
422	0	1	1	60~160	0~3	0	0	1	【战场】六人战场	0	0	6	1330~1500	0	0	0	和队友并肩作战吧！	140606	set:CJSH_fuben_2 image:CJSH_fuben_2_11
423	0	0	1	65~84	0~3	0	0	1	【个人】乐透大抽奖	0	0	6|7	0	0	0	1	运气也是实力的一种	145004	
424	0	0	1	65~84	0~3	0	0	1	【个人】水晶球总动员	0	0	6|7	900~2300	0	0	0	周日狂欢，经验不断	145004	
425	0	1	1	20~160	0	1~10	0	1	【国家】领地争夺战	0	0	6	1600~1700	0	0	0	争夺领地，拥有家园	123839	set:CJSH_battle_1 image:CJSH_battle_1_1
426	0	1	1	20~160	1	1~10	0	1	【国家】领地争夺战	0	0	6	1600~1700	0	0	0	争夺领地，拥有家园	126139	set:CJSH_battle_1 image:CJSH_battle_1_1
427	0	1	1	20~160	2	1~10	0	1	【国家】领地争夺战	0	0	6	1600~1700	0	0	0	争夺领地，拥有家园	129741	set:CJSH_battle_1 image:CJSH_battle_1_1
428	0	1	1	20~160	3	1~10	0	1	【国家】领地争夺战	0	0	6	1600~1700	0	0	0	争夺领地，拥有家园	132165	set:CJSH_battle_1 image:CJSH_battle_1_1
429	0	1	1	85~109	0~3	0	0	1	【个人】天降魔君	0	0	6|7	0~2300	0	0	50	投票得奖打BOSS	145004	set:CJSH_Add_5 image:CJSH_Add_5_15
430	0	1	1	85~109	0~3	0	0	1	【个人】挖宝大作战	0	0	6|7	1400~1700	0	0	2	挖宝大战，争先恐后	145004	set:CJSH_Add_1 image:CJSH_Add_1_15
431	0	0	1	85~109	0~3	0	0	1	【个人】乐透大抽奖	0	0	6|7	1030~2300	0	0	1	天上人间·聊斋的手气	145004	
432	0	0	1	35~49	0	0	0	0	【个人】迷宫除恶	0	1	0	0	0	245|16|9|246|0|5	10	迷宫任务海量经验	101650	
433	0	0	1	35~49	1	0	0	0	【个人】迷宫除恶	0	1	0	0	0	245|16|9|246|0|5	10	迷宫任务海量经验	101658	
434	0	0	1	35~49	2	0	0	0	【个人】迷宫除恶	0	1	0	0	0	245|16|9|246|0|5	10	迷宫任务海量经验	101666	
435	0	0	1	35~49	3	0	0	0	【个人】迷宫除恶	0	1	0	0	0	245|16|9|246|0|5	10	迷宫任务海量经验	101674	
436	0	0	1	80~160	0~3	1~10	0	0	【国家】皇帝密令	0	1	0	0	0	109|10|9|0|0|0	1	去收集贡品吧	139264	
437	0	0	1	40~160	0	0	0	1	【线上领奖】感恩金翎	10	1	26~28	2000~2030	0	0	1	喜获金翎，领取礼物	123760	
438	0	0	1	40~160	1	0	0	1	【线上领奖】感恩金翎	10	1	26~28	2000~2030	0	0	1	喜获金翎，领取礼物	126056	
439	0	0	1	40~160	2	0	0	1	【线上领奖】感恩金翎	10	1	26~28	2000~2030	0	0	1	喜获金翎，领取礼物	129058	
440	0	0	1	40~160	3	0	0	1	【线上领奖】感恩金翎	10	1	26~28	2000~2030	0	0	1	喜获金翎，领取礼物	132056	
