INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10249303	10	24	9303	5	6	2	689	65	-1	-1	540	150	-1	0	0	7	7	-1	0	18	18	18	-1	-1	-1	22	120	12	28	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249304	10	24	9304	5	6	2	713	65	-1	-1	540	150	-1	0	0	7	7	-1	0	18	18	18	-1	-1	-1	22	300	12	24	0	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249305	10	24	9305	5	6	2	701	65	-1	-1	540	150	-1	0	0	7	7	-1	0	18	18	18	-1	-1	-1	53	2	6	25	12	20	50	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249306	10	24	9306	5	6	2	678	30	-1	-1	180	75	-1	0	0	7	8	-1	0	10	10	10	-1	-1	-1	22	50	14	3	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249307	10	24	9307	5	6	2	684	50	-1	-1	360	112	-1	0	0	7	8	-1	0	14	14	14	-1	-1	-1	2	10	22	100	14	8	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249308	10	24	9308	5	6	2	690	65	-1	-1	540	150	-1	0	0	7	8	-1	0	18	18	18	-1	-1	-1	2	20	22	150	14	15	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249309	10	24	9309	5	6	2	714	65	-1	-1	540	150	-1	0	0	7	8	-1	0	18	18	18	-1	-1	-1	22	300	14	24	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249310	10	24	9310	5	6	2	702	65	-1	-1	540	150	-1	0	0	7	8	-1	0	18	18	18	-1	-1	-1	53	2	6	25	14	20	50	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249311	10	24	9311	5	6	2	679	30	-1	-1	180	75	-1	0	0	7	9	-1	0	10	10	10	-1	-1	-1	22	20	14	3	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249312	10	24	9312	5	6	2	685	50	-1	-1	360	112	-1	0	0	7	9	-1	0	14	14	14	-1	-1	-1	22	40	14	12	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249313	10	24	9313	5	6	2	691	65	-1	-1	540	150	-1	0	0	7	9	-1	0	18	18	18	-1	-1	-1	22	60	14	20	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249314	10	24	9314	5	6	2	715	65	-1	-1	540	150	-1	0	0	7	9	-1	0	18	18	18	-1	-1	-1	22	300	14	24	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249315	10	24	9315	5	6	2	703	65	-1	-1	540	150	-1	0	0	7	9	-1	0	18	18	18	-1	-1	-1	53	2	6	25	14	20	50	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249316	10	24	9316	5	6	2	680	30	-1	-1	180	75	-1	0	0	7	10	-1	0	10	10	10	-1	-1	-1	4	5	10	3	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249317	10	24	9317	5	6	2	686	50	-1	-1	360	112	-1	0	0	7	10	-1	0	14	14	14	-1	-1	-1	4	14	10	8	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249318	10	24	9318	5	6	2	692	65	-1	-1	540	150	-1	0	0	7	10	-1	0	18	18	18	-1	-1	-1	4	23	10	14	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249319	10	24	9319	5	6	2	716	65	-1	-1	540	150	-1	0	0	7	10	-1	0	18	18	18	-1	-1	-1	22	300	10	24	4	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249320	10	24	9320	5	6	2	704	65	-1	-1	540	150	-1	0	0	7	10	-1	0	18	18	18	-1	-1	-1	53	2	6	25	10	20	50	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249321	10	24	9321	5	6	2	681	30	-1	-1	180	75	-1	0	0	7	11	-1	0	10	10	10	-1	-1	-1	22	25	10	5	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249322	10	24	9322	5	6	2	687	50	-1	-1	360	112	-1	0	0	7	11	-1	0	14	14	14	-1	-1	-1	4	10	22	40	10	15	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249323	10	24	9323	5	6	2	693	65	-1	-1	540	150	-1	0	0	7	11	-1	0	18	18	18	-1	-1	-1	4	20	22	80	10	25	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249324	10	24	9324	5	6	2	717	65	-1	-1	540	150	-1	0	0	7	11	-1	0	18	18	18	-1	-1	-1	22	300	10	24	4	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249325	10	24	9325	5	6	2	705	65	-1	-1	540	150	-1	0	0	7	11	-1	0	18	18	18	-1	-1	-1	53	2	6	25	10	20	50	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249326	10	24	9326	5	6	2	694	82	-1	-1	2000	195	-1	0	0	7	6	-1	0	22	22	22	-1	-1	-1	0	30	22	260	12	20	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249327	10	24	9327	5	6	2	695	82	-1	-1	2000	195	-1	0	0	7	7	-1	0	22	22	22	-1	-1	-1	0	30	22	260	12	20	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249328	10	24	9328	5	6	2	696	82	-1	-1	2000	195	-1	0	0	7	8	-1	0	22	22	22	-1	-1	-1	2	30	22	260	14	20	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249329	10	24	9329	5	6	2	697	82	-1	-1	2000	195	-1	0	0	7	9	-1	0	22	22	22	-1	-1	-1	2	30	22	260	14	20	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249330	10	24	9330	5	6	2	698	82	-1	-1	2000	195	-1	0	0	7	10	-1	0	22	22	22	-1	-1	-1	4	30	22	260	10	20	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249331	10	24	9331	5	6	2	699	82	-1	-1	2000	195	-1	0	0	7	11	-1	0	22	22	22	-1	-1	-1	4	30	22	260	10	20	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249332	10	24	9332	5	6	2	706	82	-1	-1	2000	195	-1	0	0	7	6	-1	0	22	22	22	-1	-1	-1	0	55	12	20	53	2	50	2	97	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249333	10	24	9333	5	6	2	707	82	-1	-1	2000	195	-1	0	0	7	7	-1	0	22	22	22	-1	-1	-1	0	55	12	20	53	2	50	2	97	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249334	10	24	9334	5	6	2	708	82	-1	-1	2000	195	-1	0	0	7	8	-1	0	22	22	22	-1	-1	-1	2	55	14	20	53	2	50	2	97	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249335	10	24	9335	5	6	2	709	82	-1	-1	2000	195	-1	0	0	7	9	-1	0	22	22	22	-1	-1	-1	2	55	14	20	53	2	50	2	97	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249336	10	24	9336	5	6	2	710	82	-1	-1	2000	195	-1	0	0	7	10	-1	0	22	22	22	-1	-1	-1	4	55	10	20	53	2	50	2	97	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249337	10	24	9337	5	6	2	711	82	-1	-1	2000	195	-1	0	0	7	11	-1	0	22	22	22	-1	-1	-1	4	55	10	20	53	2	50	2	97	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249338	10	24	9338	4	6	1	102	65	-1	-1	21000	150	-1	0	0	7	6	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249339	10	24	9339	4	6	1	112	65	-1	-1	21000	150	-1	0	0	7	7	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249340	10	24	9340	4	6	1	122	65	-1	-1	21000	150	-1	0	0	7	8	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249341	10	24	9341	4	6	1	132	65	-1	-1	21000	150	-1	0	0	7	9	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249342	10	24	9342	4	6	1	142	65	-1	-1	21000	150	-1	0	0	7	10	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249343	10	24	9343	4	6	1	152	65	-1	-1	21000	150	-1	0	0	7	11	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249344	10	24	9344	4	6	1	501	65	-1	-1	21000	150	-1	0	0	7	6	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249345	10	24	9345	4	6	1	511	65	-1	-1	21000	150	-1	0	0	7	7	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249346	10	24	9346	4	6	1	521	65	-1	-1	21000	150	-1	0	0	7	8	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249347	10	24	9347	4	6	1	531	65	-1	-1	21000	150	-1	0	0	7	9	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249348	10	24	9348	4	6	1	541	65	-1	-1	21000	150	-1	0	0	7	10	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249349	10	24	9349	4	6	1	551	65	-1	-1	21000	150	-1	0	0	7	11	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249350	10	24	9350	4	6	1	500	65	-1	-1	21000	150	-1	0	0	7	6	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249351	10	24	9351	4	6	1	510	65	-1	-1	21000	150	-1	0	0	7	7	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249352	10	24	9352	4	6	1	520	65	-1	-1	21000	150	-1	0	0	7	8	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249353	10	24	9353	4	6	1	530	65	-1	-1	21000	150	-1	0	0	7	9	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249354	10	24	9354	4	6	1	540	65	-1	-1	21000	150	-1	0	0	7	10	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249355	10	24	9355	4	6	1	550	65	-1	-1	21000	150	-1	0	0	7	11	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249356	10	24	9356	4	6	1	658	82	-1	-1	29400	195	-1	0	0	7	6	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249357	10	24	9357	4	6	1	659	82	-1	-1	29400	195	-1	0	0	7	7	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249358	10	24	9358	4	6	1	660	82	-1	-1	29400	195	-1	0	0	7	8	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249359	10	24	9359	4	6	1	661	82	-1	-1	29400	195	-1	0	0	7	9	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249360	10	24	9360	4	6	1	662	82	-1	-1	29400	195	-1	0	0	7	10	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249361	10	24	9361	4	6	1	663	82	-1	-1	29400	195	-1	0	0	7	11	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249362	10	24	9362	4	6	1	664	82	-1	-1	29400	195	-1	0	0	7	6	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249363	10	24	9363	4	6	1	665	82	-1	-1	29400	195	-1	0	0	7	7	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249364	10	24	9364	4	6	1	666	82	-1	-1	29400	195	-1	0	0	7	8	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249365	10	24	9365	4	6	1	667	82	-1	-1	29400	195	-1	0	0	7	9	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249366	10	24	9366	4	6	1	668	82	-1	-1	29400	195	-1	0	0	7	10	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249367	10	24	9367	4	6	1	669	82	-1	-1	29400	195	-1	0	0	7	11	-1	0	22	22	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249368	10	24	9368	4	6	1	718	92	-1	-1	29400	195	-1	0	0	7	6	-1	0	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249369	10	24	9369	4	6	1	719	92	-1	-1	29400	195	-1	0	0	7	7	-1	0	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249370	10	24	9370	4	6	1	720	92	-1	-1	29400	195	-1	0	0	7	8	-1	0	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249371	10	24	9371	4	6	1	721	92	-1	-1	29400	195	-1	0	0	7	9	-1	0	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249372	10	24	9372	4	6	1	722	92	-1	-1	29400	195	-1	0	0	7	10	-1	0	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249373	10	24	9373	4	6	1	723	92	-1	-1	29400	195	-1	0	0	7	11	-1	0	24	24	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249374	10	24	9374	5	6	1	102	65	-1	-1	21000	150	-1	0	0	7	6	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249375	10	24	9375	5	6	1	112	65	-1	-1	21000	150	-1	0	0	7	7	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249376	10	24	9376	5	6	1	122	65	-1	-1	21000	150	-1	0	0	7	8	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249377	10	24	9377	5	6	1	132	65	-1	-1	21000	150	-1	0	0	7	9	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249378	10	24	9378	5	6	1	142	65	-1	-1	21000	150	-1	0	0	7	10	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249379	10	24	9379	5	6	1	152	65	-1	-1	21000	150	-1	0	0	7	11	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249380	10	24	9380	5	6	1	501	65	-1	-1	21000	150	-1	0	0	7	6	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249381	10	24	9381	5	6	1	511	65	-1	-1	21000	150	-1	0	0	7	7	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249382	10	24	9382	5	6	1	521	65	-1	-1	21000	150	-1	0	0	7	8	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249383	10	24	9383	5	6	1	531	65	-1	-1	21000	150	-1	0	0	7	9	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10249384	10	24	9384	5	6	1	541	65	-1	-1	21000	150	-1	0	0	7	10	-1	0	18	18	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
