INT	INT	INT
10385402	1	14000
10385403	1	14000
10394001	4	1050
10394002	4	7560
10394003	4	25200
10394004	4	60760
10394005	4	121520
10394100	10	756
10394101	10	2268
10394102	10	6804
10394200	1	42000
10394301	1	7000
10394302	1	7000
10394303	1	7000
10394401	1	9800
10394402	1	9800
10394403	1	9800
10395001	4	1500
10395002	4	10800
10395003	4	36000
10395004	4	86800
10395005	4	173600
10395100	10	1080
10395101	10	3240
10395102	10	9720
10395200	1	60000
10395301	1	10000
10395302	1	10000
10395303	1	10000
10395401	1	14000
10395402	1	14000
10395403	1	14000
10404001	4	1050
10404002	4	7560
10404003	4	25200
10404004	4	60760
10404005	4	121520
10404100	10	756
10404101	10	2268
10404102	10	6804
10404200	1	42000
10404301	1	7000
10404302	1	7000
10404303	1	7000
10404401	1	9800
10404402	1	9800
10404403	1	9800
10405001	4	1500
10405002	4	10800
10405003	4	36000
10405004	4	86800
10405005	4	173600
10405100	10	1080
10405101	10	3240
10405102	10	9720
10405200	1	60000
10405301	1	10000
10405302	1	10000
10405303	1	10000
10405401	1	14000
10405402	1	14000
10405403	1	14000
10414001	4	1260
10414002	4	3780
10414003	4	12600
10414004	4	40320
10414005	4	80640
10414100	10	455
10414101	10	1365
10414102	10	4095
10414200	1	42000
10414301	1	7000
10414302	1	7000
10414303	1	7000
10414401	1	9800
10414402	1	9800
10414403	1	9800
10415001	4	1800
10415002	4	5400
10415003	4	18000
10415004	4	57600
10415005	4	115200
10415100	10	650
10415101	10	1950
10415102	10	5850
10415200	1	60000
10415301	1	10000
10415302	1	10000
10415303	1	10000
10415401	1	14000
10415402	1	14000
10415403	1	14000
10424001	4	1260
10424002	4	3780
10424003	4	12600
10424004	4	40320
10424005	4	80640
10424100	10	455
10424101	10	1365
10424102	10	4095
10424200	1	42000
10424301	1	7000
10424302	1	7000
10424303	1	7000
10424401	1	9800
10424402	1	9800
10424403	1	9800
10425001	4	1800
10425002	4	5400
10425003	4	18000
10425004	4	57600
10425005	4	115200
10425100	10	650
10425101	10	1950
10425102	10	5850
10425200	1	60000
10425301	1	10000
10425302	1	10000
10425303	1	10000
10425401	1	14000
10425402	1	14000
10425403	1	14000
10434001	4	1260
10434002	4	3780
10434003	4	12600
10434004	4	40320
10434005	4	80640
10434100	10	455
10434101	10	1365
10434102	10	4095
10434200	1	42000
10434301	1	7000
10434302	1	7000
10434303	1	7000
10434401	1	9800
10434402	1	9800
10434403	1	9800
10435001	4	1800
10435002	4	5400
10435003	4	18000
10435004	4	57600
10435005	4	115200
10435100	10	650
10435101	10	1950
10435102	10	5850
10435200	1	60000
10435301	1	10000
10435302	1	10000
10435303	1	10000
10435401	1	14000
10435402	1	14000
10435403	1	14000
10444001	4	1260
10444002	4	3780
10444003	4	12600
10444004	4	40320
10444005	4	80640
10444100	10	455
10444101	10	1365
10444102	10	4095
10444200	1	42000
10444301	1	7000
10444302	1	7000
10444303	1	7000
10444401	1	9800
10444402	1	9800
10444403	1	9800
10445001	4	1800
10445002	4	5400
10445003	4	18000
10445004	4	57600
10445005	4	115200
10445100	10	650
10445101	10	1950
10445102	10	5850
10445200	1	60000
10445301	1	10000
10445302	1	10000
10445303	1	10000
10445401	1	14000
10445402	1	14000
10445403	1	14000
10454001	4	1260
10454002	4	3780
10454003	4	12600
10454004	4	40320
10454005	4	80640
10454100	10	455
10454101	10	1365
10454102	10	4095
10454200	1	42000
10454301	1	7000
10454302	1	7000
10454303	1	7000
10454401	1	9800
10454402	1	9800
10454403	1	9800
10455001	4	1800
10455002	4	5400
10455003	4	18000
10455004	4	57600
10455005	4	115200
10455100	10	650
10455101	10	1950
10455102	10	5850
10455200	1	60000
10455301	1	10000
10455302	1	10000
10455303	1	10000
10455401	1	14000
10455402	1	14000
10455403	1	14000
10464001	4	1260
10464002	4	3780
10464003	4	12600
10464004	4	40320
10464005	4	80640
10464100	10	455
10464101	10	1365
10464102	10	4095
10464200	1	42000
10464301	1	7000
10464302	1	7000
10464303	1	7000
10464401	1	9800
10464402	1	9800
10464403	1	9800
10465001	4	1800
10465002	4	5400
10465003	4	18000
10465004	4	57600
10465005	4	115200
10465100	10	650
10465101	10	1950
10465102	10	5850
10465200	1	60000
10465301	1	10000
10465302	1	10000
10465303	1	10000
10465401	1	14000
10465402	1	14000
10465403	1	14000
14000001	5	2500
14000002	5	2500
14000003	5	3500
14000004	5	3500
14000005	5	3500
14000006	5	6000
14000007	5	6000
14000020	5	9000
14000021	5	9000
14000101	5	2500
14000102	5	2500
14000103	5	3500
14000104	5	3500
14000105	5	3500
14000106	5	6000
14000107	5	6000
14000126	5	9000
14000127	5	9000
14000201	5	2500
14000202	5	2500
14000203	5	3500
14000204	5	3500
14000205	5	3500
14000206	5	6000
14000207	5	6000
14000225	5	9000
14000226	5	9000
14000301	5	2500
14000302	5	2500
14000303	5	3500
14000304	5	3500
14000305	5	3500
14000306	5	6000
14000307	5	6000
14000326	5	9000
14000327	5	9000
14000401	5	2500
14000402	5	2500
14000403	5	3500
14000404	5	3500
14000405	5	3500
14000406	5	6000
14000407	5	6000
14000429	5	9000
14000430	5	9000
14000501	5	2500
14000502	5	2500
14000503	5	3500
14000504	5	3500
14000505	5	3500
14000506	5	6000
14000507	5	6000
14000527	5	9000
14000528	5	9000
14000601	5	2500
14000602	5	2500
14000603	5	3500
14000604	5	3500
14000605	5	3500
14000606	5	6000
14000607	5	6000
14000608	5	9000
14000609	5	9000
14000701	5	2500
14000702	5	2500
14000703	5	3500
14000704	5	3500
14000705	5	3500
14000706	5	6000
14000707	5	6000
14000708	5	9000
14000709	5	9000
14000801	5	2500
14000802	5	2500
14000803	5	3500
14000804	5	3500
14000805	5	3500
14000806	5	6000
14000807	5	6000
14000808	5	9000
14000809	5	9000
14000901	5	2500
14000902	5	2500
14000903	5	3500
14000904	5	3500
14000905	5	3500
14000906	5	6000
14000907	5	6000
14000908	5	9000
14000909	5	9000
14001001	5	2500
14001002	5	2500
14001003	5	3500
14001004	5	3500
14001005	5	3500
14001006	5	6000
14001007	5	6000
14001008	5	9000
14001009	5	9000
14001101	5	2500
14001102	5	2500
14001103	5	3500
14001104	5	3500
14001105	5	3500
14001106	5	6000
14001107	5	6000
14001108	5	9000
14001109	5	9000
