INT	INT	INT	INT
10268841	10269316	10000	11000599
10268842	10269317	10000	11000599
10268843	10269318	10000	11000599
10268844	10269319	10000	11000599
10268845	10269320	10000	11000599
10268851	10269321	10000	11000599
10268852	10269322	10000	11000599
10268853	10269323	10000	11000599
10268854	10269324	10000	11000599
10268855	10269325	10000	11000599
10268900	10269326	10000	11000599
10268901	10269327	10000	11000599
10268902	10269328	10000	11000599
10268903	10269329	10000	11000599
10268904	10269330	10000	11000599
10268905	10269331	10000	11000599
10268910	10269332	10000	11000599
10268911	10269333	10000	11000599
10268912	10269334	10000	11000599
10268913	10269335	10000	11000599
10268914	10269336	10000	11000599
10268915	10269337	10000	11000599
10269000	10269338	10000	11000599
10269001	10269339	10000	11000599
10269002	10269340	10000	11000599
10269003	10269341	10000	11000599
10269004	10269342	10000	11000599
10269005	10269343	10000	11000599
10269006	10269344	10000	11000599
10269007	10269345	10000	11000599
10269008	10269346	10000	11000599
10269009	10269347	10000	11000599
10269010	10269348	10000	11000599
10269011	10269349	10000	11000599
10269012	10269350	10000	11000599
10269013	10269351	10000	11000599
10269014	10269352	10000	11000599
10269015	10269353	10000	11000599
10269016	10269354	10000	11000599
10269017	10269355	10000	11000599
10269018	10269356	10000	11000599
10269019	10269357	10000	11000599
10269020	10269358	10000	11000599
10269021	10269359	10000	11000599
10269022	10269360	10000	11000599
10269023	10269361	10000	11000599
10269024	10269362	10000	11000599
10269025	10269363	10000	11000599
10269026	10269364	10000	11000599
10269027	10269365	10000	11000599
10269028	10269366	10000	11000599
10269029	10269367	10000	11000599
10269030	10269368	10000	11000599
10269031	10269369	10000	11000599
10269032	10269370	10000	11000599
10269033	10269371	10000	11000599
10269034	10269372	10000	11000599
10269035	10269373	10000	11000599
10269100	10269374	10000	11000599
10269101	10269375	10000	11000599
10269102	10269376	10000	11000599
10269103	10269377	10000	11000599
10269104	10269378	10000	11000599
10269105	10269379	10000	11000599
10269106	10269380	10000	11000599
10269107	10269381	10000	11000599
10269108	10269382	10000	11000599
10269109	10269383	10000	11000599
10269110	10269384	10000	11000599
10269111	10269385	10000	11000599
10269112	10269386	10000	11000599
10269113	10269387	10000	11000599
10269114	10269388	10000	11000599
10269115	10269389	10000	11000599
10269116	10269390	10000	11000599
10269117	10269391	10000	11000599
10269118	10269392	10000	11000599
10269119	10269393	10000	11000599
10269120	10269394	10000	11000599
10269121	10269395	10000	11000599
10269122	10269396	10000	11000599
10269123	10269397	10000	11000599
10269124	10269398	10000	11000599
10269125	10269399	10000	11000599
10269126	10269400	10000	11000599
10269127	10269401	10000	11000599
10269128	10269402	10000	11000599
10269129	10269403	10000	11000599
10269130	10269404	10000	11000599
10269131	10269405	10000	11000599
10269132	10269406	10000	11000599
10269133	10269407	10000	11000599
10269134	10269408	10000	11000599
10269135	10269409	10000	11000599
10269218	10264001	10000	11000599
10269219	10264002	10000	11000599
10269220	10264003	10000	11000599
10269221	10264004	10000	11000599
10269222	10264011	10000	11000599
10269223	10264012	10000	11000599
10269224	10264013	10000	11000599
10269225	10264014	10000	11000599
10269226	10264021	10000	11000599
10269227	10264022	10000	11000599
10269228	10264023	10000	11000599
10269229	10264024	10000	11000599
10269230	10264031	10000	11000599
10269231	10264032	10000	11000599
10269232	10264033	10000	11000599
10269233	10264034	10000	11000599
10269234	10264041	10000	11000599
10269235	10264042	10000	11000599
10269236	10264043	10000	11000599
10269237	10264044	10000	11000599
10269238	10264051	10000	11000599
10269239	10264052	10000	11000599
10269240	10264053	10000	11000599
10269241	10264054	10000	11000599
10269278	10268600	10000	11000599
10269279	10268610	10000	11000599
10269280	10268620	10000	11000599
10269281	10268630	10000	11000599
10269282	10268640	10000	11000599
10269283	10268650	10000	11000599
10269284	10268700	10000	11000599
10269285	10268710	10000	11000599
10269286	10268720	10000	11000599
10269287	10268730	10000	11000599
10269288	10268740	10000	11000599
10269289	10268750	10000	11000599
10269290	10268760	10000	11000599
10269291	10268761	10000	11000599
10269292	10268762	10000	11000599
10269293	10268763	10000	11000599
10269294	10268764	10000	11000599
10269295	10268765	10000	11000599
10269296	10268801	10000	11000599
10269297	10268802	10000	11000599
10269298	10268803	10000	11000599
10269299	10268804	10000	11000599
10269300	10268805	10000	11000599
10269301	10268811	10000	11000599
10269302	10268812	10000	11000599
10269303	10268813	10000	11000599
10269304	10268814	10000	11000599
10269305	10268815	10000	11000599
10269306	10268821	10000	11000599
10269307	10268822	10000	11000599
10269308	10268823	10000	11000599
10269309	10268824	10000	11000599
10269310	10268825	10000	11000599
10269311	10268831	10000	11000599
10269312	10268832	10000	11000599
10269313	10268833	10000	11000599
10269314	10268834	10000	11000599
10269315	10268835	10000	11000599
10269316	10268841	10000	11000599
10269317	10268842	10000	11000599
10269318	10268843	10000	11000599
10269319	10268844	10000	11000599
10269320	10268845	10000	11000599
10269321	10268851	10000	11000599
10269322	10268852	10000	11000599
10269323	10268853	10000	11000599
10269324	10268854	10000	11000599
10269325	10268855	10000	11000599
10269326	10268900	10000	11000599
10269327	10268901	10000	11000599
10269328	10268902	10000	11000599
10269329	10268903	10000	11000599
10269330	10268904	10000	11000599
10269331	10268905	10000	11000599
10269332	10268910	10000	11000599
10269333	10268911	10000	11000599
10269334	10268912	10000	11000599
10269335	10268913	10000	11000599
10269336	10268914	10000	11000599
10269337	10268915	10000	11000599
10269338	10269000	10000	11000599
10269339	10269001	10000	11000599
10269340	10269002	10000	11000599
10269341	10269003	10000	11000599
10269342	10269004	10000	11000599
10269343	10269005	10000	11000599
10269344	10269006	10000	11000599
10269345	10269007	10000	11000599
10269346	10269008	10000	11000599
10269347	10269009	10000	11000599
10269348	10269010	10000	11000599
10269349	10269011	10000	11000599
10269350	10269012	10000	11000599
10269351	10269013	10000	11000599
10269352	10269014	10000	11000599
10269353	10269015	10000	11000599
10269354	10269016	10000	11000599
10269355	10269017	10000	11000599
10269356	10269018	10000	11000599
10269357	10269019	10000	11000599
10269358	10269020	10000	11000599
10269359	10269021	10000	11000599
10269360	10269022	10000	11000599
10269361	10269023	10000	11000599
10269362	10269024	10000	11000599
10269363	10269025	10000	11000599
10269364	10269026	10000	11000599
10269365	10269027	10000	11000599
10269366	10269028	10000	11000599
10269367	10269029	10000	11000599
10269368	10269030	10000	11000599
10269369	10269031	10000	11000599
10269370	10269032	10000	11000599
10269371	10269033	10000	11000599
10269372	10269034	10000	11000599
10269373	10269035	10000	11000599
10269374	10269100	10000	11000599
10269375	10269101	10000	11000599
10269376	10269102	10000	11000599
10269377	10269103	10000	11000599
10269378	10269104	10000	11000599
10269379	10269105	10000	11000599
10269380	10269106	10000	11000599
10269381	10269107	10000	11000599
10269382	10269108	10000	11000599
10269383	10269109	10000	11000599
10269384	10269110	10000	11000599
10269385	10269111	10000	11000599
10269386	10269112	10000	11000599
10269387	10269113	10000	11000599
10269388	10269114	10000	11000599
10269389	10269115	10000	11000599
10269390	10269116	10000	11000599
10269391	10269117	10000	11000599
10269392	10269118	10000	11000599
10269393	10269119	10000	11000599
10269394	10269120	10000	11000599
10269395	10269121	10000	11000599
10269396	10269122	10000	11000599
10269397	10269123	10000	11000599
10269398	10269124	10000	11000599
10269399	10269125	10000	11000599
10269400	10269126	10000	11000599
10269401	10269127	10000	11000599
10269402	10269128	10000	11000599
10269403	10269129	10000	11000599
10269404	10269130	10000	11000599
10269405	10269131	10000	11000599
10269406	10269132	10000	11000599
10269407	10269133	10000	11000599
10269408	10269134	10000	11000599
10269409	10269135	10000	11000599
10269500	10269506	10000	11000599
10269501	10269507	10000	11000599
10269502	10269508	10000	11000599
10269503	10269509	10000	11000599
10269504	10269510	10000	11000599
10269505	10269511	10000	11000599
10269506	10269500	10000	11000599
10269507	10269501	10000	11000599
10269508	10269502	10000	11000599
10269509	10269503	10000	11000599
10269510	10269504	10000	11000599
10269511	10269505	10000	11000599
10269512	10269518	10000	11000599
10269513	10269519	10000	11000599
10269514	10269520	10000	11000599
10269515	10269521	10000	11000599
10269516	10269522	10000	11000599
10269517	10269523	10000	11000599
10269518	10269512	10000	11000599
10269519	10269513	10000	11000599
10269520	10269514	10000	11000599
10269521	10269515	10000	11000599
10269522	10269516	10000	11000599
10269523	10269517	10000	11000599
10269524	10269530	10000	11000599
10269525	10269531	10000	11000599
10269526	10269532	10000	11000599
10269527	10269533	10000	11000599
10269528	10269534	10000	11000599
10269529	10269535	10000	11000599
10269530	10269524	10000	11000599
10269531	10269525	10000	11000599
10269532	10269526	10000	11000599
10269533	10269527	10000	11000599
10269534	10269528	10000	11000599
10269535	10269529	10000	11000599
10269536	10269542	10000	11000599
10269537	10269543	10000	11000599
10269538	10269544	10000	11000599
10269539	10269545	10000	11000599
10269540	10269546	10000	11000599
10269541	10269547	10000	11000599
10269542	10269536	10000	11000599
10269543	10269537	10000	11000599
10269544	10269538	10000	11000599
10269545	10269539	10000	11000599
10269546	10269540	10000	11000599
10269547	10269541	10000	11000599
10274001	10279218	10000	11000599
10274002	10279219	10000	11000599
10274003	10279220	10000	11000599
10274004	10279221	10000	11000599
10274011	10279222	10000	11000599
10274012	10279223	10000	11000599
10274013	10279224	10000	11000599
10274014	10279225	10000	11000599
10274021	10279226	10000	11000599
10274022	10279227	10000	11000599
10274023	10279228	10000	11000599
10274024	10279229	10000	11000599
10274031	10279230	10000	11000599
10274032	10279231	10000	11000599
10274033	10279232	10000	11000599
10274034	10279233	10000	11000599
10274041	10279234	10000	11000599
10274042	10279235	10000	11000599
10274043	10279236	10000	11000599
10274044	10279237	10000	11000599
10274051	10279238	10000	11000599
10274052	10279239	10000	11000599
10274053	10279240	10000	11000599
10274054	10279241	10000	11000599
10278600	10279278	10000	11000599
10278610	10279279	10000	11000599
10278620	10279280	10000	11000599
10278630	10279281	10000	11000599
10278640	10279282	10000	11000599
10278650	10279283	10000	11000599
10278700	10279284	10000	11000599
10278710	10279285	10000	11000599
10278720	10279286	10000	11000599
10278730	10279287	10000	11000599
10278740	10279288	10000	11000599
10278750	10279289	10000	11000599
10278760	10279290	10000	11000599
10278761	10279291	10000	11000599
10278762	10279292	10000	11000599
10278763	10279293	10000	11000599
10278764	10279294	10000	11000599
10278765	10279295	10000	11000599
10278801	10279296	10000	11000599
10278802	10279297	10000	11000599
10278803	10279298	10000	11000599
10278804	10279299	10000	11000599
10278805	10279300	10000	11000599
10278811	10279301	10000	11000599
10278812	10279302	10000	11000599
10278813	10279303	10000	11000599
10278814	10279304	10000	11000599
10278815	10279305	10000	11000599
10278821	10279306	10000	11000599
10278822	10279307	10000	11000599
10278823	10279308	10000	11000599
10278824	10279309	10000	11000599
10278825	10279310	10000	11000599
10278831	10279311	10000	11000599
10278832	10279312	10000	11000599
10278833	10279313	10000	11000599
10278834	10279314	10000	11000599
10278835	10279315	10000	11000599
10278841	10279316	10000	11000599
10278842	10279317	10000	11000599
10278843	10279318	10000	11000599
10278844	10279319	10000	11000599
10278845	10279320	10000	11000599
10278851	10279321	10000	11000599
10278852	10279322	10000	11000599
10278853	10279323	10000	11000599
10278854	10279324	10000	11000599
10278855	10279325	10000	11000599
10278900	10279326	10000	11000599
10278901	10279327	10000	11000599
10278902	10279328	10000	11000599
10278903	10279329	10000	11000599
10278904	10279330	10000	11000599
10278905	10279331	10000	11000599
10278910	10279332	10000	11000599
10278911	10279333	10000	11000599
10278912	10279334	10000	11000599
10278913	10279335	10000	11000599
10278914	10279336	10000	11000599
10278915	10279337	10000	11000599
10279000	10279338	10000	11000599
10279001	10279339	10000	11000599
10279002	10279340	10000	11000599
10279003	10279341	10000	11000599
10279004	10279342	10000	11000599
10279005	10279343	10000	11000599
10279006	10279344	10000	11000599
10279007	10279345	10000	11000599
10279008	10279346	10000	11000599
10279009	10279347	10000	11000599
10279010	10279348	10000	11000599
10279011	10279349	10000	11000599
10279012	10279350	10000	11000599
10279013	10279351	10000	11000599
10279014	10279352	10000	11000599
10279015	10279353	10000	11000599
10279016	10279354	10000	11000599
10279017	10279355	10000	11000599
10279018	10279356	10000	11000599
10279019	10279357	10000	11000599
10279020	10279358	10000	11000599
10279021	10279359	10000	11000599
10279022	10279360	10000	11000599
10279023	10279361	10000	11000599
10279024	10279362	10000	11000599
10279025	10279363	10000	11000599
10279026	10279364	10000	11000599
10279027	10279365	10000	11000599
10279028	10279366	10000	11000599
10279029	10279367	10000	11000599
10279030	10279368	10000	11000599
10279031	10279369	10000	11000599
10279032	10279370	10000	11000599
10279033	10279371	10000	11000599
10279034	10279372	10000	11000599
10279035	10279373	10000	11000599
10279100	10279374	10000	11000599
10279101	10279375	10000	11000599
10279102	10279376	10000	11000599
10279103	10279377	10000	11000599
10279104	10279378	10000	11000599
10279105	10279379	10000	11000599
10279106	10279380	10000	11000599
10279107	10279381	10000	11000599
10279108	10279382	10000	11000599
10279109	10279383	10000	11000599
10279110	10279384	10000	11000599
10279111	10279385	10000	11000599
10279112	10279386	10000	11000599
10279113	10279387	10000	11000599
10279114	10279388	10000	11000599
10279115	10279389	10000	11000599
10279116	10279390	10000	11000599
10279117	10279391	10000	11000599
10279118	10279392	10000	11000599
10279119	10279393	10000	11000599
10279120	10279394	10000	11000599
10279121	10279395	10000	11000599
10279122	10279396	10000	11000599
10279123	10279397	10000	11000599
10279124	10279398	10000	11000599
10279125	10279399	10000	11000599
10279126	10279400	10000	11000599
10279127	10279401	10000	11000599
10279128	10279402	10000	11000599
10279129	10279403	10000	11000599
10279130	10279404	10000	11000599
10279131	10279405	10000	11000599
10279132	10279406	10000	11000599
10279133	10279407	10000	11000599
10279134	10279408	10000	11000599
10279135	10279409	10000	11000599
10279218	10274001	10000	11000599
10279219	10274002	10000	11000599
10279220	10274003	10000	11000599
10279221	10274004	10000	11000599
10279222	10274011	10000	11000599
10279223	10274012	10000	11000599
10279224	10274013	10000	11000599
10279225	10274014	10000	11000599
10279226	10274021	10000	11000599
10279227	10274022	10000	11000599
10279228	10274023	10000	11000599
10279229	10274024	10000	11000599
10279230	10274031	10000	11000599
10279231	10274032	10000	11000599
10279232	10274033	10000	11000599
10279233	10274034	10000	11000599
10279234	10274041	10000	11000599
10279235	10274042	10000	11000599
10279236	10274043	10000	11000599
10279237	10274044	10000	11000599
10279238	10274051	10000	11000599
10279239	10274052	10000	11000599
10279240	10274053	10000	11000599
10279241	10274054	10000	11000599
10279278	10278600	10000	11000599
10279279	10278610	10000	11000599
10279280	10278620	10000	11000599
10279281	10278630	10000	11000599
10279282	10278640	10000	11000599
10279283	10278650	10000	11000599
10279284	10278700	10000	11000599
10279285	10278710	10000	11000599
10279286	10278720	10000	11000599
10279287	10278730	10000	11000599
10279288	10278740	10000	11000599
10279289	10278750	10000	11000599
10279290	10278760	10000	11000599
10279291	10278761	10000	11000599
10279292	10278762	10000	11000599
10279293	10278763	10000	11000599
10279294	10278764	10000	11000599
10279295	10278765	10000	11000599
10279296	10278801	10000	11000599
10279297	10278802	10000	11000599
10279298	10278803	10000	11000599
10279299	10278804	10000	11000599
10279300	10278805	10000	11000599
10279301	10278811	10000	11000599
10279302	10278812	10000	11000599
10279303	10278813	10000	11000599
10279304	10278814	10000	11000599
10279305	10278815	10000	11000599
10279306	10278821	10000	11000599
10279307	10278822	10000	11000599
10279308	10278823	10000	11000599
10279309	10278824	10000	11000599
10279310	10278825	10000	11000599
10279311	10278831	10000	11000599
10279312	10278832	10000	11000599
10279313	10278833	10000	11000599
10279314	10278834	10000	11000599
10279315	10278835	10000	11000599
10279316	10278841	10000	11000599
10279317	10278842	10000	11000599
10279318	10278843	10000	11000599
10279319	10278844	10000	11000599
10279320	10278845	10000	11000599
10279321	10278851	10000	11000599
10279322	10278852	10000	11000599
10279323	10278853	10000	11000599
10279324	10278854	10000	11000599
10279325	10278855	10000	11000599
10279326	10278900	10000	11000599
10279327	10278901	10000	11000599
10279328	10278902	10000	11000599
10279329	10278903	10000	11000599
10279330	10278904	10000	11000599
10279331	10278905	10000	11000599
10279332	10278910	10000	11000599
10279333	10278911	10000	11000599
10279334	10278912	10000	11000599
10279335	10278913	10000	11000599
10279336	10278914	10000	11000599
10279337	10278915	10000	11000599
10279338	10279000	10000	11000599
10279339	10279001	10000	11000599
10279340	10279002	10000	11000599
10279341	10279003	10000	11000599
10279342	10279004	10000	11000599
10279343	10279005	10000	11000599
10279344	10279006	10000	11000599
10279345	10279007	10000	11000599
10279346	10279008	10000	11000599
10279347	10279009	10000	11000599
10279348	10279010	10000	11000599
10279349	10279011	10000	11000599
10279350	10279012	10000	11000599
10279351	10279013	10000	11000599
10279352	10279014	10000	11000599
10279353	10279015	10000	11000599
10279354	10279016	10000	11000599
10279355	10279017	10000	11000599
10279356	10279018	10000	11000599
10279357	10279019	10000	11000599
10279358	10279020	10000	11000599
10279359	10279021	10000	11000599
10279360	10279022	10000	11000599
10279361	10279023	10000	11000599
10279362	10279024	10000	11000599
10279363	10279025	10000	11000599
10279364	10279026	10000	11000599
10279365	10279027	10000	11000599
10279366	10279028	10000	11000599
10279367	10279029	10000	11000599
10279368	10279030	10000	11000599
10279369	10279031	10000	11000599
10279370	10279032	10000	11000599
10279371	10279033	10000	11000599
10279372	10279034	10000	11000599
10279373	10279035	10000	11000599
10279374	10279100	10000	11000599
10279375	10279101	10000	11000599
10279376	10279102	10000	11000599
10279377	10279103	10000	11000599
10279378	10279104	10000	11000599
10279379	10279105	10000	11000599
10279380	10279106	10000	11000599
10279381	10279107	10000	11000599
10279382	10279108	10000	11000599
10279383	10279109	10000	11000599
10279384	10279110	10000	11000599
10279385	10279111	10000	11000599
10279386	10279112	10000	11000599
10279387	10279113	10000	11000599
10279388	10279114	10000	11000599
10279389	10279115	10000	11000599
10279390	10279116	10000	11000599
10279391	10279117	10000	11000599
10279392	10279118	10000	11000599
10279393	10279119	10000	11000599
10279394	10279120	10000	11000599
10279395	10279121	10000	11000599
10279396	10279122	10000	11000599
10279397	10279123	10000	11000599
10279398	10279124	10000	11000599
10279399	10279125	10000	11000599
10279400	10279126	10000	11000599
10279401	10279127	10000	11000599
10279402	10279128	10000	11000599
10279403	10279129	10000	11000599
10279404	10279130	10000	11000599
10279405	10279131	10000	11000599
10279406	10279132	10000	11000599
10279407	10279133	10000	11000599
10279408	10279134	10000	11000599
10279409	10279135	10000	11000599
10279500	10279506	10000	11000599
10279501	10279507	10000	11000599
10279502	10279508	10000	11000599
10279503	10279509	10000	11000599
10279504	10279510	10000	11000599
10279505	10279511	10000	11000599
10279506	10279500	10000	11000599
10279507	10279501	10000	11000599
10279508	10279502	10000	11000599
10279509	10279503	10000	11000599
10279510	10279504	10000	11000599
10279511	10279505	10000	11000599
10279512	10279518	10000	11000599
10279513	10279519	10000	11000599
10279514	10279520	10000	11000599
10279515	10279521	10000	11000599
10279516	10279522	10000	11000599
10279517	10279523	10000	11000599
10279518	10279512	10000	11000599
10279519	10279513	10000	11000599
10279520	10279514	10000	11000599
10279521	10279515	10000	11000599
10279522	10279516	10000	11000599
10279523	10279517	10000	11000599
10279524	10279530	10000	11000599
10279525	10279531	10000	11000599
10279526	10279532	10000	11000599
10279527	10279533	10000	11000599
10279528	10279534	10000	11000599
10279529	10279535	10000	11000599
10279530	10279524	10000	11000599
10279531	10279525	10000	11000599
10279532	10279526	10000	11000599
10279533	10279527	10000	11000599
10279534	10279528	10000	11000599
10279535	10279529	10000	11000599
10279536	10279542	10000	11000599
10279537	10279543	10000	11000599
10279538	10279544	10000	11000599
10279539	10279545	10000	11000599
10279540	10279546	10000	11000599
10279541	10279547	10000	11000599
10279542	10279536	10000	11000599
10279543	10279537	10000	11000599
10279544	10279538	10000	11000599
10279545	10279539	10000	11000599
10279546	10279540	10000	11000599
10279547	10279541	10000	11000599
10284001	10288018	10000	11000599
10284002	10288019	10000	11000599
10284003	10288020	10000	11000599
10284004	10288021	10000	11000599
10284011	10288022	10000	11000599
10284012	10288023	10000	11000599
10284013	10288024	10000	11000599
10284014	10288025	10000	11000599
10284021	10288026	10000	11000599
10284022	10288027	10000	11000599
10284023	10288028	10000	11000599
10284024	10288029	10000	11000599
10284031	10288030	10000	11000599
10284032	10288031	10000	11000599
10284033	10288032	10000	11000599
10284034	10288033	10000	11000599
10284041	10288034	10000	11000599
10284042	10288035	10000	11000599
10284043	10288036	10000	11000599
10284044	10288037	10000	11000599
10284051	10288038	10000	11000599
10284052	10288039	10000	11000599
10284053	10288040	10000	11000599
10284054	10288041	10000	11000599
10284061	10288042	10000	11000599
10284062	10288043	10000	11000599
10284063	10288044	10000	11000599
10284064	10288045	10000	11000599
10284065	10288046	10000	11000599
10284066	10288047	10000	11000599
10284071	10288048	10000	11000599
10284072	10288049	10000	11000599
10284073	10288050	10000	11000599
10284074	10288051	10000	11000599
10284075	10288052	10000	11000599
10284076	10288053	10000	11000599
10287001	10288054	10000	11000599
10287002	10288055	10000	11000599
10287003	10288056	10000	11000599
10287011	10288057	10000	11000599
10287012	10288058	10000	11000599
10287013	10288059	10000	11000599
10287021	10288060	10000	11000599
10287022	10288061	10000	11000599
10287023	10288062	10000	11000599
10287031	10288063	10000	11000599
10287032	10288064	10000	11000599
10287033	10288065	10000	11000599
10287041	10288066	10000	11000599
10287042	10288067	10000	11000599
10287043	10288068	10000	11000599
10287051	10288069	10000	11000599
10287052	10288070	10000	11000599
10287053	10288071	10000	11000599
10287061	10288072	10000	11000599
10287062	10288073	10000	11000599
10287063	10288074	10000	11000599
10287064	10288075	10000	11000599
10287065	10288076	10000	11000599
10287066	10288077	10000	11000599
10287100	10288078	10000	11000599
10287101	10288079	10000	11000599
10287102	10288080	10000	11000599
10287103	10288081	10000	11000599
10287104	10288082	10000	11000599
10287105	10288083	10000	11000599
10287110	10288084	10000	11000599
10287111	10288085	10000	11000599
10287112	10288086	10000	11000599
10287113	10288087	10000	11000599
10287114	10288088	10000	11000599
10287115	10288089	10000	11000599
10288018	10284001	10000	11000599
10288019	10284002	10000	11000599
10288020	10284003	10000	11000599
10288021	10284004	10000	11000599
10288022	10284011	10000	11000599
10288023	10284012	10000	11000599
10288024	10284013	10000	11000599
10288025	10284014	10000	11000599
10288026	10284021	10000	11000599
10288027	10284022	10000	11000599
10288028	10284023	10000	11000599
10288029	10284024	10000	11000599
10288030	10284031	10000	11000599
10288031	10284032	10000	11000599
10288032	10284033	10000	11000599
10288033	10284034	10000	11000599
10288034	10284041	10000	11000599
10288035	10284042	10000	11000599
10288036	10284043	10000	11000599
10288037	10284044	10000	11000599
10288038	10284051	10000	11000599
10288039	10284052	10000	11000599
10288040	10284053	10000	11000599
10288041	10284054	10000	11000599
10288042	10284061	10000	11000599
10288043	10284062	10000	11000599
10288044	10284063	10000	11000599
10288045	10284064	10000	11000599
10288046	10284065	10000	11000599
10288047	10284066	10000	11000599
10288048	10284071	10000	11000599
10288049	10284072	10000	11000599
10288050	10284073	10000	11000599
10288051	10284074	10000	11000599
10288052	10284075	10000	11000599
10288053	10284076	10000	11000599
10288054	10287001	10000	11000599
10288055	10287002	10000	11000599
10288056	10287003	10000	11000599
10288057	10287011	10000	11000599
10288058	10287012	10000	11000599
10288059	10287013	10000	11000599
10288060	10287021	10000	11000599
10288061	10287022	10000	11000599
10288062	10287023	10000	11000599
10288063	10287031	10000	11000599
10288064	10287032	10000	11000599
10288065	10287033	10000	11000599
10288066	10287041	10000	11000599
10288067	10287042	10000	11000599
10288068	10287043	10000	11000599
10288069	10287051	10000	11000599
10288070	10287052	10000	11000599
10288071	10287053	10000	11000599
10288072	10287061	10000	11000599
10288073	10287062	10000	11000599
10288074	10287063	10000	11000599
10288075	10287064	10000	11000599
10288076	10287065	10000	11000599
10288077	10287066	10000	11000599
10288078	10287100	10000	11000599
10288079	10287101	10000	11000599
10288080	10287102	10000	11000599
10288081	10287103	10000	11000599
10288082	10287104	10000	11000599
10288083	10287105	10000	11000599
10288084	10287110	10000	11000599
10288085	10287111	10000	11000599
10288086	10287112	10000	11000599
10288087	10287113	10000	11000599
10288088	10287114	10000	11000599
10288089	10287115	10000	11000599
10288100	10288106	10000	11000599
10288101	10288107	10000	11000599
10288102	10288108	10000	11000599
10288103	10288109	10000	11000599
10288104	10288110	10000	11000599
10288105	10288111	10000	11000599
10288106	10288100	10000	11000599
10288107	10288101	10000	11000599
10288108	10288102	10000	11000599
10288109	10288103	10000	11000599
10288110	10288104	10000	11000599
10288111	10288105	10000	11000599
10288112	10288118	10000	11000599
10288113	10288119	10000	11000599
10288114	10288120	10000	11000599
10288115	10288121	10000	11000599
10288116	10288122	10000	11000599
10288117	10288123	10000	11000599
10288118	10288112	10000	11000599
10288119	10288113	10000	11000599
10288120	10288114	10000	11000599
10288121	10288115	10000	11000599
10288122	10288116	10000	11000599
10288123	10288117	10000	11000599
10288124	10288130	10000	11000599
10288125	10288131	10000	11000599
10288126	10288132	10000	11000599
10288127	10288133	10000	11000599
10288128	10288134	10000	11000599
10288129	10288135	10000	11000599
10288130	10288124	10000	11000599
10288131	10288125	10000	11000599
10288132	10288126	10000	11000599
10288133	10288127	10000	11000599
10288134	10288128	10000	11000599
10288135	10288129	10000	11000599
10288136	10288142	10000	11000599
10288137	10288143	10000	11000599
10288138	10288144	10000	11000599
10288139	10288145	10000	11000599
10288140	10288146	10000	11000599
10288141	10288147	10000	11000599
10288142	10288136	10000	11000599
10288143	10288137	10000	11000599
10288144	10288138	10000	11000599
10288145	10288139	10000	11000599
10288146	10288140	10000	11000599
10288147	10288141	10000	11000599
10294001	10298018	10000	11000599
10294002	10298019	10000	11000599
10294003	10298020	10000	11000599
10294004	10298021	10000	11000599
10294011	10298022	10000	11000599
10294012	10298023	10000	11000599
10294013	10298024	10000	11000599
10294014	10298025	10000	11000599
10294021	10298026	10000	11000599
10294022	10298027	10000	11000599
10294023	10298028	10000	11000599
10294024	10298029	10000	11000599
10294031	10298030	10000	11000599
10294032	10298031	10000	11000599
10294033	10298032	10000	11000599
10294034	10298033	10000	11000599
10294041	10298034	10000	11000599
10294042	10298035	10000	11000599
10294043	10298036	10000	11000599
10294044	10298037	10000	11000599
10294051	10298038	10000	11000599
10294052	10298039	10000	11000599
10294053	10298040	10000	11000599
10294054	10298041	10000	11000599
10294061	10298042	10000	11000599
10294062	10298043	10000	11000599
10294063	10298044	10000	11000599
10294064	10298045	10000	11000599
10294065	10298046	10000	11000599
10294066	10298047	10000	11000599
10294071	10298048	10000	11000599
10294072	10298049	10000	11000599
10294073	10298050	10000	11000599
10294074	10298051	10000	11000599
10294075	10298052	10000	11000599
10294076	10298053	10000	11000599
10297001	10298054	10000	11000599
10297002	10298055	10000	11000599
10297003	10298056	10000	11000599
10297011	10298057	10000	11000599
10297012	10298058	10000	11000599
10297013	10298059	10000	11000599
10297021	10298060	10000	11000599
10297022	10298061	10000	11000599
10297023	10298062	10000	11000599
10297031	10298063	10000	11000599
10297032	10298064	10000	11000599
10297033	10298065	10000	11000599
10297041	10298066	10000	11000599
10297042	10298067	10000	11000599
10297043	10298068	10000	11000599
10297051	10298069	10000	11000599
10297052	10298070	10000	11000599
10297053	10298071	10000	11000599
10297061	10298072	10000	11000599
10297062	10298073	10000	11000599
10297063	10298074	10000	11000599
10297064	10298075	10000	11000599
10297065	10298076	10000	11000599
10297066	10298077	10000	11000599
10297100	10298078	10000	11000599
10297101	10298079	10000	11000599
10297102	10298080	10000	11000599
10297103	10298081	10000	11000599
10297104	10298082	10000	11000599
10297105	10298083	10000	11000599
10297110	10298084	10000	11000599
10297111	10298085	10000	11000599
10297112	10298086	10000	11000599
10297113	10298087	10000	11000599
10297114	10298088	10000	11000599
10297115	10298089	10000	11000599
10298018	10294001	10000	11000599
10298019	10294002	10000	11000599
10298020	10294003	10000	11000599
10298021	10294004	10000	11000599
10298022	10294011	10000	11000599
10298023	10294012	10000	11000599
10298024	10294013	10000	11000599
10298025	10294014	10000	11000599
10298026	10294021	10000	11000599
10298027	10294022	10000	11000599
