INT	INT	INT	INT	STRING	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	STRING	STRING	INT	STRING	STRING	INT	INT	INT
14000407	14	0	407	CJSH_item_baoshi_6_13	9	29	烟顽辉玛瑙	镶嵌位置：#O手镯#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	6700	10	1000	1	0	200	10400	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000408	14	0	408	CJSH_item_baoshi_6_10	9	27|25|24|26|20	废弃	镶嵌位置:#O护手#cC8B88E、护腕、#O腰带#cC8B88E、#O帽子#cC8B88E、#O靴子#cC8B88E	8000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000409	14	0	409	CJSH_item_baoshi_6_10	9	27|25|24|26|20	废弃	镶嵌位置:#O护手#cC8B88E、护腕、#O腰带#cC8B88E、#O帽子#cC8B88E、#O靴子#cC8B88E	9700	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000410	14	0	410	CJSH_item_baoshi_6_10	9	5|11	废弃	镶嵌位置:号角、杖	11500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000411	14	0	411	CJSH_item_baoshi_6_12	9	27|25|24|26|20	废弃	镶嵌位置:#O护手#cC8B88E、护腕、#O腰带#cC8B88E、#O帽子#cC8B88E、#O靴子#cC8B88E	14000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000412	14	0	412	CJSH_item_baoshi_6_12	9	21	废弃	镶嵌位置:#O项链#cC8B88E	16700	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000413	14	0	413	CJSH_item_baoshi_6_12	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	20000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000414	14	0	414	CJSH_item_baoshi_6_12	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E、#O护肩#cC8B88E	24000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000415	14	0	415	CJSH_item_baoshi_6_12	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	28800	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000416	14	0	416	CJSH_item_baoshi_6_12	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E、#O护肩#cC8B88E	34500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000417	14	0	417	CJSH_item_baoshi_6_12	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E、#O护肩#cC8B88E	41500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000418	14	0	418	CJSH_item_baoshi_6_12	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	49500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000419	14	0	419	CJSH_item_baoshi_6_12	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	59000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000420	14	0	420	CJSH_item_baoshi_6_12	9	21	废弃	镶嵌位置:#O项链#cC8B88E	71500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000421	14	0	421	CJSH_item_baoshi_6_12	9	21	废弃	镶嵌位置:#O项链#cC8B88E	80250	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000422	14	0	422	CJSH_item_baoshi_6_12	9	21	废弃	镶嵌位置:#O项链#cC8B88E	90200	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000423	14	0	423	CJSH_item_baoshi_6_12	9	21	蓝田巴林玛瑙	镶嵌位置:#O徽章#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	59000	10	1000	1	0	200	10426	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000424	14	0	424	CJSH_item_baoshi_6_12	9	21	翠烟玛瑙	镶嵌位置:#O徽章#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	71500	10	1000	1	0	200	10428	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000425	14	0	425	CJSH_item_baoshi_6_12	9	5|11	烟玉容玛瑙	镶嵌位置:#O主武器#cC8B88E、#O副武器#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	80250	10	1000	1	0	200	10429	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000426	14	0	426	CJSH_item_baoshi_6_12	9	22	烟仙锦玛瑙	镶嵌位置:#O披风#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	90200	10	1000	1	0	200	10430	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000427	14	0	427	CJSH_item_baoshi_6_12	9	5|11	无色萤玛瑙	镶嵌位置:#O主武器#cC8B88E、#O副武器#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	80250	10	1000	1	0	200	10431	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000428	14	0	428	CJSH_item_baoshi_6_12	9	29	无色云光玛瑙	镶嵌位置:#O手镯#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	90200	10	1000	1	0	200	10432	-1	-1	-1	-1	-1	-1	1	1	2	1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000429	14	0	429	CJSH_item_baoshi_6_13	9	24	碧渊玛瑙	镶嵌位置:#O项链#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	20000	10	1000	1	0	200	10431	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000430	14	0	430	CJSH_item_baoshi_6_11	9	27	碧波玛瑙	镶嵌位置:#O靴子#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	20000	10	1000	1	0	200	10433	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
#	萨满																					3			-1																		
14000501	14	0	501	CJSH_item_baoshi_6_2	9	1~12	虹彩血滴琥珀	镶嵌位置：#O主武器#cC8B88E、#O副武器#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	2200	10	1000	1	0	200	10503	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000502	14	0	502	CJSH_item_baoshi_6_6	9	23	虹彩夜光琥珀	镶嵌位置：#O衣服#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	2700	10	1000	1	0	200	10508	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000503	14	0	503	CJSH_item_baoshi_6_10	9	28	虹彩冰花琥珀	镶嵌位置：#O戒指#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	3200	10	1000	1	0	200	10502	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000504	14	0	504	CJSH_item_baoshi_6_8	9	20	夜光百花琥珀	镶嵌位置：#O帽子#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	3900	10	1000	1	0	200	10504	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000505	14	0	505	CJSH_item_baoshi_6_12	9	21	软灵壁琥珀	镶嵌位置：#O徽章#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	4600	10	1000	1	0	200	10506	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000506	14	0	506	CJSH_item_baoshi_6_14	9	29	软菊花琥珀	镶嵌位置：#O手镯#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	5600	10	1000	1	0	200	10513	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000507	14	0	507	CJSH_item_baoshi_6_13	9	25	烟海蓝琥珀	镶嵌位置：#O护手#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	6700	10	1000	1	0	200	10511	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000508	14	0	508	CJSH_item_baoshi_6_11	9	27|25|24|26|20	废弃	镶嵌位置:#O护手#cC8B88E、护腕、#O腰带#cC8B88E、#O帽子#cC8B88E、#O靴子#cC8B88E	8000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000509	14	0	509	CJSH_item_baoshi_6_11	9	6|12	废弃	镶嵌位置:鼓、槌	9700	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000510	14	0	510	CJSH_item_baoshi_6_15	9	27|25|24|26|20	废弃	镶嵌位置:#O护手#cC8B88E、护腕、#O腰带#cC8B88E、#O帽子#cC8B88E、#O靴子#cC8B88E	11500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000511	14	0	511	CJSH_item_baoshi_6_15	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E#O护肩#cC8B88E	14000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000512	14	0	512	CJSH_item_baoshi_6_15	9	21	废弃	镶嵌位置:#O项链#cC8B88E	16700	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000513	14	0	513	CJSH_item_baoshi_6_15	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	20000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000514	14	0	514	CJSH_item_baoshi_6_15	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E、#O护肩#cC8B88E	24000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000515	14	0	515	CJSH_item_baoshi_6_15	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	28800	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000516	14	0	516	CJSH_item_baoshi_6_15	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E、#O护肩#cC8B88E	34500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000517	14	0	517	CJSH_item_baoshi_6_15	9	22|23	废弃	镶嵌位置:#O衣服#cC8B88E、#O护肩#cC8B88E	41500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000518	14	0	518	CJSH_item_baoshi_6_15	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	49500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000519	14	0	519	CJSH_item_baoshi_6_15	9	29|28	废弃	镶嵌位置:#O戒指#cC8B88E、饰品	59000	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000520	14	0	520	CJSH_item_baoshi_6_15	9	21	废弃	镶嵌位置:#O项链#cC8B88E	71500	10	1000	1	0	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000521	14	0	521	CJSH_item_baoshi_6_15	9	21	耀天宝琥珀	镶嵌位置:#O徽章#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	41500	10	1000	1	0	200	10525	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000522	14	0	522	CJSH_item_baoshi_6_15	9	21	耀转魂琥珀	镶嵌位置:#O徽章#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	49500	10	1000	1	0	200	10526	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000523	14	0	523	CJSH_item_baoshi_6_15	9	6|12	耀羊脂琥珀	镶嵌位置:#O主武器#cC8B88E、#O副武器#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	59000	10	1000	1	0	200	10528	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000524	14	0	524	CJSH_item_baoshi_6_15	9	22	文象上水琥珀	镶嵌位置:#O披风#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	71500	10	1000	1	0	200	10529	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000525	14	0	525	CJSH_item_baoshi_6_15	9	6|12	文象昆山琥珀	镶嵌位置:#O主武器#cC8B88E、#O副武器#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	59000	10	1000	1	0	200	10530	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000526	14	0	526	CJSH_item_baoshi_6_15	9	29	龙神海蓝琥珀	镶嵌位置:#O手镯#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	71500	10	1000	1	0	200	10531	-1	-1	-1	-1	-1	-1	1	1	2	1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000527	14	0	527	CJSH_item_baoshi_6_13	9	24	韵络琥珀	镶嵌位置:#O项链#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	20000	10	1000	1	0	200	10532	-1	-1	-1	-1	-1	-1	4	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000528	14	0	528	CJSH_item_baoshi_6_11	9	27	韵经琥珀	镶嵌位置:#O靴子#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	20000	10	1000	1	0	200	10533	-1	-1	-1	-1	-1	-1	3	2	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
#	十字军																																										
14000601	14	0	601	CJSH_item_baoshi_6_2	9	35~46	虹彩血滴玳瑁	镶嵌位置：#O主武器#cC8B88E、#O副武器#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	2200	10	1000	1	0	200	10053	-1	-1	-1	-1	-1	-1	3	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000602	14	0	602	CJSH_item_baoshi_6_6	9	23	虹彩夜光玳瑁	镶嵌位置：#O衣服#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	2700	10	1000	1	0	200	10051	-1	-1	-1	-1	-1	-1	2	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000603	14	0	603	CJSH_item_baoshi_6_10	9	28	虹彩冰花玳瑁	镶嵌位置：#O戒指#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	3200	10	1000	1	0	200	10052	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000604	14	0	604	CJSH_item_baoshi_6_8	9	20	烟海蓝玳瑁	镶嵌位置：#O帽子#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	3900	10	1000	1	0	200	10050	-1	-1	-1	-1	-1	-1	4	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
14000605	14	0	605	CJSH_item_baoshi_6_12	9	21	烟顽辉玳瑁	镶嵌位置：#O徽章#cC8B88E#r #r王城#S装备镶嵌大师（装备强化区）#cC8B88E或大都#S装备镶嵌大师（装备强化区）#cC8B88E处镶嵌#r #r王城#S荣誉商店（兑换商店区）#cC8B88E出售	4600	10	1000	1	0	200	10055	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	0	0	3c00ff	多彩宝石	FFFFFF09	0	掉落多彩宝石.lmodel	cj_yingguang_huang	0	ffffff	-1	-1	1	1
