INT	INT	INT	INT	INT
10454004	11000500	10000	20	10455004
10454005	11000500	10000	20	10455005
10454100	11000500	10000	20	10455100
10454101	11000500	10000	20	10455101
10454102	11000500	10000	20	10455102
10454200	11000500	10000	20	10455200
10454301	11000500	10000	20	10455301
10454302	11000500	10000	20	10455302
10454303	11000500	10000	20	10455303
10454401	11000500	10000	20	10455401
10454402	11000500	10000	20	10455402
10454403	11000500	10000	20	10455403
10464001	11000500	10000	20	10465001
10464002	11000500	10000	20	10465002
10464003	11000500	10000	20	10465003
10464004	11000500	10000	20	10465004
10464005	11000500	10000	20	10465005
10464100	11000500	10000	20	10465100
10464101	11000500	10000	20	10465101
10464102	11000500	10000	20	10465102
10464200	11000500	10000	20	10465200
10464301	11000500	10000	20	10465301
10464302	11000500	10000	20	10465302
10464303	11000500	10000	20	10465303
10464401	11000500	10000	20	10465401
10464402	11000500	10000	20	10465402
10464403	11000500	10000	20	10465403
