INT	STRING	STRING	STRING	FLOAT	FLOAT	INT	INT	STRING	STRING	STRING	INT					
102015	53|153|253|353	斯其高娃	斯其高娃	103.704567	163.541061	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102002	53|153|253|353	拖雷	拖雷	118.181992	159.191559	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102013	53|153|253|353	帖古察	帖古察	78.159927	145.165268	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102019	53|153|253|353	札木合	札木合	43.288799	65.261292	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102021	53|153|253|353	托亚	托亚	95.384766	172.952789	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102025	53|153|253|353	娜仁托娅	娜仁托娅	105.897644	155.540436	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102004	53|153|253|353	王汗	王汗	97.075165	149.543976	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102020	53|153|253|353	乌日娜	乌日娜	85.100449	141.25119	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
102010	53|153|253|353	月伦夫人	月伦夫人	76.699608	153.057358	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
14020	53|153|253|353	营外	营外	113	137	0	-1	风景	b		0					
14014	53|153|253|353	郭靖的弓箭	郭靖的弓箭	115	164	0	-1	风景	g		0					
14017	53|153|253|353	灵泉	灵泉	25	159	0	-1	风景	l		0					
14019	53|153|253|353	木华黎的弯刀	木华黎的弯刀	65	35	0	-1	风景	m		0					
14018	53|153|253|353	七星草	七星草	38	151	0	-1	风景	y		0					
14009	53|153|253|353	蔑里岂士兵	17级 蔑里岂士兵	185	118	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14011	53|153|253|353	雪狼	15级 雪狼	58	44	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
14012	53|153|253|353	雪狼王	20级 雪狼王	95	44	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
59616	53|153|253|353	丘陵狼蛛	17级 丘陵狼蛛	40	152	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	塔塔尔部	15000	15999								0					
15009	55|155|255|355	塔塔尔神射手	20级 塔塔尔神射手	97	147	0	3	怪物	t	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
15010	55|155|255|355	弓箭手	20级 弓箭手	127	154	0	3	怪物	g	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
15012	55|155|255|355	雪人王	20级 雪人王	182	25	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
15015	55|155|255|355	萨满巫医	20级 萨满巫医	34.809559	31.239784	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
15018	55|155|255|355	百夫长	20级 百夫长	97	71	0	3	怪物	b	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
15021	55|155|255|355	潜伏士兵	20级 潜伏士兵	51	218	0	3	怪物	q	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
15022	55|155|255|355	传令兵	20级 传令兵	103	108	0	3	怪物	c	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
15023	55|155|255|355	铁胎弓	铁胎弓	145	62	0	-1	风景	t		0					
15030	55|155|255|355	金军校尉	20级 金军校尉	50.621052	199.62468	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
15032	55|155|255|355	雪人	20级 雪人	198	90	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
15034	55|155|255|355	塔塔尔营门	塔塔尔营门	71	101	0	0	风景	t		0					
15035	55|155|255|355	塔塔尔水源	塔塔尔水源	142	42	0	0	风景	t		0					
103000	55|155|255|355	完颜洪烈	完颜洪烈	208.842911	211.658401	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
103001	55|155|255|355	铁木真	铁木真	209.735947	210.032181	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
103002	55|155|255|355	速不台	速不台	166.249207	198.551636	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
103003	55|155|255|355	木华黎	木华黎	213.52742	204.983124	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
103005	55|155|255|355	华筝	华筝	204.891739	213.823578	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
103006	55|155|255|355	丘处机	丘处机	207.104904	42.852001	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
103007	55|155|255|355	郭靖	郭靖	59.28883	50.154755	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
103009	55|155|255|355	哲别	哲别	60	49	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
103015	55|155|255|355	拖雷	拖雷	131.672272	222.082458	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
103016	55|155|255|355	金国俘虏	金国俘虏	130.929596	220.001175	1	1	任务	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
103017	55|155|255|355	术赤	术赤	199	211	1	1	任务	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
103040	55|155|255|355	钥匙老人	剧场传送人	189.880768	205.073318	1	4	传送	y	set:CJSH_npctop_1 image:CJSH_npctop_1_key	0					
#	克烈部大营	16000	16999								0					
16020	54|154|254|354	柴火	柴火	202	200	0	-1	风景	c		0					
16019	54|154|254|354	大石头	大石头	218	192	0	-1	风景	d		0					
16023	54|154|254|354	金刀	金刀	136	51	0	-1	风景	j		0					
16025	54|154|254|354	乃蛮部大先知	25级 乃蛮部大先知	70	48	0	3	怪物	l	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
16015	54|154|254|354	乃蛮大营门前	乃蛮大营门前	126	180	0	-1	风景	n		0					
16024	54|154|254|354	萨满大帐	萨满大帐	77	220	0	-1	风景	s		0					
16014	54|154|254|354	无名花	无名花	139	153	0	-1	风景	w		0					
16016	54|154|254|354	仪式高地	仪式高地	28	171	0	-1	风景	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
16010	54|154|254|354	苍狼勇士	25级 苍狼勇士	56	191	0	3	怪物	c	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
16018	54|154|254|354	乃蛮斥候队长	25级 乃蛮斥候队长	213	217	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
16007	54|154|254|354	乃蛮斥候	25级 乃蛮斥候	204	219	0	3	怪物	n	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
16008	54|154|254|354	乃蛮部萨满	25级 乃蛮部萨满	68	88	0	3	怪物	n	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
16013	54|154|254|354	青狼牙勇士	25级 青狼牙勇士	42.700127	215.371384	0	3	怪物	q	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
16012	54|154|254|354	屈出律	25级 屈出律	72	91	0	3	怪物	q	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
16021	54|154|254|354	噬人虎	25级 噬人虎	181	205	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
104107	54|154|254|354	阿勒坛	阿勒坛	192.589447	65.844666	1	1	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104104	54|154|254|354	博尔术	博尔术	205.044342	166.432343	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104114	54|154|254|354	不里	不里	179.296692	181.084152	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104116	54|154|254|354	察合台	察合台	110.860924	184.001526	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104106	54|154|254|354	答理台	答理台	200.644653	45.462296	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104113	54|154|254|354	答速	答速	179.500427	185.419952	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104118	54|154|254|354	郭靖	郭靖	105	46	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104108	54|154|254|354	忽察儿	忽察儿	169.576614	69.87368	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104109	54|154|254|354	华筝	华筝	194	165	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104115	54|154|254|354	木华黎	木华黎	113.117973	185.110535	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104101	54|154|254|354	失里黑	失里黑	163.630554	60.778809	1	-1	风景	s		0					
104105	54|154|254|354	术赤	术赤	205.233337	170.051559	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104112	54|154|254|354	速不台	速不台	180.153595	183.559494	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104121	54|154|254|354	失踪的侦察兵	失踪的侦察兵	211	202	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104102	54|154|254|354	铁木真	铁木真	203.867615	168.635406	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104120	54|154|254|354	拖雷	拖雷	110	45	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104110	54|154|254|354	乌日娜	乌日娜	194.507477	163.456573	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104111	54|154|254|354	托亚	托亚	192.257263	165.164383	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104100	54|154|254|354	王汗	王汗	205.159332	55.60577	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104117	54|154|254|354	窝阔台	窝阔台	114.331909	183.431763	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
104103	54|154|254|354	钥匙老人	剧场传送人	177	111	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_key	0					
104119	54|154|254|354	哲别	哲别	107	47	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
16026	54|154|254|354	驯兽师	25级 驯兽师	183	205	0	3	怪物	n	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	乃蛮部草原	17000	17999								0					
105100	56|156|256|356	铁木真	铁木真	69.843254	123.334961	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105103	56|156|256|356	钥匙老人	剧场传送人	49.724678	138.74176	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_key	0					
105104	56|156|256|356	阔阔出	阔阔出	29.880556	125.385323	1	1	任务	k	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105106	56|156|256|356	太阳汗	太阳汗	174.599686	90.858337	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105107	56|156|256|356	札木合	札木合	101.956673	32.78587	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105108	56|156|256|356	王汗	王汗	174.254379	93.98777	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105110	56|156|256|356	德薛禅	德薛禅	72.177498	139.580063	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105111	56|156|256|356	察合台	察合台	60.254532	143.07074	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105112	56|156|256|356	博尔术	博尔术	72.507927	127.244072	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105113	56|156|256|356	者勒篾	者勒篾	75.493935	127.588516	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105114	56|156|256|356	术赤	术赤	75.720291	118.578033	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105115	56|156|256|356	窝阔台	窝阔台	73.040047	119.17421	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105116	56|156|256|356	月伦夫人	月伦夫人	30.004511	122.995804	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105117	56|156|256|356	华筝	华筝	49.097973	108.323936	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105118	56|156|256|356	孛儿帖	孛儿帖	50.222923	109.151985	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105120	56|156|256|356	完颜洪烈	完颜洪烈	212.830963	165.487656	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105121	56|156|256|356	赤老温	赤老温	198	61	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105124	56|156|256|356	哲别	哲别	67.046852	155.388443	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105125	56|156|256|356	木华黎	木华黎	98.650597	122.570724	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105126	56|156|256|356	拖雷	拖雷	66.535271	92.076622	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105191	56|156|256|356	忽必来	忽必来	175	189	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105192	56|156|256|356	速不台	速不台	97.183014	120.726982	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
105193	56|156|256|356	豁里速别赤	30级 豁里速别赤	100	165	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105301	56|156|256|356	脱必塔	30级 脱必塔	112	80	0	3	怪物	t	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105302	56|156|256|356	朵脱	30级 朵脱	103	78	0	3	怪物	d	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105303	56|156|256|356	岱察儿	30级 岱察儿	65.312546	66.764233	0	3	怪物	d	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105304	56|156|256|356	桑昆	30级 桑昆	111	211	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105305	56|156|256|356	脱黑塔	30级 脱黑塔	119	142	0	3	怪物	t	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105306	56|156|256|356	蔑儿真	30级 蔑儿真	122	116	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105307	56|156|256|356	苍狼	30级 苍狼	223.190506	81.582298	0	3	怪物	c	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105308	56|156|256|356	铁甲巨人	30级 铁甲巨人	93.844704	118.586243	0	-1	风景	b		0					
105310	56|156|256|356	克烈部士兵	30级 克烈部士兵	106	173	0	3	怪物	k	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105315	56|156|256|356	塔塔尔士兵	30级 塔塔尔士兵	126	113	0	3	怪物	t	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105316	56|156|256|356	蔑里岂士兵	30级 蔑里岂士兵	122	147	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105318	56|156|256|356	乃蛮部士兵	30级 乃蛮部士兵	111	78	0	3	怪物	n	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105319	56|156|256|356	乃蛮守卫	30级 乃蛮守卫	176	78	0	3	怪物	n	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105320	56|156|256|356	山间巨熊	30级 山间巨熊	182	36	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105313	56|156|256|356	札阑部士兵	30级 札阑部士兵	65	60	0	3	怪物	z	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
105322	56|156|256|356	被俘的勇士	被俘的勇士	221	37	0	-1	风景	b		0					
#	金国乌沙堡	18000	18999								0					
106020	57|157|257|357	钥匙老人	剧场传送人	72	56	1	4	传送	y	set:CJSH_npctop_1 image:CJSH_npctop_1_key	0					
106003	57|157|257|357	博尔术	博尔术	66.48407	62.193657	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
106009	57|157|257|357	包惜弱	包惜弱	157.807205	92.13163	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
106000	57|157|257|357	成吉思汗	成吉思汗	64.915253	65.427757	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
106002	57|157|257|357	郭靖	郭靖	92.845207	79.093513	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
106010	57|157|257|357	胡沙虎	胡沙虎	102.077538	126	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
106013	57|157|257|357	金凤	金凤	160.539322	90.673103	1	1	任务	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
106014	57|157|257|357	金轮	金轮	192.143372	85.994514	1	1	任务	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
106011	57|157|257|357	灵智上人	灵智上人	194.038361	83.532257	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
106001	57|157|257|357	木华黎	木华黎	66.325188	68.613014	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
106015	57|157|257|357	日月	日月	192.648788	80.954338	1	1	任务	r	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
106008	57|157|257|357	完颜洪烈	完颜洪烈	100.643272	124.545731	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
106007	57|157|257|357	完颜康	完颜康	178.227341	126.776787	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
106004	57|157|257|357	哲别	哲别	96	79	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
18030	57|157|257|357	关内	关内	98	147	0	-1	风景	f		0					
18029	57|157|257|357	湖中	湖中	75	226	0	-1	风景	h		0					
18027	57|157|257|357	军用物资	军用物资	155	115	0	-1	风景	j		0					
18028	57|157|257|357	搜刮来的财宝	搜刮来的财宝	177	42	0	-1	风景	s		0					
18025	57|157|257|357	居庸关附近	居庸关附近	113	90	0	-1	风景	w		0					
18026	57|157|257|357	乌月营内部	乌月营内部	71.264603	92.862503	0	-1	风景	w		0					
18032	57|157|257|357	朵亚戈	38级 朵亚戈	156	222.971863	0	3	怪物	d	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
18016	57|157|257|357	狂暴熊	37级 狂暴熊	77	205	0	3	怪物	k	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
18019	57|157|257|357	奇袭营金兵	36级 奇袭营金兵	218	43	0	3	怪物	q	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
18017	57|157|257|357	术虎高琪	36级 术虎高琪	130.294006	32.696701	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
18031	57|157|257|357	沙通天	38级 沙通天	143.134476	223.742188	0	3	怪物	s	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
18021	57|157|257|357	乌月营金兵	37级 乌月营金兵	181	47	0	3	怪物	w	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
18020	57|157|257|357	中军护卫营金兵	35级 中军护卫营金兵	115	49	0	3	怪物	z	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	太行山内剧情	19000	19999								0					
107017	502	钥匙老人	剧场传送人	153.713989	37.665001	1	4	传送	y	set:CJSH_npctop_1 image:CJSH_npctop_1_key	0					
107001	502	成吉思汗	成吉思汗	137.359528	44.197697	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107010	502	大乌丸	大乌丸	229.082184	111.410324	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107013	502	郭靖	郭靖	47.702049	142.558044	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107006	502	忽必来	忽必来	131.134979	158.152832	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107003	502	木华黎	木华黎	130.125793	155.024628	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107011	502	速不台	速不台	54.217598	142.311096	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107005	502	托雷	托雷	133.599503	154.704773	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107007	502	完颜齐回	完颜齐回	164.752487	183.685135	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107012	502	窝阔台	窝阔台	51.306816	145.54863	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107008	502	耶律楚材	耶律楚材	50.159389	59.85038	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107009	502	耶律阿海	耶律阿海	50.794052	62.402637	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107014	502	杨康	杨康	45	35	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
107004	502	哲别	哲别	140.774918	42.763439	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
19035	502	胡沙虎大营	胡沙虎大营	39	44	0	-1	风景	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
19027	502	火折子	火折子	202	80	0	-1	风景	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
19028	502	黑木炭	黑木炭	168	144	0	-1	风景	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
19031	502	柴木	柴木	38	82	0	-1	风景	c		0					
19030	502	军用弓箭	军用弓箭	106	116	0	-1	风景	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
19017	502	空地	空地	216	62	0	-1	风景	k	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
19015	502	群牧监	群牧监	217	62	0	-1	风景	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
19018	502	守军驻地	守军驻地	44	105	0	-1	风景	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
19025	502	营外野路	营外野路	75	226	0	-1	风景	y		0					
19019	502	中都大路	中都大路	180	130	0	-1	风景	z		0					
19022	502	大营驻地	大营驻地	49	49	0	-1	风景	z		0					
19029	502	赵王玉印	赵王玉印	66	49	0	-1	风景	z		0					
19021	502	金国虎刀侍卫	金国虎刀侍卫	53	60	0	-1	风景	z		0					
19024	502	黑衣刺客	黑衣刺客	51	57	0	-1	风景	z		0					
19036	502	胡沙虎	40级 胡沙虎	41	36	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19012	502	哗变的金国虬军	40级 哗变的金国虬军	128.482101	211.13382	0	3	怪物	j	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19020	502	金国钦差	40级 金国钦差	186	121	0	3	怪物	j	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19023	502	金国金虎军	40级 金国金虎军	70	80	0	3	怪物	j	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19034	502	蓟皮巨熊王	40级 蓟皮巨熊王	219	215	0	3	怪物	j	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19039	502	金国先锋援军	40级 金国先锋援军	126	92	0	3	怪物	j	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19044	502	蓟皮巨熊	40级 蓟皮巨熊	228	191	0	3	怪物	j	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19016	502	牧马监	40级 牧马监	210	61	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19033	502	秘密眼线	40级 秘密眼线	61	50	0	3	怪物	m	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19014	502	群牧监守备	40级 群牧监守备	196	81	0	3	怪物	q	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19006	502	完颜合达	40级 完颜合达	95	50	0	3	怪物	w	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19038	502	完颜纲	40级 完颜纲	127	91	0	3	怪物	w	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19026	502	形迹可疑的使臣	40级 形迹可疑的使臣	104.887138	73.659325	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
19032	502	耶律家臣	40级 耶律家臣	72	81	0	3	怪物	y	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
#	金国凤翔府	20000	20999								0					
108025	503	钥匙老人	剧场传送人	108.962044	68.276741	1	4	传送	y	set:CJSH_npctop_1 image:CJSH_npctop_1_key	0					
108011	503	阿塔娜	阿塔娜	170.93074	64.964996	1	1	任务	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
108005	503	村长	村长	167.98877	61.715836	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
108007	503	成吉思汗	成吉思汗	97.649246	56.008865	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
20028	503	凤翔城下	凤翔城下	117	60	0	-1	风景	f		0					
20024	503	寒冰精魄	寒冰精魄	193	90	0	-1	风景	h		0					
20026	503	红杨木	红杨木	229	46	0	-1	风景	h		0					
108014	503	鲁特	鲁特	210	35	1	1	任务	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
20022	503	狼人酒	狼人酒	183	122	0	-1	风景	l		0					
108000	503	木华黎	木华黎	109.495064	205.732239	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
108017	503	木华黎亲卫	木华黎亲卫	114.752945	204.233871	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
108001	503	丘处机	丘处机	89.846237	57.440605	1	1	任务	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
108003	503	速不台	速不台	124.201111	62.44046	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
108004	503	托雷	托雷	106.580154	56.661968	1	1	任务	t	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
108012	503	王猛	王猛	137.560547	127.457741	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
108013	503	王赵氏	王赵氏	170.133591	58.668526	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
108015	503	王山行	王山行	167.715149	68.510353	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
108022	503	王特	王特	197.5728	108.871506	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
108023	503	王戕	王戕	68	111	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
