INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	INT	STRING
11166	11166	-1	1	CJSH_Add_2_7			人物身体前置点			人物身体受击点	0	1	0	0						七级活力:主人的活力上限增加400点	1	七级活力:主人的活力上限增加400点
11167	11167	-1	1	CJSH_Add_2_7			人物身体前置点			人物身体受击点	0	1	0	0						八级活力:主人的活力上限增加450点	1	八级活力:主人的活力上限增加450点
11168	11168	-1	1	CJSH_Add_2_7			人物身体前置点			人物身体受击点	0	1	0	0						九级活力:主人的活力上限增加500点	1	九级活力:主人的活力上限增加500点
11169	11169	-1	1	CJSH_Add_2_7			人物身体前置点			人物身体受击点	0	1	0	0						十级活力:主人的活力上限增加550点	1	十级活力:主人的活力上限增加550点
11170	11170	-1	1	CJSH_Add_2_1			人物身体前置点			人物身体受击点	0	1	0	0						一级强攻：主人的近程攻击增加20点	1	一级强攻：主人的近程攻击增加20点
11171	11171	-1	1	CJSH_Add_2_1			人物身体前置点			人物身体受击点	0	1	0	0						二级强攻：主人的近程攻击增加50点	1	二级强攻：主人的近程攻击增加50点
11172	11172	-1	1	CJSH_Add_2_1			人物身体前置点			人物身体受击点	0	1	0	0						三级强攻：主人的近程攻击增加80点	1	三级强攻：主人的近程攻击增加80点
11173	11173	-1	1	CJSH_Add_2_1			人物身体前置点			人物身体受击点	0	1	0	0						四级强攻：主人的近程攻击增加110点	1	四级强攻：主人的近程攻击增加110点
11174	11174	-1	1	CJSH_Add_2_1			人物身体前置点			人物身体受击点	0	1	0	0						五级强攻：主人的近程攻击增加140点	1	五级强攻：主人的近程攻击增加140点
11175	11175	-1	1	CJSH_Add_2_1			人物身体前置点			人物身体受击点	0	1	0	0						六级强攻：主人的近程攻击增加170点	1	六级强攻：主人的近程攻击增加170点
11176	11176	-1	1	CJSH_Add_2_1			人物身体前置点			人物身体受击点	0	1	0	0						七级强攻：主人的近程攻击增加200点	1	七级强攻：主人的近程攻击增加200点
11177	11177	-1	1	CJSH_Add_2_1			人物身体前置点			人物身体受击点	0	1	0	0						八级强攻：主人的近程攻击增加230点	1	八级强攻：主人的近程攻击增加230点
11178	11178	-1	1	CJSH_Add_2_1			人物身体前置点			人物身体受击点	0	1	0	0						九级强攻：主人的近程攻击增加260点	1	九级强攻：主人的近程攻击增加260点
11179	11179	-1	1	CJSH_Add_2_1			人物身体前置点			人物身体受击点	0	1	0	0						十级强攻：主人的近程攻击增加290点	1	十级强攻：主人的近程攻击增加290点
11180	11180	-1	1	CJSH_Add_2_2			人物身体前置点			人物身体受击点	0	1	0	0						一级瞄准：主人的远程攻击增加20点	1	一级瞄准：主人的远程攻击增加20点
11181	11181	-1	1	CJSH_Add_2_2			人物身体前置点			人物身体受击点	0	1	0	0						二级瞄准：主人的远程攻击增加50点	1	二级瞄准：主人的远程攻击增加50点
11182	11182	-1	1	CJSH_Add_2_2			人物身体前置点			人物身体受击点	0	1	0	0						三级瞄准：主人的远程攻击增加80点	1	三级瞄准：主人的远程攻击增加80点
11183	11183	-1	1	CJSH_Add_2_2			人物身体前置点			人物身体受击点	0	1	0	0						四级瞄准：主人的远程攻击增加110点	1	四级瞄准：主人的远程攻击增加110点
11184	11184	-1	1	CJSH_Add_2_2			人物身体前置点			人物身体受击点	0	1	0	0						五级瞄准：主人的远程攻击增加140点	1	五级瞄准：主人的远程攻击增加140点
11185	11185	-1	1	CJSH_Add_2_2			人物身体前置点			人物身体受击点	0	1	0	0						六级瞄准：主人的远程攻击增加170点	1	六级瞄准：主人的远程攻击增加170点
11186	11186	-1	1	CJSH_Add_2_2			人物身体前置点			人物身体受击点	0	1	0	0						七级瞄准：主人的远程攻击增加200点	1	七级瞄准：主人的远程攻击增加200点
11187	11187	-1	1	CJSH_Add_2_2			人物身体前置点			人物身体受击点	0	1	0	0						八级瞄准：主人的远程攻击增加230点	1	八级瞄准：主人的远程攻击增加230点
11188	11188	-1	1	CJSH_Add_2_2			人物身体前置点			人物身体受击点	0	1	0	0						九级瞄准：主人的远程攻击增加260点	1	九级瞄准：主人的远程攻击增加260点
11189	11189	-1	1	CJSH_Add_2_2			人物身体前置点			人物身体受击点	0	1	0	0						十级瞄准：主人的远程攻击增加290点	1	十级瞄准：主人的远程攻击增加290点
11190	11190	-1	1	CJSH_Add_2_3			人物身体前置点			人物身体受击点	0	1	0	0						一级施法：主人的魔法攻击增加20点	1	一级施法：主人的魔法攻击增加20点
11191	11191	-1	1	CJSH_Add_2_3			人物身体前置点			人物身体受击点	0	1	0	0						二级施法：主人的魔法攻击增加50点	1	二级施法：主人的魔法攻击增加50点
11192	11192	-1	1	CJSH_Add_2_3			人物身体前置点			人物身体受击点	0	1	0	0						三级施法：主人的魔法攻击增加80点	1	三级施法：主人的魔法攻击增加80点
11193	11193	-1	1	CJSH_Add_2_3			人物身体前置点			人物身体受击点	0	1	0	0						四级施法：主人的魔法攻击增加110点	1	四级施法：主人的魔法攻击增加110点
11194	11194	-1	1	CJSH_Add_2_3			人物身体前置点			人物身体受击点	0	1	0	0						五级施法：主人的魔法攻击增加140点	1	五级施法：主人的魔法攻击增加140点
11195	11195	-1	1	CJSH_Add_2_3			人物身体前置点			人物身体受击点	0	1	0	0						六级施法：主人的魔法攻击增加170点	1	六级施法：主人的魔法攻击增加170点
11196	11196	-1	1	CJSH_Add_2_3			人物身体前置点			人物身体受击点	0	1	0	0						七级施法：主人的魔法攻击增加200点	1	七级施法：主人的魔法攻击增加200点
11197	11197	-1	1	CJSH_Add_2_3			人物身体前置点			人物身体受击点	0	1	0	0						八级施法：主人的魔法攻击增加230点	1	八级施法：主人的魔法攻击增加230点
11198	11198	-1	1	CJSH_Add_2_3			人物身体前置点			人物身体受击点	0	1	0	0						九级施法：主人的魔法攻击增加260点	1	九级施法：主人的魔法攻击增加260点
11199	11199	-1	1	CJSH_Add_2_3			人物身体前置点			人物身体受击点	0	1	0	0						十级施法：主人的魔法攻击增加290点	1	十级施法：主人的魔法攻击增加290点
				#N/A																		
11460	11460	1	1	CJSH_Add_2_14			人物身体前置点	状态_马热血_01		人物身体受击点	0	1	0	0						一级热血：主人的体质增加100点	1	一级热血：主人的体质增加100点
11461	11461	1	1	CJSH_Add_2_14			人物身体前置点	状态_马热血_01		人物身体受击点	0	1	0	0						二级热血：主人的体质增加150点	1	二级热血：主人的体质增加150点
11462	11462	1	1	CJSH_Add_2_14			人物身体前置点	状态_马热血_01		人物身体受击点	0	1	0	0						三级热血：主人的体质增加200点	1	三级热血：主人的体质增加200点
11463	11463	1	1	CJSH_Add_2_14			人物身体前置点	状态_马热血_01		人物身体受击点	0	1	0	0						四级热血：主人的体质增加250点	1	四级热血：主人的体质增加250点
11464	11464	1	1	CJSH_Add_2_14			人物身体前置点	状态_马热血_01		人物身体受击点	0	1	0	0						五级热血：主人的体质增加300点	1	五级热血：主人的体质增加300点
11465	11465	1	1	CJSH_Add_2_14			人物身体前置点	状态_马热血_01		人物身体受击点	0	1	0	0						六级热血：主人的体质增加350点	1	六级热血：主人的体质增加350点
11466	11466	1	1	CJSH_Add_2_14			人物身体前置点	状态_马热血_01		人物身体受击点	0	1	0	0						七级热血：主人的体质增加400点	1	七级热血：主人的体质增加400点
11467	11467	1	1	CJSH_Add_2_14			人物身体前置点	状态_马热血_01		人物身体受击点	0	1	0	0						八级热血：主人的体质增加450点	1	八级热血：主人的体质增加450点
11468	11468	1	1	CJSH_Add_2_14			人物身体前置点	状态_马热血_01		人物身体受击点	0	1	0	0						九级热血：主人的体质增加500点	1	九级热血：主人的体质增加500点
11469	11469	1	1	CJSH_Add_2_14			人物身体前置点	状态_马热血_01		人物身体受击点	0	1	0	0						十级热血：主人的体质增加550点	1	十级热血：主人的体质增加550点
				#N/A																		
11480	11480	1	1	CJSH_Add_2_15			人物身体前置点	状态_马淬毒_01		人物身体受击点	0	1	1	0						一级淬毒：每秒钟损失30点生命	1	一级淬毒：每秒钟损失30点生命
11481	11481	1	1	CJSH_Add_2_15			人物身体前置点	状态_马淬毒_01		人物身体受击点	0	1	1	0						二级淬毒：每秒钟损失45点生命	1	二级淬毒：每秒钟损失45点生命
11482	11482	1	1	CJSH_Add_2_15			人物身体前置点	状态_马淬毒_01		人物身体受击点	0	1	1	0						三级淬毒：每秒钟损失60点生命	1	三级淬毒：每秒钟损失60点生命
11483	11483	1	1	CJSH_Add_2_15			人物身体前置点	状态_马淬毒_01		人物身体受击点	0	1	1	0						四级淬毒：每秒钟损失75点生命	1	四级淬毒：每秒钟损失75点生命
11484	11484	1	1	CJSH_Add_2_15			人物身体前置点	状态_马淬毒_01		人物身体受击点	0	1	1	0						五级淬毒：每秒钟损失90点生命	1	五级淬毒：每秒钟损失90点生命
11485	11485	1	1	CJSH_Add_2_15			人物身体前置点	状态_马淬毒_01		人物身体受击点	0	1	1	0						六级淬毒：每秒钟损失105点生命	1	六级淬毒：每秒钟损失105点生命
11486	11486	1	1	CJSH_Add_2_15			人物身体前置点	状态_马淬毒_01		人物身体受击点	0	1	1	0						七级淬毒：每秒钟损失120点生命	1	七级淬毒：每秒钟损失120点生命
11487	11487	1	1	CJSH_Add_2_15			人物身体前置点	状态_马淬毒_01		人物身体受击点	0	1	1	0						八级淬毒：每秒钟损失135点生命	1	八级淬毒：每秒钟损失135点生命
11488	11488	1	1	CJSH_Add_2_15			人物身体前置点	状态_马淬毒_01		人物身体受击点	0	1	1	0						九级淬毒：每秒钟损失150点生命	1	九级淬毒：每秒钟损失150点生命
11489	11489	1	1	CJSH_Add_2_15			人物身体前置点	状态_马淬毒_01		人物身体受击点	0	1	1	0						十级淬毒：每秒钟损失165点生命	1	十级淬毒：每秒钟损失165点生命
				#N/A																		
11500	11500	1	1	CJSH_Add_2_16			人物身体前置点	状态_马伤筋_01		人物身体受击点	0	1	1	0						一级伤筋：移动速度降低20%	1	一级伤筋：移动速度降低20%
11501	11501	1	1	CJSH_Add_2_16			人物身体前置点	状态_马伤筋_01		人物身体受击点	0	1	1	0						二级伤筋：移动速度降低30%	1	二级伤筋：移动速度降低30%
11502	11502	1	1	CJSH_Add_2_16			人物身体前置点	状态_马伤筋_01		人物身体受击点	0	1	1	0						三级伤筋：移动速度降低40%	1	三级伤筋：移动速度降低40%
11503	11503	1	1	CJSH_Add_2_16			人物身体前置点	状态_马伤筋_01		人物身体受击点	0	1	1	0						四级伤筋：移动速度降低50%	1	四级伤筋：移动速度降低50%
11504	11504	1	1	CJSH_Add_2_16			人物身体前置点	状态_马伤筋_01		人物身体受击点	0	1	1	0						五级伤筋：移动速度降低60%	1	五级伤筋：移动速度降低60%
11505	11505	1	1	CJSH_Add_2_16			人物身体前置点	状态_马伤筋_01		人物身体受击点	0	1	1	0						六级伤筋：移动速度降低70%	1	六级伤筋：移动速度降低70%
11506	11506	1	1	CJSH_Add_2_16			人物身体前置点	状态_马伤筋_01		人物身体受击点	0	1	1	0						七级伤筋：移动速度降低80%	1	七级伤筋：移动速度降低80%
11507	11507	1	1	CJSH_Add_2_16			人物身体前置点	状态_马伤筋_01		人物身体受击点	0	1	1	0						八级伤筋：移动速度降低90%	1	八级伤筋：移动速度降低90%
11508	11508	1	1	CJSH_Add_2_16			人物身体前置点	状态_马伤筋_01		人物身体受击点	0	1	1	0						九级伤筋：移动速度降低100%	1	九级伤筋：移动速度降低100%
11509	11509	1	1	CJSH_Add_2_16			人物身体前置点	状态_马伤筋_01		人物身体受击点	0	1	1	0						十级伤筋：移动速度降低110%	1	十级伤筋：移动速度降低110%
				#N/A																		
11520	11520	1	1	CJSH_Add_3_10			人物身体前置点	状态_马击晕_01		人物身体受击点	0	1	1	0						一级击晕：眩晕	1	一级击晕：眩晕
11521	11521	1	1	CJSH_Add_3_10			人物身体前置点	状态_马击晕_01		人物身体受击点	0	1	1	0						二级击晕：眩晕	1	二级击晕：眩晕
11522	11522	1	1	CJSH_Add_3_10			人物身体前置点	状态_马击晕_01		人物身体受击点	0	1	1	0						三级击晕：眩晕	1	三级击晕：眩晕
11523	11523	1	1	CJSH_Add_3_10			人物身体前置点	状态_马击晕_01		人物身体受击点	0	1	1	0						四级击晕：眩晕	1	四级击晕：眩晕
11524	11524	1	1	CJSH_Add_3_10			人物身体前置点	状态_马击晕_01		人物身体受击点	0	1	1	0						五级击晕：眩晕	1	五级击晕：眩晕
11525	11525	1	1	CJSH_Add_3_10			人物身体前置点	状态_马击晕_01		人物身体受击点	0	1	1	0						六级击晕：眩晕	1	六级击晕：眩晕
11526	11526	1	1	CJSH_Add_3_10			人物身体前置点	状态_马击晕_01		人物身体受击点	0	1	1	0						七级击晕：眩晕	1	七级击晕：眩晕
11527	11527	1	1	CJSH_Add_3_10			人物身体前置点	状态_马击晕_01		人物身体受击点	0	1	1	0						八级击晕：眩晕	1	八级击晕：眩晕
11528	11528	1	1	CJSH_Add_3_10			人物身体前置点	状态_马击晕_01		人物身体受击点	0	1	1	0						九级击晕：眩晕	1	九级击晕：眩晕
11529	11529	1	1	CJSH_Add_3_10			人物身体前置点	状态_马击晕_01		人物身体受击点	0	1	1	0						十级击晕：眩晕	1	十级击晕：眩晕
				#N/A																		
11540	11540	1	1	CJSH_Add_3_8			人物身体前置点	状态_马狂吼_01		人物身体受击点	0	1	1	0						一级狂吼：恐惧	1	一级狂吼：恐惧
11541	11541	1	1	CJSH_Add_3_8			人物身体前置点	状态_马狂吼_01		人物身体受击点	0	1	1	0						二级狂吼：恐惧	1	二级狂吼：恐惧
11542	11542	1	1	CJSH_Add_3_8			人物身体前置点	状态_马狂吼_01		人物身体受击点	0	1	1	0						三级狂吼：恐惧	1	三级狂吼：恐惧
11543	11543	1	1	CJSH_Add_3_8			人物身体前置点	状态_马狂吼_01		人物身体受击点	0	1	1	0						四级狂吼：恐惧	1	四级狂吼：恐惧
11544	11544	1	1	CJSH_Add_3_8			人物身体前置点	状态_马狂吼_01		人物身体受击点	0	1	1	0						五级狂吼：恐惧	1	五级狂吼：恐惧
11545	11545	1	1	CJSH_Add_3_8			人物身体前置点	状态_马狂吼_01		人物身体受击点	0	1	1	0						六级狂吼：恐惧	1	六级狂吼：恐惧
11546	11546	1	1	CJSH_Add_3_8			人物身体前置点	状态_马狂吼_01		人物身体受击点	0	1	1	0						七级狂吼：恐惧	1	七级狂吼：恐惧
11547	11547	1	1	CJSH_Add_3_8			人物身体前置点	状态_马狂吼_01		人物身体受击点	0	1	1	0						八级狂吼：恐惧	1	八级狂吼：恐惧
11548	11548	1	1	CJSH_Add_3_8			人物身体前置点	状态_马狂吼_01		人物身体受击点	0	1	1	0						九级狂吼：恐惧	1	九级狂吼：恐惧
11549	11549	1	1	CJSH_Add_3_8			人物身体前置点	状态_马狂吼_01		人物身体受击点	0	1	1	0						十级狂吼：恐惧	1	十级狂吼：恐惧
				#N/A																		
11560	11560	1	1	CJSH_Add_3_9			人物身体前置点	状态_马沉寂_01		人物身体受击点	0	1	1	0						一级沉寂：沉默	1	一级沉寂：沉默
11561	11561	1	1	CJSH_Add_3_9			人物身体前置点	状态_马沉寂_01		人物身体受击点	0	1	1	0						二级沉寂：沉默	1	二级沉寂：沉默
11562	11562	1	1	CJSH_Add_3_9			人物身体前置点	状态_马沉寂_01		人物身体受击点	0	1	1	0						三级沉寂：沉默	1	三级沉寂：沉默
11563	11563	1	1	CJSH_Add_3_9			人物身体前置点	状态_马沉寂_01		人物身体受击点	0	1	1	0						四级沉寂：沉默	1	四级沉寂：沉默
11564	11564	1	1	CJSH_Add_3_9			人物身体前置点	状态_马沉寂_01		人物身体受击点	0	1	1	0						五级沉寂：沉默	1	五级沉寂：沉默
11565	11565	1	1	CJSH_Add_3_9			人物身体前置点	状态_马沉寂_01		人物身体受击点	0	1	1	0						六级沉寂：沉默	1	六级沉寂：沉默
11566	11566	1	1	CJSH_Add_3_9			人物身体前置点	状态_马沉寂_01		人物身体受击点	0	1	1	0						七级沉寂：沉默	1	七级沉寂：沉默
11567	11567	1	1	CJSH_Add_3_9			人物身体前置点	状态_马沉寂_01		人物身体受击点	0	1	1	0						八级沉寂：沉默	1	八级沉寂：沉默
11568	11568	1	1	CJSH_Add_3_9			人物身体前置点	状态_马沉寂_01		人物身体受击点	0	1	1	0						九级沉寂：沉默	1	九级沉寂：沉默
11569	11569	1	1	CJSH_Add_3_9			人物身体前置点	状态_马沉寂_01		人物身体受击点	0	1	1	0						十级沉寂：沉默	1	十级沉寂：沉默
				#N/A																		
11580	11580	1	1	CJSH_Add_3_16			人物身体前置点	状态_马定身_01		人物脚部绑定点	0	1	1	0						一级定身：定身	1	一级定身：定身
11581	11581	1	1	CJSH_Add_3_16			人物身体前置点	状态_马定身_01		人物脚部绑定点	0	1	1	0						二级定身：定身	1	二级定身：定身
11582	11582	1	1	CJSH_Add_3_16			人物身体前置点	状态_马定身_01		人物脚部绑定点	0	1	1	0						三级定身：定身	1	三级定身：定身
11583	11583	1	1	CJSH_Add_3_16			人物身体前置点	状态_马定身_01		人物脚部绑定点	0	1	1	0						四级定身：定身	1	四级定身：定身
11584	11584	1	1	CJSH_Add_3_16			人物身体前置点	状态_马定身_01		人物脚部绑定点	0	1	1	0						五级定身：定身	1	五级定身：定身
11585	11585	1	1	CJSH_Add_3_16			人物身体前置点	状态_马定身_01		人物脚部绑定点	0	1	1	0						六级定身：定身	1	六级定身：定身
11586	11586	1	1	CJSH_Add_3_16			人物身体前置点	状态_马定身_01		人物脚部绑定点	0	1	1	0						七级定身：定身	1	七级定身：定身
11587	11587	1	1	CJSH_Add_3_16			人物身体前置点	状态_马定身_01		人物脚部绑定点	0	1	1	0						八级定身：定身	1	八级定身：定身
11588	11588	1	1	CJSH_Add_3_16			人物身体前置点	状态_马定身_01		人物脚部绑定点	0	1	1	0						九级定身：定身	1	九级定身：定身
11589	11589	1	1	CJSH_Add_3_16			人物身体前置点	状态_马定身_01		人物脚部绑定点	0	1	1	0						十级定身：定身	1	十级定身：定身
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A																		
				#N/A																		
#	攻击类被动触发群体			#N/A																0		0
#	攻击类被动触发单体			#N/A																0		0
#	单体被动触发回复类			#N/A																0		0
11600	11600	1	1	CJSH_ridskill_6_5			人物身体前置点	状态_回春之光_01		人物身体受击点	0	1	0	0						一级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响	1	一级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响
11601	11601	1	1	CJSH_ridskill_6_5			人物身体前置点	状态_回春之光_01		人物身体受击点	0	1	0	0						二级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响	1	二级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响
11602	11602	1	1	CJSH_ridskill_6_5			人物身体前置点	状态_回春之光_01		人物身体受击点	0	1	0	0						三级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响	1	三级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响
11603	11603	1	1	CJSH_ridskill_6_5			人物身体前置点	状态_回春之光_01		人物身体受击点	0	1	0	0						四级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响	1	四级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响
11604	11604	1	1	CJSH_ridskill_6_5			人物身体前置点	状态_回春之光_01		人物身体受击点	0	1	0	0						五级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响	1	五级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响
11605	11605	1	1	CJSH_ridskill_6_5			人物身体前置点	状态_回春之光_01		人物身体受击点	0	1	0	0						六级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响	1	六级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响
11606	11606	1	1	CJSH_ridskill_6_5			人物身体前置点	状态_回春之光_01		人物身体受击点	0	1	0	0						七级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响	1	七级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响
11607	11607	1	1	CJSH_ridskill_6_5			人物身体前置点	状态_回春之光_01		人物身体受击点	0	1	0	0						八级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响	1	八级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响
11608	11608	1	1	CJSH_ridskill_6_5			人物身体前置点	状态_回春之光_01		人物身体受击点	0	1	0	0						九级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响	1	九级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响
11609	11609	1	1	CJSH_ridskill_6_5			人物身体前置点	状态_回春之光_01		人物身体受击点	0	1	0	0						十级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响	1	十级回春：每2秒恢复一定生命值，恢复效果受骑乘的体质属性与资质影响
#	单体被动触发状态类			#N/A						#N/A										0		0
11641	11641	1	1	CJSH_Add_2_12			人物身体前置点			人物身体受击点	0	1	0	0						一级免伤：受到的伤害减免10%	1	一级免伤：受到的伤害减免10%
11642	11642	1	1	CJSH_Add_2_12			人物身体前置点			人物身体受击点	0	1	0	0						二级免伤：受到的伤害减免15%	1	二级免伤：受到的伤害减免15%
11643	11643	1	1	CJSH_Add_2_12			人物身体前置点			人物身体受击点	0	1	0	0						三级免伤：受到的伤害减免20%	1	三级免伤：受到的伤害减免20%
11644	11644	1	1	CJSH_Add_2_12			人物身体前置点			人物身体受击点	0	1	0	0						四级免伤：受到的伤害减免25%	1	四级免伤：受到的伤害减免25%
11645	11645	1	1	CJSH_Add_2_12			人物身体前置点			人物身体受击点	0	1	0	0						五级免伤：受到的伤害减免30%	1	五级免伤：受到的伤害减免30%
11646	11646	1	1	CJSH_Add_2_12			人物身体前置点			人物身体受击点	0	1	0	0						六级免伤：受到的伤害减免35%	1	六级免伤：受到的伤害减免35%
11647	11647	1	1	CJSH_Add_2_12			人物身体前置点			人物身体受击点	0	1	0	0						七级免伤：受到的伤害减免40%	1	七级免伤：受到的伤害减免40%
11648	11648	1	1	CJSH_Add_2_12			人物身体前置点			人物身体受击点	0	1	0	0						八级免伤：受到的伤害减免45%	1	八级免伤：受到的伤害减免45%
11649	11649	1	1	CJSH_Add_2_12			人物身体前置点			人物身体受击点	0	1	0	0						九级免伤：受到的伤害减免50%	1	九级免伤：受到的伤害减免50%
11650	11650	1	1	CJSH_Add_2_12			人物身体前置点			人物身体受击点	0	1	0	0						十级免伤：受到的伤害减免55%	1	十级免伤：受到的伤害减免55%
				#N/A																		
11661	11661	1	1	CJSH_Add_2_13			人物身体前置点	状态_马灵巧_01		人物身体受击点	0	1	0	0						一级灵巧：闪避增加10点	1	一级灵巧：闪避增加10点
11662	11662	1	1	CJSH_Add_2_13			人物身体前置点	状态_马灵巧_01		人物身体受击点	0	1	0	0						二级灵巧：闪避增加15点	1	二级灵巧：闪避增加15点
11663	11663	1	1	CJSH_Add_2_13			人物身体前置点	状态_马灵巧_01		人物身体受击点	0	1	0	0						三级灵巧：闪避增加20点	1	三级灵巧：闪避增加20点
11664	11664	1	1	CJSH_Add_2_13			人物身体前置点	状态_马灵巧_01		人物身体受击点	0	1	0	0						四级灵巧：闪避增加25点	1	四级灵巧：闪避增加25点
11665	11665	1	1	CJSH_Add_2_13			人物身体前置点	状态_马灵巧_01		人物身体受击点	0	1	0	0						五级灵巧：闪避增加30点	1	五级灵巧：闪避增加30点
11666	11666	1	1	CJSH_Add_2_13			人物身体前置点	状态_马灵巧_01		人物身体受击点	0	1	0	0						六级灵巧：闪避增加35点	1	六级灵巧：闪避增加35点
11667	11667	1	1	CJSH_Add_2_13			人物身体前置点	状态_马灵巧_01		人物身体受击点	0	1	0	0						七级灵巧：闪避增加40点	1	七级灵巧：闪避增加40点
11668	11668	1	1	CJSH_Add_2_13			人物身体前置点	状态_马灵巧_01		人物身体受击点	0	1	0	0						八级灵巧：闪避增加45点	1	八级灵巧：闪避增加45点
11669	11669	1	1	CJSH_Add_2_13			人物身体前置点	状态_马灵巧_01		人物身体受击点	0	1	0	0						九级灵巧：闪避增加50点	1	九级灵巧：闪避增加50点
11670	11670	1	1	CJSH_Add_2_13			人物身体前置点	状态_马灵巧_01		人物身体受击点	0	1	0	0						十级灵巧：闪避增加55点	1	十级灵巧：闪避增加55点
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
				#N/A																		
11700	11700	-1	1	CJSH_ridskill_6_15			人物身体前置点			人物身体受击点	0	1	0	0						一级防御：增加防御10点	1	一级防御：增加防御10点
11701	11701	-1	1	CJSH_ridskill_6_15			人物身体前置点			人物身体受击点	0	1	0	0						二级防御：增加防御30点	1	二级防御：增加防御30点
11702	11702	-1	1	CJSH_ridskill_6_15			人物身体前置点			人物身体受击点	0	1	0	0						三级防御：增加防御50点	1	三级防御：增加防御50点
11703	11703	-1	1	CJSH_ridskill_6_15			人物身体前置点			人物身体受击点	0	1	0	0						四级防御：增加防御70点	1	四级防御：增加防御70点
11704	11704	-1	1	CJSH_ridskill_6_15			人物身体前置点			人物身体受击点	0	1	0	0						五级防御：增加防御90点	1	五级防御：增加防御90点
11705	11705	-1	1	CJSH_ridskill_6_15			人物身体前置点			人物身体受击点	0	1	0	0						六级防御：增加防御110点	1	六级防御：增加防御110点
11706	11706	-1	1	CJSH_ridskill_6_15			人物身体前置点			人物身体受击点	0	1	0	0						七级防御：增加防御130点	1	七级防御：增加防御130点
11707	11707	-1	1	CJSH_ridskill_6_15			人物身体前置点			人物身体受击点	0	1	0	0						八级防御：增加防御150点	1	八级防御：增加防御150点
11708	11708	-1	1	CJSH_ridskill_6_15			人物身体前置点			人物身体受击点	0	1	0	0						九级防御：增加防御170点	1	九级防御：增加防御170点
11709	11709	-1	1	CJSH_ridskill_6_15			人物身体前置点			人物身体受击点	0	1	0	0						十级防御：增加防御190点	1	十级防御：增加防御190点
11720	11720	1	1	CJSH_Add_2_8			人物身体前置点	状态_马狂攻_01		人物身体受击点	0	1	0	0						一级狂攻：主人的近程攻击增加100点	1	一级狂攻：主人的近程攻击增加100点
11721	11721	1	1	CJSH_Add_2_8			人物身体前置点	状态_马狂攻_01		人物身体受击点	0	1	0	0						二级狂攻：主人的近程攻击增加150点	1	二级狂攻：主人的近程攻击增加150点
11722	11722	1	1	CJSH_Add_2_8			人物身体前置点	状态_马狂攻_01		人物身体受击点	0	1	0	0						三级狂攻：主人的近程攻击增加200点	1	三级狂攻：主人的近程攻击增加200点
11723	11723	1	1	CJSH_Add_2_8			人物身体前置点	状态_马狂攻_01		人物身体受击点	0	1	0	0						四级狂攻：主人的近程攻击增加250点	1	四级狂攻：主人的近程攻击增加250点
