INT	INT	STRING	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	CNC	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	STRING
30233	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		69	10000	1	138240	747	0	0	0	0	0	1476203	0	0	0	140	0	5	0	112	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	107	100	-1		怪物	
30234	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		74	10000	1	148320	882	0	0	0	0	0	1766352	0	0	0	145	0	5	0	132	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	108	100	-1		怪物	
30235	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		79	10000	1	290400	1056	0	0	0	0	0	1928284	0	0	0	150	0	5	0	158	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	108	100	-1		怪物	
30236	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		84	10000	1	307560	1543	0	0	0	0	0	2485688	0	0	0	155	0	5	0	231	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	109	100	-1		怪物	
30237	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		89	10000	1	326040	1621	0	0	0	0	0	2600989	0	0	0	160	0	5	0	243	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	109	100	-1		怪物	
30238	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		94	10000	1	344520	1642	0	0	0	0	0	2734650	0	0	0	165	0	5	0	246	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30239	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		99	10000	1	363000	1664	0	0	0	0	0	2802218	0	0	0	170	0	5	0	249	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30240	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		104	10000	1	381480	1965	0	0	0	0	0	3407280	0	0	0	175	37	68	73	295	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30241	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		109	10000	1	399960	2085	0	0	0	0	0	3505860	0	0	0	180	39	73	78	313	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30242	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		114	10000	1	418440	2209	0	0	0	0	0	3753660	0	0	0	185	42	78	83	345	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30243	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		119	10000	1	436920	2216	0	0	0	0	0	3783900	0	0	0	190	44	83	88	346	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30244	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		124	10000	1	455400	2452	0	0	0	0	0	4032900	0	0	0	195	47	88	93	348	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30245	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		129	10000	1	472560	2491	0	0	0	0	0	4080780	0	0	0	200	49	93	98	349	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30246	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		134	10000	1	491040	2505	0	0	0	0	0	4154580	0	0	0	205	52	98	103	351	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30247	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		139	10000	1	509520	2512	0	0	0	0	0	4186860	0	0	0	210	54	103	108	352	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30248	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		144	10000	1	528000	2528	0	0	0	0	0	4265520	0	0	0	215	57	108	113	355	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30249	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		149	10000	1	546480	2535	0	0	0	0	0	4299180	0	0	0	220	59	113	118	356	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30250	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		154	10000	1	564960	2551	0	0	0	0	0	4381260	0	0	0	225	62	118	123	358	0	0	0	0	0	0	0		400	3600	3600	188	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30251	0	奥施特恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_12 image:HAN2_Monster_touxiang_12_10	3419	10	1	1	7000	1000									3		159	10000	1	583440	2558	0	0	0	0	0	4415700	0	0	0	230	64	123	128	359	0	0	0	0	0	0	0		400	3600	3600	189	-1	0	-1	21	0	-1	-1	20	1	110	100	-1		怪物	
30252	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		24	10000	1	26800	83	0	0	0	0	0	94928	0	0	0	100	0	0	0	11	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	103|171	100	-1		怪物	
30253	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		29	10000	1	32400	111	0	0	0	0	0	118204	0	0	0	100	0	0	0	14	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	103|172	100	-1		怪物	
30254	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		34	10000	1	38000	145	0	0	0	0	0	217632	0	0	0	105	0	0	0	17	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	104|173	100	-1		怪物	
30255	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		39	10000	1	43200	254	0	0	0	0	0	297057	0	0	0	110	0	0	0	26	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	104|174	100	-1		怪物	
30256	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		44	10000	1	87840	351	0	0	0	0	0	478609	0	0	0	115	0	0	0	35	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	105|175	100	-1		怪物	
30257	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		49	10000	1	97920	447	0	0	0	0	0	584314	0	0	0	120	0	0	0	44	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	105|176	100	-1		怪物	
30258	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		54	10000	1	108000	496	0	0	0	0	0	821295	0	0	0	125	0	5	0	74	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	106|177	100	-1		怪物	
30259	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		59	10000	1	118080	585	0	0	0	0	0	1014042	0	0	0	130	0	5	0	88	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	106|178	100	-1		怪物	
30260	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		64	10000	1	128160	646	0	0	0	0	0	1235610	0	0	0	135	0	5	0	97	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	107|179	100	-1		怪物	
30261	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		69	10000	1	138240	747	0	0	0	0	0	1476203	0	0	0	140	0	5	0	112	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	107|180	100	-1		怪物	
30262	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		74	10000	1	148320	882	0	0	0	0	0	1766352	0	0	0	145	0	5	0	132	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	108|181	100	-1		怪物	
30263	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		79	10000	1	290400	1056	0	0	0	0	0	1928284	0	0	0	150	0	5	0	158	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	108|182	100	-1		怪物	
30264	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		84	10000	1	307560	1543	0	0	0	0	0	2485688	0	0	0	155	0	5	0	231	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	109|183	100	-1		怪物	
30265	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		89	10000	1	326040	1621	0	0	0	0	0	2600989	0	0	0	160	0	5	0	243	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	109|184	100	-1		怪物	
30266	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		94	10000	1	344520	1642	0	0	0	0	0	2734650	0	0	0	165	0	5	0	246	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|185	100	-1		怪物	
30267	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		99	10000	1	363000	1664	0	0	0	0	0	2802218	0	0	0	170	0	5	0	249	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|186	100	-1		怪物	
30268	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		104	10000	1	381480	1965	0	0	0	0	0	3407280	0	0	0	175	37	68	73	295	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|187	100	-1		怪物	
30269	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		109	10000	1	399960	2085	0	0	0	0	0	3505860	0	0	0	180	39	73	78	313	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|188	100	-1		怪物	
30270	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		114	10000	1	418440	2209	0	0	0	0	0	3753660	0	0	0	185	42	78	83	345	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|189	100	-1		怪物	
30271	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		119	10000	1	436920	2216	0	0	0	0	0	3783900	0	0	0	190	44	83	88	346	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|190	100	-1		怪物	
30272	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		124	10000	1	455400	2452	0	0	0	0	0	4032900	0	0	0	195	47	88	93	348	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|191	100	-1		怪物	
30273	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		129	10000	1	472560	2491	0	0	0	0	0	4080780	0	0	0	200	49	93	98	349	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|192	100	-1		怪物	
30274	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		134	10000	1	491040	2505	0	0	0	0	0	4154580	0	0	0	205	52	98	103	351	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|193	100	-1		怪物	
30275	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		139	10000	1	509520	2512	0	0	0	0	0	4186860	0	0	0	210	54	103	108	352	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|194	100	-1		怪物	
30276	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		144	10000	1	528000	2528	0	0	0	0	0	4265520	0	0	0	215	57	108	113	355	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|195	100	-1		怪物	
30277	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		149	10000	1	546480	2535	0	0	0	0	0	4299180	0	0	0	220	59	113	118	356	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|196	100	-1		怪物	
30278	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		154	10000	1	564960	2551	0	0	0	0	0	4381260	0	0	0	225	62	118	123	358	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|197	100	-1		怪物	
30279	0	圣路易	1	1	-1	200	100	set:HAN2_Monster_touxiang_2 image:HAN2_Monster_touxiang_2_15	3360	10	1	1	7000	1000									3		159	10000	1	583440	2558	0	0	0	0	0	4415700	0	0	0	230	64	123	128	359	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	110|198	100	-1		怪物	
30280	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		24	10000	1	26800	83	0	0	0	0	0	94928	0	0	0	100	0	0	0	11	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	55	100	-1		怪物	
30281	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		29	10000	1	32400	111	0	0	0	0	0	118204	0	0	0	100	0	0	0	14	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	56	100	-1		怪物	
30282	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		34	10000	1	38000	145	0	0	0	0	0	217632	0	0	0	105	0	0	0	17	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	57	100	-1		怪物	
30283	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		39	10000	1	43200	254	0	0	0	0	0	297057	0	0	0	110	0	0	0	26	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	58	100	-1		怪物	
30284	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		44	10000	1	87840	351	0	0	0	0	0	478609	0	0	0	115	0	0	0	35	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	59	100	-1		怪物	
30285	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		49	10000	1	97920	447	0	0	0	0	0	584314	0	0	0	120	0	0	0	44	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	60	100	-1		怪物	
30286	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		54	10000	1	108000	496	0	0	0	0	0	821295	0	0	0	125	0	5	0	74	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	61	100	-1		怪物	
30287	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		59	10000	1	118080	585	0	0	0	0	0	1014042	0	0	0	130	0	5	0	88	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	62	100	-1		怪物	
30288	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		64	10000	1	128160	646	0	0	0	0	0	1235610	0	0	0	135	0	5	0	97	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	63	100	-1		怪物	
30289	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		69	10000	1	138240	747	0	0	0	0	0	1476203	0	0	0	140	0	5	0	112	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	64	100	-1		怪物	
30290	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		74	10000	1	148320	882	0	0	0	0	0	1766352	0	0	0	145	0	5	0	132	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	65	100	-1		怪物	
30291	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		79	10000	1	290400	1056	0	0	0	0	0	1928284	0	0	0	150	0	5	0	158	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	66	100	-1		怪物	
30292	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		84	10000	1	307560	1543	0	0	0	0	0	2485688	0	0	0	155	0	5	0	231	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	67	100	-1		怪物	
30293	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		89	10000	1	326040	1621	0	0	0	0	0	2600989	0	0	0	160	0	5	0	243	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	68	100	-1		怪物	
30294	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		94	10000	1	344520	1642	0	0	0	0	0	2734650	0	0	0	165	0	5	0	246	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	69	100	-1		怪物	
30295	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		99	10000	1	363000	1664	0	0	0	0	0	2802218	0	0	0	170	0	5	0	249	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	70	100	-1		怪物	
30296	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		104	10000	1	381480	1965	0	0	0	0	0	3407280	0	0	0	175	37	68	73	295	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	71	100	-1		怪物	
30297	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		109	10000	1	399960	2085	0	0	0	0	0	3505860	0	0	0	180	39	73	78	313	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	72	100	-1		怪物	
30298	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		114	10000	1	418440	2209	0	0	0	0	0	3753660	0	0	0	185	42	78	83	345	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	73	100	-1		怪物	
30299	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		119	10000	1	436920	2216	0	0	0	0	0	3783900	0	0	0	190	44	83	88	346	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	74	100	-1		怪物	
30300	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		124	10000	1	455400	2452	0	0	0	0	0	4032900	0	0	0	195	47	88	93	348	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	75	100	-1		怪物	
30301	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		129	10000	1	472560	2491	0	0	0	0	0	4080780	0	0	0	200	49	93	98	349	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	76	100	-1		怪物	
30302	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		134	10000	1	491040	2505	0	0	0	0	0	4154580	0	0	0	205	52	98	103	351	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	77	100	-1		怪物	
30303	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		139	10000	1	509520	2512	0	0	0	0	0	4186860	0	0	0	210	54	103	108	352	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	78	100	-1		怪物	
30304	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		144	10000	1	528000	2528	0	0	0	0	0	4265520	0	0	0	215	57	108	113	355	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	79	100	-1		怪物	
30305	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		149	10000	1	546480	2535	0	0	0	0	0	4299180	0	0	0	220	59	113	118	356	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	80	100	-1		怪物	
30306	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		154	10000	1	564960	2551	0	0	0	0	0	4381260	0	0	0	225	62	118	123	358	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	81	100	-1		怪物	
30307	0	教堂2Boss3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		159	10000	1	583440	2558	0	0	0	0	0	4415700	0	0	0	230	64	123	128	359	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	82	100	-1		怪物	
30308	0	教堂2Boss4	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_7	2403	10	1	1	7000	1000									3		24	10000	1	26800	83	0	0	0	0	0	94928	0	0	0	100	0	0	0	11	0	0	0	0	0	0	0		400	3600	3600	0	-1	0	-1	21	0	-1	-1	20	1	55	100	-1		怪物	
