INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING
13020313	13	2	313	CJSH_item_zhipian_1_6	张生手札	信中写到：月色溶溶夜，花阴寂寂春；如何临皓魄，不见月中人？	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020314	13	2	314	CJSH_quest_rongqi_1_1	女儿红	一小坛女儿红。	1	0	0	6	1	400206	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020315	13	2	315	CJSH_item_zhipian_1_6	莺莺书信	信中写道：兰闺久寂寞，无事度芳春；料得行吟者，应怜长叹人。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020316	13	2	316	CJSH_equip_xianglian_2_13	玉蝴蝶	一块蝴蝶型的玉佩。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020317	13	2	317	CJSH_equip_shangyi_2_13	女装	红娘让你给张生带去的一套女装。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020318	13	2	318	CJSH_quest_rongqi_1_2	青瓷碗	青花纹饰色泽纯正艳丽，釉里红彩同样色泽纯正，且具浮雕效果。	1	0	0	6	1	400207	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020319	13	2	319	CJSH_quest_rongqi_1_2	灌满的青瓷碗	装满了河水，在月光下可映出月亮。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020320	13	2	320	CJSH_equip_xianglian_1_8	红线	金光闪烁，一看就知道绝不是凡物。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020321	13	2	321	CJSH_Add_1_11	裂开的铜镜	铜镜中间裂开了一条细纹。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020322	13	2	322	CJSH_Add_1_12	补好的铜镜	已经被巫山道人修补好了。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020323	13	2	323	CJSH_item_shuji_1_4	西厢记	右键点击打开	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020324	13	2	324	CJSH_item_baoshi_3_13	水玉	晶莹剔透的晶体！	1	0	0	6	1	400208	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020325	13	2	325	CJSH_Monster_touxiang_6_11	红焖田鸡	曾经它们还可以跳起来，但现在它们只能借助筷子跳了。	1	0	0	6	1	400210	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020326	13	2	326	CJSH_skill_qishe_1_15	渔网	黄道婆用蛛丝制成，拥有特殊的神力！	1	0	0	6	1	400209	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020327	13	2	327	CJSH_quest_rongqi_1_4	一桶剩饭	各种剩菜参合在一起，看起来十分恶心。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020328	13	2	328	CJSH_item_huizhang_3_2	珍珠翡翠白玉汤	看起来比一桶剩饭还恶心！味道的威力更是巨大。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020329	13	2	329	CJSH_item_huizhang_3_2	蛛王的丝囊	一个特大号的丝囊！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020400	13	2	329	CJSH_item_huizhang_3_2	苍狼牙	这颗牙足以刺穿任何盔甲！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020401	13	2	329	CJSH_item_zhipian_1_6	一封密信	上面写满了金国文字，丘真人应该能读得懂！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020410	13	2	410	CJSH_quest_rentou_1_7	勇士遗骸	应该把他们带回故乡！	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020411	13	2	411	CJSH_item_xiangzi_1_5	穆斯林的箱子	很重！里面装满了各种典籍。	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020412	13	2	412	CJSH_item_zhipian_1_6	大汗告示	有愿随成吉思汗东归蒙古草原者大汗绝不抛下！	1	0	0	6	1	400216	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020413	13	2	413	CJSH_item_zahuo_1_4	寒铁铲	只有用它才能解开桃花阵！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020414	13	2	414	CJSH_wanfa_add_5_3	桃木根	拥有神奇的力量。	1	0	0	4	4	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020415	13	2	415	CJSH_equip_gu_2_4	奇怪的鼓	耶律婉容说敲响它会有意想不到的效果。	1	0	0	6	1	400217	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020416	13	2	416	CJSH_item_xiangzi_1_1	木匣子	里面装着阿克蓉姬的头。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020417	13	2	417	CJSH_item_lvyao_1_1	蟾酥	用来配制醉生梦死。	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020418	13	2	418	CJSH_item_packet_1_13	耶律婉容的包裹	耶律婉容准备好的给拓跋羯的包裹。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020419	13	2	419	CJSH_item_packet_1_7	商队的行囊	包裹中的物品价值不菲。	1	0	0	4	3	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020420	13	2	420	CJSH_item_xiangzi_1_7	沉甸甸的箱子	箱中都是平民辛苦积攒的财物。	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020421	13	2	421	CJSH_item_zhipian_1_6	耶律洪熙的信	信上的字体刚劲有力！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020425	13	2	425	CJSH_equip_haojiao_1_1	唤兽号角	没有了它，敌人就无法召唤野兽了！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020426	13	2	426	CJSH_item_huizhang_2_2	巫蛊护符	很多萨满身上都佩戴着它。	1	0	0	4	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020427	13	2	427	CJSH_item_common_1_9	佛宝	西辽的镇国之宝！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020428	13	2	428	CJSH_item_baoshi_4_4	金之龙魂	当三个龙魂在一起时，可以合成龙之精华！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020429	13	2	429	CJSH_item_baoshi_2_4	土之龙魂	当五个龙魂在一起时，可以合成五行精华！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020430	13	2	430	CJSH_item_baoshi_1_4	火之龙魂	当三个龙魂在一起时，可以合成龙之精华！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020431	13	2	431	CJSH_item_baoshi_5_4	木之龙魂	当五个龙魂在一起时，可以合成五行精华！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020432	13	2	432	CJSH_item_baoshi_3_4	水之龙魂	当三个龙魂在一起时，可以合成龙之精华！	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020433	13	2	433	CJSH_item_baoshi_6_4	龙之精华	用来召唤三头魔龙！	1	0	0	6	1	400218	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020434	13	2	434	CJSH_quest_rentou_1_2	屈出律头颅	看起来不像传说中的样子。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
#																								
13020435	13	1	2	CJSH_item_yaofen_3_1	狼牙粉末	可以入药的狼牙粉末	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020436	13	2	3	CJSH_item_huizhang_3_2	狼牙	草原野狼的尖齿利牙	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020437	13	2	1	CJSH_item_kuangshi_2_6	熊胆	珍贵的熊胆，制药后对外伤有特效。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020438	13	1	72	CJSH_item_grass_1_8	雪莲	天山上珍贵的雪莲花，除了治病良药外更是美容养颜难得药材	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020439	13	1	116	CJSH_item_zipian_1_2	丝绸商路图	马可波罗使团一路走来绘制的商路地图。	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020440	13	1	32	CJSH_item_maopi_1_1	狼皮	品质上乘的狼皮。	1	0	0	4	3	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020441	13	1	193	CJSH_item_wanfa_1_16	灵石	回鹘部落祖先留下的灵石	1	0	0	4	3	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020442	13	1	192	CJSH_equip_jiezhi_1_7	戒指	回鹘王子的戒指	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020443	13	3	194	CJSH_item_wanfa_1_3	药材	可以治疗伤病的草药	1	0	0	4	3	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020444	13	1	121	CJSH_equip_dao_1_1	钢刀	一柄寒光闪闪的钢刀。	1	0	0	4	3	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13020445	13	1	25	CJSH_quest_xinjia_1_9	信件	成吉思汗写给完颜洪烈的手书。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
#	程骏用	3	13039999																-1	0	0		-1	
13030001	13	1	3	CJSH_item_xiangzi_1_1	防具商人的货物	防具商人的货物。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030002	13	1	3	CJSH_item_mapijinengshu_1_2	无上心法	"好亮的一本书,果然有无上心法的派头。"	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030003	13	1	3	CJSH_skill_wushi_1_11	勇冠三军	武士技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	武士技能	-1	00ccff
13030004	13	1	3	CJSH_skill_player_1_1	杀无赦	武士技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	武士技能	-1	00ccff
13030005	13	1	3	CJSH_skill_player_2_6	七星剑阵	剑侠技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	剑侠技能	-1	00ccff
13030006	13	1	3	CJSH_skill_player_2_2	御剑诀	剑侠技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	剑侠技能	-1	00ccff
13030007	13	1	3	CJSH_skill_player_3_3	自由之歌	骑射技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	骑射技能	-1	00ccff
13030008	13	1	3	CJSH_skill_player_3_1	百步穿杨	骑射技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	骑射技能	-1	00ccff
13030009	13	1	3	CJSH_skill_player_3_12	散兵队形	火枪技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	火枪技能	-1	00ccff
13030010	13	1	3	CJSH_skill_player_3_10	毁灭	火枪技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	火枪技能	-1	00ccff
13030011	13	1	3	CJSH_skill_player_4_11	神灯之光	先知技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	先知技能	-1	00ccff
13030012	13	1	3	CJSH_skill_player_4_5	风之惩戒	先知技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	先知技能	-1	00ccff
13030013	13	1	3	CJSH_skill_player_5_8	冥神附体	萨满技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	萨满技能	-1	00ccff
13030014	13	1	3	CJSH_skill_player_5_2	烈犬之舞	萨满技能	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	萨满技能	-1	00ccff
13030015	13	1	3	CJSH_item_wanfa_1_6	蝎尾	剧毒！	1	0	0	4	10	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030016	13	1	3	CJSH_quest_zawu_1_3	祭品	神秘的祭品	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030017	13	1	3	CJSH_item_zhipian_1_6	给八思巴大师的信	一封密信。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030018	13	1	3	CJSH_quest_rongqi_1_3	桂花酿	一壶琥珀色的美酒。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030019	13	1	19	CJSH_equip_dao_1_1	木华黎的马刀	一把陈旧而依然锋利的马刀，握手处的花纹已经磨损殆尽。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030020	13	1	20	CJSH_item_grass_1_9	蜘蛛牙	剧毒蜘蛛红寡妇的牙齿。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030021	13	1	21	CJSH_ridskill_1_14	蝎子王的尾针	这么大的蝎子尾针，你还是第一次看到。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030022	13	1	22	CJSH_item_chengshuidaoju_1_4	狼人酒	由山里果子发酵而成的酒。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030023	13	1	23	CJSH_item_baoshi_3_3	寒冰精魄	据说是千年冰晶凝结而成，有着神秘的功效。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030024	13	1	24	CJSH_quest_qiguan_1_3	猛钳的眼睛	对于一只螃蟹来说，这只眼睛的确是很“#Y大#W”。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030025	13	1	25	CJSH_equip_gong_1_2	鲁特的弓箭	阿塔娜为鲁特做的弓箭。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030026	13	1	26	CJSH_quest_zawu_1_1	红杨木	这么大的一块木头，入手竟然轻飘飘的毫无分量。	1	0	0	4	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030027	13	1	27	CJSH_equip_jian_1_1	金军兵器	精钢打制的优良兵器。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030028	13	1	28	CJSH_item_grass_1_9	蜥蜴尾巴	血迹斑斑的蜥蜴尾巴。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030029	13	1	29	CJSH_equip_jianzhi_1_7	镔铁枪	乌黑厚重的一把镔铁枪。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030030	13	1	30	CJSH_equip_yifu_1_4	金丝软甲	金丝编成的软甲，入手却极轻。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030031	13	1	31	CJSH_equip_gong_1_1	弓箭	金国军队的制式弓箭。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030032	13	1	32	CJSH_quest_rentou_1_8	蒲鲜万奴的头颅	蒲鲜万奴的头颅。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030033	13	1	33	CJSH_item_yaofen_2_5	老顽童的灵药	黄纸包裹的药，据称有神效。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030034	13	1	34	CJSH_item_jinshuding_1_2	十锭黄金	这可是一笔巨款，有了它马上就可以脱贫致富了。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030035	13	1	35	CJSH_equip_gu_1_9	大风筝	村长帮你制作的巨大风筝，足有将近两人高。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030036	13	1	36	CJSH_ride_touxiang_3	小红马	孛儿贴的小红马。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030037	13	1	37	CJSH_item_xiangzi_1_7	两人的礼物	扎木合和木华黎送给孛儿贴的礼物。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030038	13	1	38	CJSH_item_xiangzi_1_5	三人的礼物	扎木合，木华黎，铁木真送给孛儿贴的礼物。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030039	13	1	39	CJSH_item_xiangzi_1_5	灵药	老顽童配置的解药，吃下去真的有用吗？	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030040	13	1	40	CJSH_item_jinshuding_1_2	黄金	黄澄澄的金子，人见人爱。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030041	13	1	41	CJSH_item_maopi_1_2	兽皮	上好的兽皮。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030042	13	1	42	CJSH_item_maopi_1_2	肉块	肉块	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030043	13	1	43	CJSH_item_bupi_1_3	蝎子壳	蝎子壳	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030044	13	1	44	CJSH_item_yaofen_2_5	药引	三兄弟为母亲找来的药引	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030045	13	1	45	CJSH_item_grass_1_12	无寒草	传说只有极寒之地才会生长的奇草，是不可多得的药物。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030046	13	1	46	CJSH_item_xiangzi_1_5	金国辎重	金国溃败时准备带走的辎重。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030047	13	1	47	CJSH_item_baoshi_2_11	靇皇钻	耀眼的光芒让你无法直视。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030048	13	1	48	CJSH_item_yaowan_3_3	贵重宝物	金国历朝历代收集的宝物	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030049	13	1	49	CJSH_item_fuwen_3_8	破坏的阵眼	曾今被用来做逆八卦四象阵的阵眼，如今已经被你破坏了。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030050	13	1	50	CJSH_item_liangshi_1_2	丢失的粮食	一袋粮食	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030051	13	1	51	CJSH_item_shuji_1_2	武穆遗书	岳王留下的兵法圣典，传说得此书者可得天下。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030052	13	1	52	CJSH_item_yaofen_2_7	泻药	奇怪的小瓶子，散发着刺鼻的气味。	1	0	0	6	100	413300	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030053	13	1	53	CJSH_item_xiangzi_1_6	火雷弹	黑黝黝的小箱子，看起来一点也不起眼，真的有很大威力吗？	1	0	0	6	100	413301	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030054	13	1	54	CJSH_item_yaowan_3_10	海东珠	此珠来自南方的深海中，传说能够使人青春永驻，百毒不侵。	1	0	0	6	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030055	13	1	55	CJSH_equip_fazhang_1_5	苍狼杖	由白鹿杖和乃蛮萨满法器合成的苍狼杖，普通人也可以轻易引发杖内的力量。	1	0	0	6	1	413302	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030056	13	1	56	CJSH_quest_xinjia_1_3	奇怪的书信	一封皱皱巴巴的信件，什么人竟然会把信压在大石头下呢？	1	0	0	6	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030057	13	1	57	CJSH_quest_zawu_1_1	木柴	用来生火的木柴。	1	0	0	6	5	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030058	13	1	58	CJSH_equip_dao_1_9	金刀	当年丘处机赠给郭靖的金刀。	1	0	0	6	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030059	13	1	59	CJSH_item_xiangzi_1_4	蒙军的礼物	托雷让你转交给文天祥的礼物。	1	0	0	6	1	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030060	13	1	60	CJSH_equip_jian_1_5	提布的长剑	样式古怪的长剑。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030061	13	1	61	CJSH_equip_jiezhi_1_1	娜姬的镯子	精巧的黄金镯子。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030062	13	1	62	CJSH_quest_xinjia_1_8	求援信	商队老板写给城里的求援信。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030063	13	1	63	CJSH_item_grass_1_11	草料	马儿最爱吃的草料。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030064	13	1	64	CJSH_item_rou_1_2	山猪肉	上好的山猪肉。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030065	13	1	65	CJSH_item_zhipian_2_7	烧毁的信件	一张被烧毁的信纸，已经无法辨别上面写的文字了。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030066	13	1	66	CJSH_item_grass_1_2	草料	马儿最爱吃的草料。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030067	13	1	67	CJSH_equip_jiezhi_1_7	冰晶戒指	晶光闪闪的冰晶戒指。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030068	13	1	68	CJSH_item_rou_1_2	沙蛇肉	这么可怕的蛇肉，真的能吃么？	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030069	13	1	69	CJSH_item_grass_1_8	魔焰菇	火红的花朵，仿佛要燃烧起来。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030070	13	1	70	CJSH_item_wanfa_1_1	香糜	所有的沙蛇都无法抵御香糜的诱惑。	1	0	0	6	100	413303	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030071	13	1	71	CJSH_item_kuangshi_2_6	熊胆	珍贵的熊胆，制药后对外伤有特效。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030072	13	1	72	CJSH_item_grass_1_8	雪莲	珍贵的雪莲花，常常被制成药材治疗重病者。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030073	13	1	73	CJSH_equip_dao_1_2	未认主的家传刀	一看就是把利器，必须去祭坛开光使用。	1	0	0	6	100	400203	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030074	13	1	74	CJSH_equip_jian_1_2	未认主的家传剑	一看就是把利器，必须去祭坛开光使用。	1	0	0	6	100	400203	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030075	13	1	75	CJSH_equip_gong_1_2	未认主的家传弓	一看就是把利器，必须去祭坛开光使用。	1	0	0	6	100	400203	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030076	13	1	76	CJSH_equip_qiang_1_2	未认主的家传枪	一看就是把利器，必须去祭坛开光使用。	1	0	0	6	100	400203	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030077	13	1	77	CJSH_equip_fazhang_2_1	未认主的家传杖	一看就是把利器，必须去祭坛开光使用。	1	0	0	6	100	400203	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030078	13	1	78	CJSH_equip_chui_1_1	未认主的家传槌	一看就是把利器，必须去祭坛开光使用。	1	0	0	6	1	400203	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030079	13	1	79	CJSH_quest_xinjia_1_8	羊皮卷	某某某的教诲#G(右键点击查看)	1	0	0	6	1	561002	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030080	13	1	80	CJSH_item_grass_1_4	干草	上好的羊群饲料	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030081	13	1	81	CJSH_Monster_touxiang_5_16	小螃蟹	小小的螃蟹，在你手中不安的挥舞着两只大敖。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030082	13	1	82	CJSH_item_juqing_6	郭守谦的礼物	郭守谦送给斡鲁斯的礼物。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030083	13	1	83	CJSH_quest_xinjia_1_10	药方	斡鲁斯专门给郭守谦开的药方。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030084	13	1	84	CJSH_item_yaofen_2_5	药引	一包珍贵的药引。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030085	13	1	85	CJSH_quest_xinjia_1_8	密信	马可波罗写给郭守谦的密信。	1	0	0	4	100	-1	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
13030086	13	1	86	CJSH_skill_qishe_1_15	渔网	破破烂烂的渔网，不知道能不能抓到鱼。	1	0	0	6	100	400211	-1	-1	-1	-1	4	-1	-1	0	0	任务道具	-1	00ccff
