INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING
409	神龙掌门战靴	10278650	1	3	7	11041043	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		靴子
410	西辽毒灵头盔	10200080	1	3	8	11041013	1	11041023	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		头盔
411	西辽崇武甲	10230080	1	3	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		衣服
412	西辽闪芒护手	10250080	1	3	8	11041043	1	11041033	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		护手
413	西辽银羽腰带	10260080	1	3	8	11041003	1	11041023	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		腰带
414	西辽天魔战靴	10270080	1	3	8	11041043	1	11041053	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		靴子
415	鞑靼翡翠戒指	10280040	1	7	1	11041050	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		戒指
416	鞑靼祥龙手镯	10290040	1	7	1	11041050	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	9	5000	-1		手镯
417	四象江湖项链	10248400	1	7	2	11041010	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		项链
418	四象江湖项链	10248410	1	7	2	11041010	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		项链
419	四象江湖项链	10248420	1	7	2	11041010	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		项链
420	四象江湖项链	10248430	1	7	2	11041010	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		项链
421	四象江湖项链	10248440	1	7	2	11041010	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		项链
422	四象江湖项链	10248450	1	7	2	11041010	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		项链
423	乃蛮猫眼戒指	10280050	1	7	3	11041051	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		戒指
424	乃蛮夺命手镯	10290050	1	7	3	11041051	1	-1	-1	-1	-1	-1	-1	30	0	-1	-1	9	5000	-1		手镯
425	乌月密文戒指	10280060	1	7	4	11041001	1	11041051	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		戒指
426	乌月泣血手镯	10290060	1	7	4	11041011	1	11041021	1	-1	-1	-1	-1	40	0	-1	-1	9	5000	-1		手镯
427	六合江湖项链	10248500	1	7	5	11041012	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		项链
428	六合江湖项链	10248510	1	7	5	11041012	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		项链
429	六合江湖项链	10248520	1	7	5	11041012	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		项链
430	六合江湖项链	10248530	1	7	5	11041012	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		项链
431	六合江湖项链	10248540	1	7	5	11041012	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		项链
432	六合江湖项链	10248550	1	7	5	11041012	1	11041052	1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		项链
433	凤翔时光戒指	10280070	1	7	6	11041002	1	11041052	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		戒指
434	凤翔火云手镯	10290070	1	7	6	11041012	1	11041022	1	-1	-1	-1	-1	60	0	-1	-1	9	5000	-1		手镯
435	神龙掌门项链	10248600	1	7	7	11041013	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		项链
436	神龙掌门项链	10248610	1	7	7	11041013	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		项链
437	神龙掌门项链	10248620	1	7	7	11041013	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		项链
438	神龙掌门项链	10248630	1	7	7	11041013	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		项链
439	神龙掌门项链	10248640	1	7	7	11041013	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		项链
440	神龙掌门项链	10248650	1	7	7	11041013	1	11041053	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		项链
441	西辽彩云戒指	10280080	1	7	8	11041003	1	11041053	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		戒指
442	西辽唤灵手镯	10290080	1	7	8	11041013	1	11041023	1	-1	-1	-1	-1	80	0	-1	-1	9	5000	-1		手镯
443	一级装饰部件	11041000	1	2	1	11030001	2	-1	-1	-1	-1	-1	-1	5	0	-1	-1	1	5000	-1		装饰部件
444	二级装饰部件	11041001	1	2	3	11041000	1	11030003	2	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		装饰部件
445	三级装饰部件	11041002	1	2	5	11041001	1	11030005	2	11030501	1	-1	-1	15	0	-1	-1	1	5000	-1		装饰部件
446	四级装饰部件	11041003	1	2	7	11041002	1	11030007	2	11030502	1	-1	-1	20	0	-1	-1	1	5000	-1		装饰部件
447	一级藤甲部件	11041010	1	1	1	11020001	2	-1	-1	-1	-1	-1	-1	5	0	-1	-1	1	5000	-1		藤甲部件
448	二级藤甲部件	11041011	1	1	3	11041010	1	11020006	2	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		藤甲部件
449	三级藤甲部件	11041012	1	1	5	11041011	1	11020010	2	11020501	1	-1	-1	15	0	-1	-1	1	5000	-1		藤甲部件
450	四级藤甲部件	11041013	1	1	7	11041012	1	11020014	2	11020502	1	-1	-1	20	0	-1	-1	1	5000	-1		藤甲部件
451	一级皮革部件	11041020	1	10	1	11030401	2	-1	-1	-1	-1	-1	-1	5	0	-1	-1	1	5000	-1		皮革部件
452	二级皮革部件	11041021	1	10	3	11041020	1	11030402	2	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		皮革部件
453	三级皮革部件	11041022	1	10	5	11041021	1	11030403	2	11030405	1	-1	-1	15	0	-1	-1	1	5000	-1		皮革部件
454	四级皮革部件	11041023	1	10	7	11041022	1	11030404	2	11030406	1	-1	-1	20	0	-1	-1	1	5000	-1		皮革部件
455	一级锻金部件	11041030	1	6	1	11030001	1	11030401	1	-1	-1	-1	-1	5	0	-1	-1	1	5000	-1		锻金部件
456	二级锻金部件	11041031	1	6	3	11041030	1	11030003	1	11030402	1	-1	-1	10	0	-1	-1	1	5000	-1		锻金部件
457	三级锻金部件	11041032	1	6	5	11041031	1	11030005	1	11030403	1	11030405	1	15	0	-1	-1	1	5000	-1		锻金部件
458	四级锻金部件	11041033	1	6	7	11041032	1	11030007	1	11030404	1	11030406	1	20	0	-1	-1	1	5000	-1		锻金部件
459	一级铁甲部件	11041040	1	3	1	11020002	1	11030001	1	-1	-1	-1	-1	5	0	-1	-1	1	5000	-1		铁甲部件
460	二级铁甲部件	11041041	1	3	3	11041040	1	11020007	1	11030003	1	-1	-1	10	0	-1	-1	1	5000	-1		铁甲部件
461	三级铁甲部件	11041042	1	3	5	11041041	1	11020011	1	11030005	1	11030501	1	15	0	-1	-1	1	5000	-1		铁甲部件
462	四级铁甲部件	11041043	1	3	7	11041042	1	11020015	1	11030007	1	11030502	1	20	0	-1	-1	1	5000	-1		铁甲部件
463	一级工艺部件	11041050	1	7	1	11030401	1	11020002	1	-1	-1	-1	-1	5	0	-1	-1	1	5000	-1		工艺部件
464	二级工艺部件	11041051	1	7	3	11041050	1	11030402	1	11020007	1	-1	-1	10	0	-1	-1	1	5000	-1		工艺部件
465	三级工艺部件	11041052	1	7	5	11041051	1	11030403	1	11020011	1	11020501	1	15	0	-1	-1	1	5000	-1		工艺部件
466	四级工艺部件	11041053	1	7	7	11041052	1	11030404	1	11020015	1	11020502	1	20	0	-1	-1	1	5000	-1		工艺部件
467	血玉钻	11000124	1	2	7	11030007	18	11030621	1	11030502	3	-1	-1	210	0	-1	-1	9	5000	-1		打孔道具
468	良品蒙古马降世符	12050201	1	10	1	11030401	3	-1	-1	-1	-1	-1	-1	10	0	-1	-1	3	5000	-1		坐骑道具
469	良品三河马降世符	12050202	1	10	2	11030401	9	-1	-1	-1	-1	-1	-1	20	0	-1	-1	3	5000	-1		坐骑道具
470	良品伊犁马降世符	12050203	1	10	3	11030402	4	-1	-1	-1	-1	-1	-1	30	0	-1	-1	3	5000	-1		坐骑道具
471	良品波斯马降世符	12050204	1	10	4	11030402	12	11030405	1	-1	-1	-1	-1	40	0	-1	-1	3	5000	-1		坐骑道具
472	良品天方马降世符	12050205	1	10	5	11030403	5	11030405	1	-1	-1	-1	-1	50	0	-1	-1	3	5000	-1		坐骑道具
473	一级锻造徽章	10211104	1	6	3	11041031	3	-1	-1	-1	-1	-1	-1	30	0	-1	-1	3	5000	-1		徽章
474	二级锻造徽章	10211105	1	6	5	11041032	3	-1	-1	-1	-1	-1	-1	50	0	-1	-1	3	5000	-1		徽章
475	三级锻造徽章	10211106	1	6	7	11041003	1	11041033	2	-1	-1	-1	-1	70	0	-1	-1	3	5000	-1		徽章
476	四级锻造徽章	10211107	1	6	8	11041003	1	11041033	3	-1	-1	-1	-1	80	0	-1	-1	3	5000	-1		徽章
477	一级工艺披风	10222203	1	7	2	11041020	2	11041050	2	-1	-1	-1	-1	20	0	-1	-1	3	5000	-1		披风
478	二级工艺披风	10222204	1	7	4	11041021	2	11041051	2	-1	-1	-1	-1	40	0	-1	-1	3	5000	-1		披风
479	三级工艺披风	10222205	1	7	6	11041052	2	11041022	2	-1	-1	-1	-1	60	0	-1	-1	3	5000	-1		披风
480	四级工艺披风	10222206	1	7	8	11041053	2	11041023	2	-1	-1	-1	-1	80	0	-1	-1	3	5000	-1		披风
481	甘醇马奶酒	12010101	1	1	1	11020001	1	12010100	1	-1	-1	-1	-1	10	0	-1	-1	3	5000	-1		恢复药水
482	中原草药术测试用配方	12225000	1	2	5	12225000	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	3	5000	-1		恢复药水
483	印度珠宝术测试用配方	12225001	1	1	5	12225001	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	3	5000	-1		恢复药水
484	蒙古驯马术测试用配方	12225002	1	10	5	12225002	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	3	5000	-1		恢复药水
485	突厥锻造术测试用配方	12225003	1	6	5	12225003	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	3	5000	-1		恢复药水
486	罗马铸甲术测试用配方	12225004	1	3	5	12225004	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	3	5000	-1		恢复药水
487	波斯工艺术测试用配方	12225005	1	7	5	12225005	1	-1	-1	-1	-1	-1	-1	10	0	-1	-1	3	5000	-1		恢复药水
488	百花玉露丹（5个）	12010204	5	1	9	11990207	5	11020073	25	11020502	15	-1	-1	360	82800000	-1	207	12	5000	-1		大师专属制造
489	神芝怒气丹	12020041	1	1	9	11990207	1	11020083	5	11020502	3	-1	-1	90	0	-1	-1	3	5000	-1		恢复药水
490	琥珀疾风丹	12020042	1	1	9	11990207	1	11020083	5	11020502	3	-1	-1	90	0	-1	-1	3	5000	-1		恢复药水
491	鲛珠通络丹	12020043	1	1	9	11990207	1	11020083	5	11020502	3	-1	-1	90	0	-1	-1	3	5000	-1		恢复药水
492	烈焰威灵丹	12020044	1	1	9	11990207	1	11020083	5	11020502	3	-1	-1	90	0	-1	-1	3	5000	-1		恢复药水
493	万灵玄冥丹	12020045	1	1	9	11990207	1	11020083	5	11020502	3	-1	-1	90	0	-1	-1	3	5000	-1		恢复药水
494	龙涎理气丹	12020046	1	1	9	11990207	1	11020083	5	11020502	3	-1	-1	90	0	-1	-1	3	5000	-1		恢复药水
495	芝草断续丹	12010304	1	1	9	11990207	1	11020073	5	11020502	3	-1	-1	90	0	-1	-1	3	5000	-1		恢复药水
496	五行神力丸（3个）	12041015	3	1	9	11990207	3	11020073	30	11020502	9	-1	-1	270	82800000	-1	207	9	5000	-1		大师专属制造
497	五行仙火丸（3个）	12041035	3	1	9	11990207	3	11020073	30	11020502	9	-1	-1	270	82800000	-1	207	9	5000	-1		大师专属制造
498	五行魔道丸（3个）	12041025	3	1	9	11990207	3	11020073	30	11020502	9	-1	-1	270	82800000	-1	207	9	5000	-1		大师专属制造
499	大师级红龙晶	14010018	1	2	9	14010017	1	11030635	1	11020063	10	11030502	5	270	82800000	-1	208	9	5000	-1		大师专属制造
500	大师级绿龙晶	14020018	1	2	9	14020017	1	11030635	1	11020063	10	11030502	5	270	82800000	-1	208	9	5000	-1		大师专属制造
501	大师级黄龙晶	14030018	1	2	9	14030017	1	11030635	1	11020063	10	11030502	5	270	82800000	-1	208	9	5000	-1		大师专属制造
502	大师级蓝龙晶	14040018	1	2	9	14040017	1	11030635	1	11020063	10	11030502	5	270	82800000	-1	208	9	5000	-1		大师专属制造
503	大师级金光石	14040012	1	2	9	14040011	1	11030635	1	11020063	10	11030502	5	270	82800000	-1	208	9	5000	-1		大师专属制造
504	炼银钻	11000103	1	2	9	11020063	10	11030636	1	11030502	5	-1	-1	270	82800000	-1	208	9	5000	-1		大师专属制造
505	骑术强化符：一级健体（3个）	12041210	3	10	9	12240002	3	11020053	9	11030406	9	-1	-1	270	82800000	-1	209	9	5000	-1		大师专属制造
506	骑术强化符：一级蛮力（3个）	12041211	3	10	9	12240002	3	11020053	9	11030406	9	-1	-1	270	82800000	-1	209	9	5000	-1		大师专属制造
507	骑术强化符：一级聪慧（3个）	12041212	3	10	9	12240002	3	11020053	9	11030406	9	-1	-1	270	82800000	-1	209	9	5000	-1		大师专属制造
508	骑术强化符：一级追影（3个）	12041213	3	10	9	12240002	3	11020053	9	11030406	9	-1	-1	270	82800000	-1	209	9	5000	-1		大师专属制造
509	骑术强化符：一级全能（3个）	12041214	3	10	9	12240002	3	11020053	9	11030406	9	-1	-1	270	82800000	-1	209	9	5000	-1		大师专属制造
510	突厥江鸈刀	10010090	1	6	9	11041003	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		主武器
511	突厥蛟牙剑	10020090	1	6	9	11041003	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		主武器
512	突厥燃眉弓	10030090	1	6	9	11041003	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		主武器
513	突厥射天枪	10040090	1	6	9	11041003	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		主武器
514	突厥缘魂杖	10050090	1	6	9	11041003	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		主武器
515	突厥避邪槌	10060090	1	6	9	11041003	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		主武器
516	突厥江鸈盾	10070090	1	6	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		副武器
517	突厥雨露锏	10080090	1	6	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		副武器
518	突厥无影箭	10090090	1	6	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		副武器
519	突厥破军弹	10100090	1	6	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		副武器
520	突厥天灵号	10110090	1	6	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		副武器
521	突厥烈狱鼓	10120090	1	6	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		副武器
522	五级锻造徽章	10211108	1	6	9	11041003	2	11041033	2	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		徽章
523	一级碎甲丸（3个）	12041110	3	6	9	11041033	3	11041042	3	-1	-1	-1	-1	270	82800000	-1	210	27	5000	-1		大师专属制造
524	一级穿甲丸（3个）	12041111	3	6	9	11041033	3	11041052	3	-1	-1	-1	-1	270	82800000	-1	210	27	5000	-1		大师专属制造
525	一级熔甲丸（3个）	12041112	3	6	9	11041033	3	11041022	3	-1	-1	-1	-1	270	82800000	-1	210	27	5000	-1		大师专属制造
526	突厥虔诚头盔	10200090	1	3	9	11041013	1	11041023	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		头盔
527	突厥龙吟甲	10230090	1	3	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		衣服
528	突厥金乌护手	10250090	1	3	9	11041043	1	11041033	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		护手
529	突厥陶朱腰带	10260090	1	3	9	11041003	1	11041023	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		腰带
530	突厥魔龙战靴	10270090	1	3	9	11041043	1	11041053	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		靴子
531	神级炼金石	11000505	1	3	9	11041042	1	11041052	1	11041032	1	-1	-1	90	0	-1	-1	3	5000	-1		特殊道具
532	突厥墨云戒指	10280090	1	7	9	11041003	1	11041053	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		戒指
533	突厥水华手镯	10290090	1	7	9	11041013	1	11041023	1	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		手镯
534	五级工艺披风	10222207	1	7	9	11041053	3	11041023	3	-1	-1	-1	-1	90	0	-1	-1	9	5000	-1		披风
535	乱士符（5个）	11970021	5	7	9	11020073	5	11020083	5	11020053	5	11020063	5	360	82800000	-1	212	27	5000	-1		大师专属制造
536	优质符文布（10个）	12240002	10	7	9	12240001	10	11041051	10	11041041	10	-1	-1	360	82800000	-1	212	27	5000	-1		大师专属制造
537	世传水晶精华	11020030	1	10	5	11000200	5	-1	-1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
538	国传水晶精华	11020031	1	10	6	11000201	5	-1	-1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
539	神传水晶精华	11020032	1	10	7	11000202	5	-1	-1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
540	天传水晶精华	11020033	1	10	8	11000203	5	-1	-1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
541	初级龙眼石精华	11020040	1	2	5	11050001	5	-1	-1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
542	中级龙眼石精华	11020041	1	2	6	11050002	5	-1	-1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
543	高级龙眼石精华	11020042	1	2	7	11050003	5	-1	-1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
544	天之龙眼石精华	11020043	1	2	8	11050004	5	-1	-1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
545	马蜂精华	11020050	1	3	5	11030401	20	-1	-1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
546	牛虻精华	11020051	1	3	6	11030402	10	11020050	1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
547	吸血蝙蝠精华	11020052	1	3	7	11030403	5	11020051	1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
548	碧血蟾蜍精华	11020053	1	3	8	11030404	2	11020052	1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
549	初级矿石精华	11020060	1	6	5	11030001	20	-1	-1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
550	中级矿石精华	11020061	1	6	6	11030003	10	11020060	1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
551	高级矿石精华	11020062	1	6	7	11030005	5	11020061	1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
552	圣徒级矿石精华	11020063	1	6	8	11030007	2	11020062	1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
553	甘草精华	11020070	1	7	5	11020001	20	-1	-1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
554	茯苓精华	11020071	1	7	6	11020006	10	11020070	1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
555	天麻精华	11020072	1	7	7	11020010	5	11020071	1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
556	防风精华	11020073	1	7	8	11020014	2	11020072	1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
557	红花精华	11020080	1	1	5	11020002	20	-1	-1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
558	伸筋藤精华	11020081	1	1	6	11020007	10	11020080	1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
559	朱砂精华	11020082	1	1	7	11020011	5	11020081	1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
560	桂枝精华	11020083	1	1	8	11020015	2	11020082	1	-1	-1	-1	-1	10	0	-1	-1	1	5000	-1		精华
561	宗师级洗石剂	11000905	1	2	9	11000902	10	11020063	1	-1	-1	-1	-1	270	82800000	-1	208	9	5000	-1		大师专属制造
562	天级炼金石	11000506	1	3	9	11000505	1	11020063	1	-1	-1	-1	-1	90	0	-1	-1	3	5000	-1		特殊道具
563	黄紫海蓝水银	11000500	1	3	9	11010019	4	11020053	2	-1	-1	-1	-1	90	82800000	-1	211	3	5000	-1		大师专属制造
564	黄紫水火水银	11000502	1	3	9	11010019	2	11020083	2	-1	-1	-1	-1	90	82800000	-1	211	3	5000	-1		大师专属制造
565	黄紫晕光水银	11000503	1	3	9	11010019	5	11020063	2	-1	-1	-1	-1	90	82800000	-1	211	3	5000	-1		大师专属制造
566	黄紫炫彩水银	11000504	1	3	9	11010019	3	11020073	2	-1	-1	-1	-1	90	82800000	-1	211	3	5000	-1		大师专属制造
567	暴击神水（3个）	12041092	3	6	9	11041033	6	11020083	6	11020073	6	-1	-1	270	82800000	-1	210	27	5000	-1		大师专属制造
568	一级碎甲丸（3个）	12041110	3	3	9	11041043	3	11041032	3	-1	-1	-1	-1	270	82800000	-1	211	27	5000	-1		大师专属制造
569	一级穿甲丸（3个）	12041111	3	3	9	11041043	3	11041052	3	-1	-1	-1	-1	270	82800000	-1	211	27	5000	-1		大师专属制造
570	一级熔甲丸（3个）	12041112	3	3	9	11041043	3	11041022	3	-1	-1	-1	-1	270	82800000	-1	211	27	5000	-1		大师专属制造
571	天龙掌门戒指	10285001	1	7	9	11041003	80	11041023	80	11041033	80	11020043	100	90	82800000	-1	212	27	5000	-1		大师专属制造
572	天龙掌门手镯	10295001	1	7	9	11041053	80	11041013	80	11041043	80	11020033	100	90	82800000	-1	212	27	5000	-1		大师专属制造
573	四象江湖之弩	10372025	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		主武器
574	四象江湖之铳	10382025	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		主武器
575	四象江湖之圣十字	10392025	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		主武器
576	四象江湖之幡	10402025	1	6	2	11041000	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		主武器
577	四象江湖之重盾	10412025	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		副武器
578	四象江湖之牌	10422025	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		副武器
579	四象江湖弩箭	10432025	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		副武器
580	四象江湖炮弹	10442025	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		副武器
581	四象江湖之圣经	10452025	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		副武器
582	四象江湖之佛珠	10462025	1	6	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		副武器
583	六合江湖之矛	10352026	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		主武器
584	六合江湖之令	10362026	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		主武器
585	六合江湖之弩	10372026	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		主武器
586	六合江湖之铳	10382026	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		主武器
587	六合江湖之圣十字	10392026	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		主武器
588	六合江湖之幡	10402026	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		主武器
589	六合江湖之重盾	10412026	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		副武器
590	六合江湖之牌	10422026	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		副武器
591	六合江湖弩箭	10432026	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		副武器
592	六合江湖炮弹	10442026	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		副武器
593	六合江湖之圣经	10452026	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		副武器
594	六合江湖之佛珠	10462026	1	6	5	11041032	1	-1	-1	-1	-1	-1	-1	50	0	-1	-1	9	5000	-1		副武器
595	神龙掌门之矛	10354200	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		主武器
596	神龙掌门之令	10364200	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		主武器
597	神龙掌门之弩	10374200	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		主武器
598	神龙掌门之铳	10384200	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		主武器
599	神龙掌门之圣十字	10394200	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		主武器
600	神龙掌门之幡	10404200	1	6	7	11041003	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		主武器
601	神龙掌门之重盾	10414200	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		副武器
602	神龙掌门之牌	10424200	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		副武器
603	神龙掌门弩箭	10434200	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		副武器
604	神龙掌门炮弹	10444200	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		副武器
605	神龙掌门之圣经	10454200	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		副武器
606	神龙掌门之佛珠	10464200	1	6	7	11041043	1	11041033	1	-1	-1	-1	-1	70	0	-1	-1	9	5000	-1		副武器
607	四象江湖铠甲	10239266	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		衣服
608	四象江湖头盔	10209242	1	3	2	11041010	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		头盔
609	四象江湖腰带	10269266	1	3	2	11041000	1	11041020	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		腰带
610	四象江湖护手	10259266	1	3	2	11041040	1	11041030	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		护手
611	四象江湖战靴	10279266	1	3	2	11041040	1	11041050	1	-1	-1	-1	-1	20	0	-1	-1	9	5000	-1		靴子
