INT	STRING	STRING	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
827	大都银币商店	蒙古驯马术回复类技能配方店	1	1	1	0	0	0	100000	40	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
828	大都银币商店	蒙古驯马术回魔类技能配方店	1	1	1	0	0	0	100000	40	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
829	大都银币商店	蒙古驯马术特殊类物品配方店	1	1	1	0	0	0	100000	40	0	0	0	12224011	1	-1	-1	100	12224012	1	-1	-1	100	12220052	1	-1	-1	100	12220021	1	-1	-1	100	12220020	1	-1	-1	100	12220036	1	-1	-1	100	12220071	1	-1	-1	100	12220075	1	-1	-1	100	12220076	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
830	王城银币商店	突厥锻造术主手类武器配方店	1	1	1	0	0	0	100000	40	0	0	0	12221000	1	-1	-1	100	12221001	1	-1	-1	100	12221002	1	-1	-1	100	12221003	1	-1	-1	100	12221004	1	-1	-1	100	12221005	1	-1	-1	100	12221012	1	-1	-1	100	12221013	1	-1	-1	100	12221014	1	-1	-1	100	12221015	1	-1	-1	100	12221016	1	-1	-1	100	12221017	1	-1	-1	100	12221200	1	-1	-1	100	12221201	1	-1	-1	100	12221202	1	-1	-1	100	12221203	1	-1	-1	100	12221204	1	-1	-1	100	12221205	1	-1	-1	100	12221213	1	-1	-1	100	12221214	1	-1	-1	100	12221215	1	-1	-1	100	12221216	1	-1	-1	100	12221217	1	-1	-1	100	12221218	1	-1	-1	100	12221300	1	-1	-1	100	12221301	1	-1	-1	100	12221302	1	-1	-1	100	12221303	1	-1	-1	100	12221304	1	-1	-1	100	12221305	1	-1	-1	100	12221312	1	-1	-1	100	12221313	1	-1	-1	100	12221314	1	-1	-1	100	12221315	1	-1	-1	100	12221316	1	-1	-1	100	12221317	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
831	王城银币商店	突厥锻造术副手类武器配方店	1	1	1	0	0	0	100000	40	0	0	0	12221006	1	-1	-1	100	12221007	1	-1	-1	100	12221008	1	-1	-1	100	12221009	1	-1	-1	100	12221010	1	-1	-1	100	12221011	1	-1	-1	100	12221018	1	-1	-1	100	12221019	1	-1	-1	100	12221020	1	-1	-1	100	12221021	1	-1	-1	100	12221022	1	-1	-1	100	12221023	1	-1	-1	100	12221206	1	-1	-1	100	12221207	1	-1	-1	100	12221208	1	-1	-1	100	12221209	1	-1	-1	100	12221210	1	-1	-1	100	12221211	1	-1	-1	100	12221219	1	-1	-1	100	12221220	1	-1	-1	100	12221221	1	-1	-1	100	12221222	1	-1	-1	100	12221223	1	-1	-1	100	12221224	1	-1	-1	100	12221306	1	-1	-1	100	12221307	1	-1	-1	100	12221308	1	-1	-1	100	12221309	1	-1	-1	100	12221310	1	-1	-1	100	12221311	1	-1	-1	100	12221318	1	-1	-1	100	12221319	1	-1	-1	100	12221320	1	-1	-1	100	12221321	1	-1	-1	100	12221322	1	-1	-1	100	12221323	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
832	王城银币商店	突厥锻造术特殊类物品配方店	1	1	1	0	0	0	100000	40	0	0	0	12224013	1	-1	-1	100	12224014	1	-1	-1	100	12224015	1	-1	-1	100	12221212	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
833	大都银币商店	突厥锻造术主手类武器配方店	1	1	1	0	0	0	100000	40	0	0	0	12221500	1	-1	-1	100	12221501	1	-1	-1	100	12221502	1	-1	-1	100	12221503	1	-1	-1	100	12221504	1	-1	-1	100	12221505	1	-1	-1	100	12221513	1	-1	-1	100	12221514	1	-1	-1	100	12221515	1	-1	-1	100	12221516	1	-1	-1	100	12221517	1	-1	-1	100	12221518	1	-1	-1	100	12221700	1	-1	-1	100	12221701	1	-1	-1	100	12221702	1	-1	-1	100	12221703	1	-1	-1	100	12221704	1	-1	-1	100	12221705	1	-1	-1	100	12221714	1	-1	-1	100	12221715	1	-1	-1	100	12221716	1	-1	-1	100	12221717	1	-1	-1	100	12221718	1	-1	-1	100	12221719	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
834	大都银币商店	突厥锻造术副手类武器配方店	1	1	1	0	0	0	100000	40	0	0	0	12221506	1	-1	-1	100	12221507	1	-1	-1	100	12221508	1	-1	-1	100	12221509	1	-1	-1	100	12221510	1	-1	-1	100	12221511	1	-1	-1	100	12221519	1	-1	-1	100	12221520	1	-1	-1	100	12221521	1	-1	-1	100	12221522	1	-1	-1	100	12221523	1	-1	-1	100	12221524	1	-1	-1	100	12221706	1	-1	-1	100	12221707	1	-1	-1	100	12221708	1	-1	-1	100	12221709	1	-1	-1	100	12221710	1	-1	-1	100	12221711	1	-1	-1	100	12221720	1	-1	-1	100	12221721	1	-1	-1	100	12221722	1	-1	-1	100	12221723	1	-1	-1	100	12221724	1	-1	-1	100	12221725	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
835	大都银币商店	突厥锻造术特殊类物品配方店	1	1	1	0	0	0	100000	40	0	0	0	12224016	1	-1	-1	100	12221412	1	-1	-1	100	12221612	1	-1	-1	100	12221712	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
836	王城银币商店	罗马铸甲术头盔类防具配方店	1	1	1	0	0	0	100000	40	0	0	0	12222000	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
837	王城银币商店	罗马铸甲术衣服类防具配方店	1	1	1	0	0	0	100000	40	0	0	0	12222001	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
838	王城银币商店	罗马铸甲术护手类防具配方店	1	1	1	0	0	0	100000	40	0	0	0	12222002	1	-1	-1	100	12222103	1	-1	-1	100	12222108	1	-1	-1	100	12222113	1	-1	-1	100	12222118	1	-1	-1	100	12222123	1	-1	-1	100	12222128	1	-1	-1	100	12222133	1	-1	-1	100	12222138	1	-1	-1	100	12222143	1	-1	-1	100	12222148	1	-1	-1	100	12222153	1	-1	-1	100	12222158	1	-1	-1	100	12222202	1	-1	-1	100	12222302	1	-1	-1	100	12222403	1	-1	-1	100	12222408	1	-1	-1	100	12222413	1	-1	-1	100	12222418	1	-1	-1	100	12222423	1	-1	-1	100	12222428	1	-1	-1	100	12222433	1	-1	-1	100	12222438	1	-1	-1	100	12222443	1	-1	-1	100	12222448	1	-1	-1	100	12222453	1	-1	-1	100	12222458	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
839	王城银币商店	罗马铸甲术腰带类防具配方店	1	1	1	0	0	0	100000	40	0	0	0	12222003	1	-1	-1	100	12222102	1	-1	-1	100	12222107	1	-1	-1	100	12222112	1	-1	-1	100	12222117	1	-1	-1	100	12222122	1	-1	-1	100	12222127	1	-1	-1	100	12222132	1	-1	-1	100	12222137	1	-1	-1	100	12222142	1	-1	-1	100	12222147	1	-1	-1	100	12222152	1	-1	-1	100	12222157	1	-1	-1	100	12222203	1	-1	-1	100	12222303	1	-1	-1	100	12222402	1	-1	-1	100	12222407	1	-1	-1	100	12222412	1	-1	-1	100	12222417	1	-1	-1	100	12222422	1	-1	-1	100	12222427	1	-1	-1	100	12222432	1	-1	-1	100	12222437	1	-1	-1	100	12222442	1	-1	-1	100	12222447	1	-1	-1	100	12222452	1	-1	-1	100	12222457	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
840	王城银币商店	罗马铸甲术靴子类防具配方店	1	1	1	0	0	0	100000	40	0	0	0	12222004	1	-1	-1	100	12222104	1	-1	-1	100	12222109	1	-1	-1	100	12222114	1	-1	-1	100	12222119	1	-1	-1	100	12222124	1	-1	-1	100	12222129	1	-1	-1	100	12222134	1	-1	-1	100	12222139	1	-1	-1	100	12222144	1	-1	-1	100	12222149	1	-1	-1	100	12222154	1	-1	-1	100	12222159	1	-1	-1	100	12222204	1	-1	-1	100	12222304	1	-1	-1	100	12222404	1	-1	-1	100	12222409	1	-1	-1	100	12222414	1	-1	-1	100	12222419	1	-1	-1	100	12222424	1	-1	-1	100	12222429	1	-1	-1	100	12222434	1	-1	-1	100	12222439	1	-1	-1	100	12222444	1	-1	-1	100	12222449	1	-1	-1	100	12222454	1	-1	-1	100	12222459	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
841	王城银币商店	罗马铸甲术特殊类物品配方店	1	1	1	0	0	0	100000	40	0	0	0	12224017	1	-1	-1	100	12224018	1	-1	-1	100	12224019	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
842	大都银币商店	罗马铸甲术头盔类防具配方店	1	1	1	0	0	0	100000	40	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
843	大都银币商店	罗马铸甲术衣服类防具配方店	1	1	1	0	0	0	100000	40	0	0	0	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
844	大都银币商店	罗马铸甲术护手类防具配方店	1	1	1	0	0	0	100000	40	0	0	0	12222502	1	-1	-1	100	12222603	1	-1	-1	100	12222608	1	-1	-1	100	12222613	1	-1	-1	100	12222618	1	-1	-1	100	12222623	1	-1	-1	100	12222628	1	-1	-1	100	12222633	1	-1	-1	100	12222638	1	-1	-1	100	12222643	1	-1	-1	100	12222648	1	-1	-1	100	12222653	1	-1	-1	100	12222658	1	-1	-1	100	12222702	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
845	大都银币商店	罗马铸甲术腰带类防具配方店	1	1	1	0	0	0	100000	40	0	0	0	12222503	1	-1	-1	100	12222602	1	-1	-1	100	12222607	1	-1	-1	100	12222612	1	-1	-1	100	12222617	1	-1	-1	100	12222622	1	-1	-1	100	12222627	1	-1	-1	100	12222632	1	-1	-1	100	12222637	1	-1	-1	100	12222642	1	-1	-1	100	12222647	1	-1	-1	100	12222652	1	-1	-1	100	12222657	1	-1	-1	100	12222703	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
846	大都银币商店	罗马铸甲术靴子类防具配方店	1	1	1	0	0	0	100000	40	0	0	0	12222504	1	-1	-1	100	12222604	1	-1	-1	100	12222609	1	-1	-1	100	12222614	1	-1	-1	100	12222619	1	-1	-1	100	12222624	1	-1	-1	100	12222629	1	-1	-1	100	12222634	1	-1	-1	100	12222639	1	-1	-1	100	12222644	1	-1	-1	100	12222649	1	-1	-1	100	12222654	1	-1	-1	100	12222659	1	-1	-1	100	12222704	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
847	大都银币商店	罗马铸甲术特殊类物品配方店	1	1	1	0	0	0	100000	40	0	0	0	12224020	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
848	王城银币商店	波斯工艺术戒指类饰品配方店	1	1	1	0	0	0	100000	40	0	0	0	12223000	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
849	王城银币商店	波斯工艺术手镯类饰品配方店	1	1	1	0	0	0	100000	40	0	0	0	12223001	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
850	王城银币商店	波斯工艺术项链类饰品配方店	1	1	1	0	0	0	100000	40	0	0	0	12223100	1	-1	-1	100	12223101	1	-1	-1	100	12223102	1	-1	-1	100	12223103	1	-1	-1	100	12223104	1	-1	-1	100	12223105	1	-1	-1	100	12223107	1	-1	-1	100	12223108	1	-1	-1	100	12223109	1	-1	-1	100	12223110	1	-1	-1	100	12223111	1	-1	-1	100	12223112	1	-1	-1	100	12223400	1	-1	-1	100	12223401	1	-1	-1	100	12223402	1	-1	-1	100	12223403	1	-1	-1	100	12223404	1	-1	-1	100	12223405	1	-1	-1	100	12223406	1	-1	-1	100	12223407	1	-1	-1	100	12223408	1	-1	-1	100	12223409	1	-1	-1	100	12223410	1	-1	-1	100	12223411	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
