INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT
12052143	12	5	2143	CJSH_item_zhipian_2_2	骑术秘笈：三级偷袭	在攻击目标时有10%的几率对目标造成一次额外魔攻伤害。#r #r右键使用，可以让骑乘学习此技能。造成的伤害受骑乘的智力属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N三级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于50。	1	-1	-1	99	250000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	攻击技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
12052144	12	5	2144	CJSH_item_zhipian_2_2	骑术秘笈：四级偷袭	在攻击目标时有10%的几率对目标造成一次额外魔攻伤害。#r #r右键使用，可以让骑乘学习此技能。造成的伤害受骑乘的智力属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N四级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70。	1	-1	-1	99	625000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	攻击技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	4	-1	0	-1	-1	-1	1
12052145	12	5	2145	CJSH_item_zhipian_2_2	骑术秘笈：五级偷袭	在攻击目标时有10%的几率对目标造成一次额外魔攻伤害。#r #r右键使用，可以让骑乘学习此技能。造成的伤害受骑乘的智力属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N五级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	1500000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	攻击技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
12052146	12	5	2146	CJSH_item_zhipian_2_2	骑术秘笈：六级偷袭	在攻击目标时有10%的几率对目标造成一次额外魔攻伤害。#r #r右键使用，可以让骑乘学习此技能。造成的伤害受骑乘的智力属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N六级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于80。	1	-1	-1	99	2000000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	攻击技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	6	-1	0	-1	-1	-1	1
12052151	12	5	2151	CJSH_item_zhipian_2_2	骑术秘笈：一级回春	在受到伤害时有10%几率每2秒恢复少量的生命值，持续20秒。#r #r右键使用，可以让骑乘学习此技能。恢复效果受骑乘的体质属性与资质影响，技能等级越高，效果越强。#r #r王城#S骑乘技能大师#cC8B88E出售。	1	-1	-1	99	10000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	回复技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
12052152	12	5	2152	CJSH_item_zhipian_2_2	骑术秘笈：二级回春	在受到伤害时有10%几率每2秒恢复少量的生命值，持续20秒。#r #r右键使用，可以让骑乘学习此技能。恢复效果受骑乘的体质属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N二级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于30。	1	-1	-1	99	100000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	回复技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	2	-1	0	-1	-1	-1	1
12052153	12	5	2153	CJSH_item_zhipian_2_2	骑术秘笈：三级回春	在受到伤害时有10%几率每2秒恢复少量的生命值，持续20秒。#r #r右键使用，可以让骑乘学习此技能。恢复效果受骑乘的体质属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N三级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于50。	1	-1	-1	99	250000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	回复技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
12052154	12	5	2154	CJSH_item_zhipian_2_2	骑术秘笈：四级回春	在受到伤害时有10%几率每2秒恢复少量的生命值，持续20秒。#r #r右键使用，可以让骑乘学习此技能。恢复效果受骑乘的体质属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N四级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70。	1	-1	-1	99	625000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	回复技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	4	-1	0	-1	-1	-1	1
12052155	12	5	2155	CJSH_item_zhipian_2_2	骑术秘笈：五级回春	在受到伤害时有10%几率每2秒恢复少量的生命值，持续20秒。#r #r右键使用，可以让骑乘学习此技能。恢复效果受骑乘的体质属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N五级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	1500000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	回复技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
12052156	12	5	2156	CJSH_item_zhipian_2_2	骑术秘笈：六级回春	在受到伤害时有10%几率每2秒恢复少量的生命值，持续20秒。#r #r右键使用，可以让骑乘学习此技能。恢复效果受骑乘的体质属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N六级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于80。	1	-1	-1	99	2000000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	回复技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	6	-1	0	-1	-1	-1	1
12052161	12	5	2161	CJSH_item_zhipian_2_2	骑术秘笈：一级回复	在受到伤害时有10%几率回复一定的生命值。#r #r右键使用，可以让骑乘学习此技能。回复效果受骑乘的体质属性与资质影响，技能等级越高，效果越强。#r #r#g蒙古驯马术（3级）#cC8B88E制作。	1	-1	-1	99	5000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	回复技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
12052162	12	5	2162	CJSH_item_zhipian_2_2	骑术秘笈：二级回复	在受到伤害时有10%几率回复一定的生命值。#r #r右键使用，可以让骑乘学习此技能。回复效果受骑乘的体质属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N二级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于30。	1	-1	-1	99	100000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	回复技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	2	-1	0	-1	-1	-1	1
12052163	12	5	2163	CJSH_item_zhipian_2_2	骑术秘笈：三级回复	在受到伤害时有10%几率回复一定的生命值。#r #r右键使用，可以让骑乘学习此技能。回复效果受骑乘的体质属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N三级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于50。	1	-1	-1	99	250000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	回复技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
12052164	12	5	2164	CJSH_item_zhipian_2_2	骑术秘笈：四级回复	在受到伤害时有10%几率回复一定的生命值。#r #r右键使用，可以让骑乘学习此技能。回复效果受骑乘的体质属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N四级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70。	1	-1	-1	99	625000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	回复技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	4	-1	0	-1	-1	-1	1
12052165	12	5	2165	CJSH_item_zhipian_2_2	骑术秘笈：五级回复	在受到伤害时有10%几率回复一定的生命值。#r #r右键使用，可以让骑乘学习此技能。回复效果受骑乘的体质属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N五级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	1500000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	回复技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
12052166	12	5	2166	CJSH_item_zhipian_2_2	骑术秘笈：六级回复	在受到伤害时有10%几率回复一定的生命值。#r #r右键使用，可以让骑乘学习此技能。回复效果受骑乘的体质属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N六级秘笈类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于80。	1	-1	-1	99	2000000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	回复技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	6	-1	0	-1	-1	-1	1
12052171	12	5	2171	CJSH_item_zhipian_2_2	骑术秘笈：一级防御	骑乘学习后可以使主人的防御增加10点。#r #r右键使用，可以让骑乘学习此技能。#r #r#g副本囚龙岛、祝家庄#cC8B88E产出。	1	-1	-1	99	5000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	特殊技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
12052172	12	5	2172	CJSH_item_zhipian_2_2	骑术秘笈：二级防御	骑乘学习后可以使主人的防御增加30点。#r #r右键使用，可以让骑乘学习此技能。#r #r大都#S骑乘技能大师#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于30。	1	-1	-1	99	100000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	特殊技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	2	-1	0	-1	-1	-1	1
12052173	12	5	2173	CJSH_item_zhipian_2_2	骑术秘笈：三级防御	骑乘学习后可以使主人的防御增加50点。#r #r右键使用，可以让骑乘学习此技能。#r #r大都#S骑乘技能大师#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于50。	1	-1	-1	99	250000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	特殊技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
12052174	12	5	2174	CJSH_item_zhipian_2_2	骑术秘笈：四级防御	骑乘学习后可以使主人的防御增加70点。#r #r右键使用，可以让骑乘学习此技能。#r #r大都#S骑乘技能大师#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70。	1	-1	-1	99	625000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	特殊技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	4	-1	0	-1	-1	-1	1
12052175	12	5	2175	CJSH_item_zhipian_2_2	骑术秘笈：五级防御	骑乘学习后可以使主人的防御增加90点。#r #r右键使用，可以让骑乘学习此技能。#r #r大都#S骑乘技能大师#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	1500000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	特殊技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
12052176	12	5	2176	CJSH_item_zhipian_2_2	骑术秘笈：六级防御	骑乘学习后可以使主人的防御增加110点。#r #r右键使用，可以让骑乘学习此技能。#r #r大都#S骑乘技能大师#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于80。	1	-1	-1	99	2000000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	特殊技能	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	6	-1	0	-1	-1	-1	1
12052181	12	5	2181	CJSH_item_zhipian_2_2	骑术宝典：一级震撼	对目标周围最多6个目标造成一次近攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的力量属性与资质影响，技能等级越高，效果越强。	1	-1	-1	99	5000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
12052182	12	5	2182	CJSH_item_zhipian_2_2	骑术宝典：二级震撼	对目标周围最多6个目标造成一次近攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的力量属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N二级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	100000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	2	-1	0	-1	-1	-1	1
12052183	12	5	2183	CJSH_item_zhipian_2_2	骑术宝典：三级震撼	对目标周围最多6个目标造成一次近攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的力量属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N三级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于90。	1	-1	-1	99	250000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
12052184	12	5	2184	CJSH_item_zhipian_2_2	骑术宝典：四级震撼	对目标周围最多6个目标造成一次近攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的力量属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N四级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70。	1	-1	-1	99	625000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	4	-1	0	-1	-1	-1	1
12052185	12	5	2185	CJSH_item_zhipian_2_2	骑术宝典：五级震撼	对目标周围最多6个目标造成一次近攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的力量属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N五级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	1500000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
12052186	12	5	2186	CJSH_item_zhipian_2_2	骑术宝典：六级震撼	对目标周围最多6个目标造成一次近攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的力量属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N六级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于80。	1	-1	-1	99	2000000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	6	-1	0	-1	-1	-1	1
12052191	12	5	2191	CJSH_item_zhipian_2_2	骑术宝典：一级羽锋	对目标周围最多6个目标造成一次远攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的敏捷属性与资质影响，技能等级越高，效果越强。	1	-1	-1	99	5000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
12052192	12	5	2192	CJSH_item_zhipian_2_2	骑术宝典：二级羽锋	对目标周围最多6个目标造成一次远攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的敏捷属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N二级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	100000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	2	-1	0	-1	-1	-1	1
12052193	12	5	2193	CJSH_item_zhipian_2_2	骑术宝典：三级羽锋	对目标周围最多6个目标造成一次远攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的敏捷属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N三级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于90。	1	-1	-1	99	250000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
12052194	12	5	2194	CJSH_item_zhipian_2_2	骑术宝典：四级羽锋	对目标周围最多6个目标造成一次远攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的敏捷属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N四级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70。	1	-1	-1	99	625000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	4	-1	0	-1	-1	-1	1
12052195	12	5	2195	CJSH_item_zhipian_2_2	骑术宝典：五级羽锋	对目标周围最多6个目标造成一次远攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的敏捷属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N五级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	1500000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
12052196	12	5	2196	CJSH_item_zhipian_2_2	骑术宝典：六级羽锋	对目标周围最多6个目标造成一次远攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的敏捷属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N六级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于80。	1	-1	-1	99	2000000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	6	-1	0	-1	-1	-1	1
12052201	12	5	2201	CJSH_item_zhipian_2_2	骑术宝典：一级魔舞	对目标周围最多6个目标造成一次魔攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的智力属性与资质影响，技能等级越高，效果越强。	1	-1	-1	99	5000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
12052202	12	5	2202	CJSH_item_zhipian_2_2	骑术宝典：二级魔舞	对目标周围最多6个目标造成一次魔攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的智力属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N二级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	100000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	2	-1	0	-1	-1	-1	1
12052203	12	5	2203	CJSH_item_zhipian_2_2	骑术宝典：三级魔舞	对目标周围最多6个目标造成一次魔攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的智力属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N三级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于90。	1	-1	-1	99	250000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
12052204	12	5	2204	CJSH_item_zhipian_2_2	骑术宝典：四级魔舞	对目标周围最多6个目标造成一次魔攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的智力属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N四级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70。	1	-1	-1	99	625000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	4	-1	0	-1	-1	-1	1
12052205	12	5	2205	CJSH_item_zhipian_2_2	骑术宝典：五级魔舞	对目标周围最多6个目标造成一次魔攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的智力属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N五级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	1500000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
12052206	12	5	2206	CJSH_item_zhipian_2_2	骑术宝典：六级魔舞	对目标周围最多6个目标造成一次魔攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的智力属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N六级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于80。	1	-1	-1	99	2000000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	6	-1	0	-1	-1	-1	1
12052211	12	5	2211	CJSH_item_zhipian_2_2	骑术宝典：一级无刃	对目标造成一次近攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的力量属性与资质影响，技能等级越高，效果越强。	1	-1	-1	99	5000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
12052212	12	5	2212	CJSH_item_zhipian_2_2	骑术宝典：二级无刃	对目标造成一次近攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的力量属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N二级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	100000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	2	-1	0	-1	-1	-1	1
12052213	12	5	2213	CJSH_item_zhipian_2_2	骑术宝典：三级无刃	对目标造成一次近攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的力量属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N三级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于90。	1	-1	-1	99	250000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
12052214	12	5	2214	CJSH_item_zhipian_2_2	骑术宝典：四级无刃	对目标造成一次近攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的力量属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N四级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70。	1	-1	-1	99	625000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	4	-1	0	-1	-1	-1	1
12052215	12	5	2215	CJSH_item_zhipian_2_2	骑术宝典：五级无刃	对目标造成一次近攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的力量属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N五级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	1500000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	5	-1	0	-1	-1	-1	1
12052216	12	5	2216	CJSH_item_zhipian_2_2	骑术宝典：六级无刃	对目标造成一次近攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的力量属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N六级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于80。	1	-1	-1	99	2000000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	6	-1	0	-1	-1	-1	1
12052221	12	5	2221	CJSH_item_zhipian_2_2	骑术宝典：一级锋芒	对目标造成一次远攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的敏捷属性与资质影响，技能等级越高，效果越强。	1	-1	-1	99	5000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	1	-1	0	-1	-1	-1	1
12052222	12	5	2222	CJSH_item_zhipian_2_2	骑术宝典：二级锋芒	对目标造成一次远攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的敏捷属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N二级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于70，并且骑乘等级不低于80。	1	-1	-1	99	100000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	2	-1	0	-1	-1	-1	1
12052223	12	5	2223	CJSH_item_zhipian_2_2	骑术宝典：三级锋芒	对目标造成一次远攻伤害。#r #r右键使用，可以让骑乘学习此技能。伤害数值受骑乘的敏捷属性与资质影响，技能等级越高，效果越强。#r #r#g金币商城（快捷键J）#O骑乘养成区#N三级宝典类#cC8B88E出售。#r #r#O学习要求坐骑携带等级不低于80，并且骑乘等级不低于90。	1	-1	-1	99	250000	1	3	1	-1	-1	-1	-1	-1	4	4	-1	0	0	技能书	掉落书籍.lmodel	cj_yingguang_huang	0	ffffff	-1	3	-1	0	-1	-1	-1	1
