INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING
652	418	4	大都-[40级]太行山	144	38	506	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	37	128.5	123	大都-[40级]大都·东
653	411	0	大都-[40级]大都·中心城	126.8	173	507	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
654	416	0	大都-[40级]大都·崇天门	127	81	507	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
655	414	0	大都-[40级]大都·大相国寺	43	92	507	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
656	419	0	大都-[40级]大都·赵王府	210	76	507	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
657	415	38	大都-[40级]大都·西	157	135	507	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
658	412	37	大都-[40级]大都·东	128.5	123	507	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
659	413	36	大都-[40级]大都·南	128	98	507	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
660	417	2	大都-[40级]泰山	168	145	507	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
661	418	4	大都-[40级]太行山	144	38	507	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	128	98	大都-[40级]大都·东
662	420	250	王国-[10级]王城中心广场	128.050003	138	522	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	250	128.050003	138	王城
663	421	298	王国草原-[10级]罕难河	141	56	522	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	250	128.050003	138	王城
664	422	299	王国草原-[15级]乞颜部	97	150	522	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	250	128.050003	138	王城
665	423	300	王国草原-[20级]塔塔尔	200	200	522	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	250	128.050003	138	王城
666	425	301	王国草原-[25级]克烈部	181	173	522	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	250	128.050003	138	王城
667	424	302	王国草原-[30级]乃蛮部	80	131	522	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	250	128.050003	138	王城
668	426	303	王国草原-[35级]居庸关外	133	127	522	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	250	128.050003	138	王城
669	420	250	王国-[10级]王城中心广场	128.050003	138	523	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	298	141	56	蒙古罕难河
670	421	298	王国草原-[10级]罕难河	141	56	523	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	298	141	56	蒙古罕难河
671	422	299	王国草原-[15级]乞颜部	97	150	523	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	298	141	56	蒙古罕难河
672	423	300	王国草原-[20级]塔塔尔	200	200	523	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	298	141	56	蒙古罕难河
673	425	301	王国草原-[25级]克烈部	181	173	523	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	298	141	56	蒙古罕难河
674	424	302	王国草原-[30级]乃蛮部	80	131	523	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	298	141	56	蒙古罕难河
675	426	303	王国草原-[35级]居庸关外	133	127	523	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	298	141	56	蒙古罕难河
676	420	250	王国-[10级]王城中心广场	128.050003	138	524	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	299	97	150	蒙古乞颜部
677	421	298	王国草原-[10级]罕难河	141	56	524	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	299	97	150	蒙古乞颜部
678	422	299	王国草原-[15级]乞颜部	97	150	524	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	299	97	150	蒙古乞颜部
679	423	300	王国草原-[20级]塔塔尔	200	200	524	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	299	97	150	蒙古乞颜部
680	425	301	王国草原-[25级]克烈部	181	173	524	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	299	97	150	蒙古乞颜部
681	424	302	王国草原-[30级]乃蛮部	80	131	524	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	299	97	150	蒙古乞颜部
682	426	303	王国草原-[35级]居庸关外	133	127	524	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	299	97	150	蒙古乞颜部
683	431	15	大都-[40级]威海怒威号	177.399994	135.300003	525	1	1	x:0.2 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	177.399994	135.300003	威海怒威号
684	432	26	领地-[110级]对马岛	100	100	525	1	999	x:0.6 y:0.4	2300	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	177.399994	135.300003	威海怒威号
685	433	33	领地-[130级]婆罗洲	100	100	525	1	999	x:0.5 y:0.8	2900	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	177.399994	135.300003	威海怒威号
686	431	15	大都-[40级]威海怒威号	177.399994	135.300003	526	1	1	x:0.2 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	32	100	100	对马岛
687	432	26	领地-[110级]对马岛	100	100	526	1	1	x:0.5 y:0.8	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	32	100	100	对马岛
688	431	15	大都-[40级]威海怒威号	177.399994	135.300003	527	1	1	x:0.2 y:0.8	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	33	100	100	婆罗洲
689	433	33	领地-[130级]婆罗洲	100	100	527	1	1	x:0.9 y:0.6	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	33	100	100	婆罗洲
690	441	250	王国-[10级]王城中心广场	128.050003	138	528	1	1	x:0.2 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	250	128.050003	138	王城-中心广场
691	442	0	大都-[40级]大都·中心城	126.8	173	528	1	1	x:0.7 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	250	128.050003	138	王城-中心广场
692	441	250	王国-[10级]王城中心广场	128.050003	138	529	1	1	x:0.2 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
693	442	0	大都-[40级]大都·中心城	126.8	173	529	1	1	x:0.7 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
694	411	0	大都-[40级]大都·中心城	126.8	173	530	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
695	416	0	大都-[40级]大都·崇天门	127	81	530	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
696	414	0	大都-[40级]大都·大相国寺	43	92	530	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
697	419	0	大都-[40级]大都·赵王府	210	76	530	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
698	415	38	大都-[40级]大都·西	157	135	530	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
699	412	37	大都-[40级]大都·东	128.5	123	530	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
700	413	36	大都-[40级]大都·南	128	98	530	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
701	417	2	大都-[40级]泰山	168	145	530	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
702	418	4	大都-[40级]太行山	144	38	530	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都-[40级]大都·西
703	420	250	王国-[10级]王城中心广场	128.050003	138	531	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	300	200	200	王国草原-塔塔尔
704	421	298	王国草原-[10级]罕难河	141	56	531	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	300	200	200	王国草原-塔塔尔
705	422	299	王国草原-[15级]乞颜部	97	150	531	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	300	200	200	王国草原-塔塔尔
706	423	300	王国草原-[20级]塔塔尔	200	200	531	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	300	200	200	王国草原-塔塔尔
707	425	301	王国草原-[25级]克烈部	181	173	531	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	300	200	200	王国草原-塔塔尔
708	424	302	王国草原-[30级]乃蛮部	80	131	531	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	300	200	200	王国草原-塔塔尔
709	426	303	王国草原-[35级]居庸关外	133	127	531	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	300	200	200	王国草原-塔塔尔
710	420	250	王国-[10级]王城中心广场	128.050003	138	532	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	302	80	131	王国草原-乃蛮部
711	421	298	王国草原-[10级]罕难河	141	56	532	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	302	80	131	王国草原-乃蛮部
712	422	299	王国草原-[15级]乞颜部	97	150	532	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	302	80	131	王国草原-乃蛮部
713	423	300	王国草原-[20级]塔塔尔	200	200	532	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	302	80	131	王国草原-乃蛮部
714	425	301	王国草原-[25级]克烈部	181	173	532	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	302	80	131	王国草原-乃蛮部
715	424	302	王国草原-[30级]乃蛮部	80	131	532	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	302	80	131	王国草原-乃蛮部
716	426	303	王国草原-[35级]居庸关外	133	127	532	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	302	80	131	王国草原-乃蛮部
717	420	250	王国-[10级]王城中心广场	128.050003	138	533	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	301	181	173	王国草原-克列部
718	421	298	王国草原-[10级]罕难河	141	56	533	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	301	181	173	王国草原-克列部
719	422	299	王国草原-[15级]乞颜部	97	150	533	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	301	181	173	王国草原-克列部
720	423	300	王国草原-[20级]塔塔尔	200	200	533	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	301	181	173	王国草原-克列部
721	425	301	王国草原-[25级]克烈部	181	173	533	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	301	181	173	王国草原-克列部
722	424	302	王国草原-[30级]乃蛮部	80	131	533	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	301	181	173	王国草原-克列部
723	426	303	王国草原-[35级]居庸关外	133	127	533	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	301	181	173	王国草原-克列部
724	420	250	王国-[10级]王城中心广场	128.050003	138	534	1	1	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	303	133	127	居庸关外
725	421	298	王国草原-[10级]罕难河	141	56	534	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	303	133	127	居庸关外
726	422	299	王国草原-[15级]乞颜部	97	150	534	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	303	133	127	居庸关外
727	423	300	王国草原-[20级]塔塔尔	200	200	534	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	303	133	127	居庸关外
728	425	301	王国草原-[25级]克烈部	181	173	534	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	303	133	127	居庸关外
729	424	302	王国草原-[30级]乃蛮部	80	131	534	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	303	133	127	居庸关外
730	426	303	王国草原-[35级]居庸关外	133	127	534	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	303	133	127	居庸关外
731	441	250	王国-[10级]王城中心广场	128.050003	138	535	1	1	x:0.5 y:0.3	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	250	128.050003	138	王城-中心广场
732	443	251	边塞-[20级]边塞	126.5	183	535	1	1	x:0.5 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	250	128.050003	138	王城-中心广场
733	441	250	王国-[10级]王城中心广场	128.050003	138	536	1	1	x:0.5 y:0.3	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	251	126.5	183	玉门关
734	443	251	边塞-[20级]边塞	126.5	183	536	1	1	x:0.5 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	251	126.5	183	玉门关
735	441	250	王国-[10级]王城中心广场	128.050003	138	537	1	1	x:0.3 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	250	128.050003	138	王城-中心广场
736	444	15	威海港-[40级]威海港	117.5	114	537	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	250	128.050003	138	王城-中心广场
737	441	250	王国-[10级]王城中心广场	128.050003	138	538	1	1	x:0.3 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
738	444	15	威海港-[40级]威海港	117.5	114	538	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
739	442	0	大都-[40级]大都·中心城	126.8	173	539	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
740	443	251	边塞-[20级]边塞	126.5	183	539	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	0	126.8	173	大都驿卒
741	442	0	大都-[40级]大都·中心城	126.8	173	540	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	251	126.5	183	玉门关
742	443	251	边塞-[20级]边塞	126.5	183	540	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	251	126.5	183	玉门关
743	444	15	威海港-[40级]威海港	117.5	114	541	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
744	443	251	边塞-[20级]边塞	126.5	183	541	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
745	444	15	威海港-[40级]威海港	117.5	114	542	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	251	126.5	183	玉门关
746	443	251	边塞-[20级]边塞	126.5	183	542	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	251	126.5	183	玉门关
747	442	0	大都-[40级]大都·中心城	126.8	173	543	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
748	444	15	威海港-[40级]威海港	117.5	114	543	1	1	x:0.6 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
749	442	0	大都-[40级]大都·中心城	126.8	173	544	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
750	444	15	威海港-[40级]威海港	117.5	114	544	1	1	x:0.6 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
751	451	251	边塞-[20级]玉门关	126.5	183	545	1	1	x:0.5 y:0.3	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	251	126.5	183	玉门关
752	452	251	边塞-[20级]河西走廊	126.5	38	545	1	1	x:0.5 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	251	126.5	183	玉门关
753	451	251	边塞-[20级]玉门关	126.5	183	546	1	1	x:0.5 y:0.3	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	251	126.5	38	河西走廊
754	452	251	边塞-[20级]河西走廊	126.5	38	546	1	1	x:0.5 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	251	126.5	38	河西走廊
755	453	15	威海港-[40级]定海广场	117.5	114	547	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
756	454	15	威海港-[40级]怒威号	177.399994	135.300003	547	1	1	x:0.6 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
757	453	15	威海港-[40级]定海广场	117.5	114	548	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	177.399994	135.300003	威海怒威号
758	454	15	威海港-[40级]怒威号	177.399994	135.300003	548	1	1	x:0.6 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	177.399994	135.300003	威海怒威号
759	411	0	大都-[40级]大都·中心城	126.8	173	549	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
760	416	0	大都-[40级]大都·崇天门	127	81	549	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
761	414	0	大都-[40级]大都·大相国寺	43	92	549	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	0	127	81	大都-[41级]大都·崇天门
762	419	0	大都-[40级]大都·赵王府	210	76	549	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	0	127	81	大都-[42级]大都·崇天门
763	415	38	大都-[40级]大都·西	157	135	549	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
764	412	37	大都-[40级]大都·东	128.5	123	549	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
765	413	36	大都-[40级]大都·南	128	98	549	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
766	417	2	大都-[40级]泰山	168	145	549	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
767	418	4	大都-[40级]太行山	144	38	549	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
768	411	0	大都-[40级]大都·中心城	126.8	173	550	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
769	416	0	大都-[40级]大都·崇天门	127	81	550	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
770	414	0	大都-[40级]大都·大相国寺	43	92	550	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
771	419	0	大都-[40级]大都·赵王府	210	76	550	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
772	415	38	大都-[40级]大都·西	157	135	550	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
773	412	37	大都-[40级]大都·东	128.5	123	550	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
774	413	36	大都-[40级]大都·南	128	98	550	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
775	417	2	大都-[40级]泰山	168	145	550	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
776	418	4	大都-[40级]太行山	144	38	550	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
777	411	0	大都-[40级]大都·中心城	126.8	173	551	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
778	416	0	大都-[40级]大都·崇天门	127	81	551	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
