INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT
10238120	3002	男爵骑士战甲	产地：蒙古	CJSH_equip_shangyi_1_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238130	3002	男爵骑士战甲	产地：蒙古	CJSH_equip_shangyi_1_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238140	3002	男爵骑士战甲	产地：蒙古	CJSH_equip_shangyi_1_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238150	3002	男爵骑士战甲	产地：蒙古	CJSH_equip_shangyi_1_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238200	3002	千寻护法战甲	产地：蒙古	CJSH_equip_shangyi_3_4	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238210	3002	千寻护法战甲	产地：蒙古	CJSH_equip_shangyi_2_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238220	3002	千寻护法战甲	产地：蒙古	CJSH_equip_shangyi_2_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238230	3002	千寻护法战甲	产地：蒙古	CJSH_equip_shangyi_2_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238240	3002	千寻护法战甲	产地：蒙古	CJSH_equip_shangyi_2_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238250	3002	千寻护法战甲	产地：蒙古	CJSH_equip_shangyi_2_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238300	3002	子爵骑士战甲	产地：蒙古	CJSH_equip_shangyi_3_4	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238310	3002	子爵骑士战甲	产地：蒙古	CJSH_equip_shangyi_2_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238320	3002	子爵骑士战甲	产地：蒙古	CJSH_equip_shangyi_2_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238330	3002	子爵骑士战甲	产地：蒙古	CJSH_equip_shangyi_2_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238340	3002	子爵骑士战甲	产地：蒙古	CJSH_equip_shangyi_2_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238350	3002	子爵骑士战甲	产地：蒙古	CJSH_equip_shangyi_2_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238400	3028	四象江湖战甲	产地：蒙古	HAN2_Equip_common_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238410	3028	四象江湖战甲	产地：蒙古	HAN2_Equip_common_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238420	3028	四象江湖战甲	产地：蒙古	HAN2_Equip_common_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238430	3028	四象江湖战甲	产地：蒙古	HAN2_Equip_common_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238440	3028	四象江湖战甲	产地：蒙古	HAN2_Equip_common_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238450	3028	四象江湖战甲	产地：蒙古	HAN2_Equip_common_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238500	3029	六合江湖战甲	产地：蒙古	HAN2_Equip_common_5_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238510	3029	六合江湖战甲	产地：蒙古	HAN2_Equip_common_5_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238520	3029	六合江湖战甲	产地：蒙古	HAN2_Equip_common_5_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238530	3029	六合江湖战甲	产地：蒙古	HAN2_Equip_common_5_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238540	3029	六合江湖战甲	产地：蒙古	HAN2_Equip_common_5_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238550	3029	六合江湖战甲	产地：蒙古	HAN2_Equip_common_5_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																		23
10238600	3023	神龙掌门战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238610	3023	神龙掌门战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238620	3023	神龙掌门战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238630	3023	神龙掌门战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238640	3023	神龙掌门战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238650	3023	神龙掌门战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238700	3023	神赐金牌战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238710	3023	神赐金牌战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238720	3023	神赐金牌战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238730	3023	神赐金牌战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238740	3023	神赐金牌战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238750	3023	神赐金牌战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238760	3024	天赐金牌战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238761	3024	天赐金牌战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238762	3024	天赐金牌战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238763	3024	天赐金牌战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238764	3024	天赐金牌战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238765	3024	天赐金牌战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10238801	3003	世传君主战甲	产地：蒙古	HAN2_Equip_shichuan_wushi_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238802	3004	国传君主战甲	产地：金国	HAN2_Equip_guochuan_wushi_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238803	3005	神传君主战甲	产地：西域	HAN2_Equip_shenchuan_wushi_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238804	3023	神龙掌门战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238805	3023	神赐金牌战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238811	3003	世传君主战甲	产地：蒙古	HAN2_Equip_shichuan_jianxia_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238812	3004	国传君主战甲	产地：金国	HAN2_Equip_guochuan_jianxia_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238813	3005	神传君主战甲	产地：西域	HAN2_Equip_shenchuan_jianxia_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238814	3023	神龙掌门战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238815	3023	神赐金牌战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238821	3003	世传君主战甲	产地：蒙古	HAN2_Equip_shichuan_qishe_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238822	3004	国传君主战甲	产地：金国	HAN2_Equip_guochuan_qishe_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238823	3005	神传君主战甲	产地：西域	HAN2_Equip_shenchuan_qishe_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238824	3023	神龙掌门战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238825	3023	神赐金牌战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238831	3003	世传君主战甲	产地：蒙古	HAN2_Equip_shichuan_huoqiang_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238832	3004	国传君主战甲	产地：金国	HAN2_Equip_guochuan_huoqiang_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238833	3005	神传君主战甲	产地：西域	HAN2_Equip_shenchuan_huoqiang_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238834	3023	神龙掌门战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238835	3023	神赐金牌战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238841	3003	世传君主战甲	产地：蒙古	HAN2_Equip_shichuan_xianzhi_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238842	3004	国传君主战甲	产地：金国	HAN2_Equip_guochuan_xianzhi_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238843	3005	神传君主战甲	产地：西域	HAN2_Equip_shenchuan_xianzhi_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238844	3023	神龙掌门战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238845	3023	神赐金牌战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238851	3003	世传君主战甲	产地：蒙古	HAN2_Equip_shichuan_saman_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238852	3004	国传君主战甲	产地：金国	HAN2_Equip_guochuan_saman_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238853	3005	神传君主战甲	产地：西域	HAN2_Equip_shenchuan_saman_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238854	3023	神龙掌门战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238855	3023	神赐金牌战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238900	3006	天传君主战甲	产地：莱茵河畔	HAN2_Equip_tianchuan_wushi_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238901	3006	天传君主战甲	产地：莱茵河畔	HAN2_Equip_tianchuan_jianxia_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238902	3006	天传君主战甲	产地：莱茵河畔	HAN2_Equip_tianchuan_qishe_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238903	3006	天传君主战甲	产地：莱茵河畔	HAN2_Equip_tianchuan_huoqiang_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10238904	3006	天传君主战甲	产地：莱茵河畔	HAN2_Equip_tianchuan_xianzhi_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																	-1	23
10238905	3006	天传君主战甲	产地：莱茵河畔	HAN2_Equip_tianchuan_saman_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238910	3024	天赐金牌战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238911	3024	天赐金牌战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238912	3024	天赐金牌战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238913	3024	天赐金牌战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238914	3024	天赐金牌战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10238915	3024	天赐金牌战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239000	3002	神传远征战甲	产地：西域	CJSH_equip_shangyi_1_4	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239001	3005	神传远征战甲	产地：西域	CJSH_equip_shangyi_3_5	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239002	3005	神传远征战甲	产地：西域	CJSH_equip_shangyi_3_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239003	3005	神传远征战甲	产地：西域	CJSH_equip_shangyi_3_7	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239004	3005	神传远征战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239005	3005	神传远征战甲	产地：西域	CJSH_equip_shangyi_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239006	3023	神赐可汗战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239007	3023	神赐可汗战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239008	3023	神赐可汗战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239009	3023	神赐可汗战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239010	3023	神赐可汗战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239011	3023	神赐可汗战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239012	3023	神龙刺陵战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239013	3023	神龙刺陵战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239014	3023	神龙刺陵战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239015	3023	神龙刺陵战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239016	3023	神龙刺陵战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239017	3023	神龙刺陵战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239018	3006	天传远征战甲	产地：莱茵河畔	CJSH_equip_taozhuang_5_12	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239019	3006	天传远征战甲	产地：莱茵河畔	CJSH_equip_taozhuang_6_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239020	3006	天传远征战甲	产地：莱茵河畔	CJSH_equip_taozhuang_5_2	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239021	3006	天传远征战甲	产地：莱茵河畔	CJSH_equip_taozhuang_6_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239022	3006	天传远征战甲	产地：莱茵河畔	CJSH_equip_taozhuang_5_7	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239023	3006	天传远征战甲	产地：莱茵河畔	CJSH_equip_taozhuang_6_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239024	3024	天赐可汗战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239025	3024	天赐可汗战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239026	3024	天赐可汗战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239027	3024	天赐可汗战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239028	3024	天赐可汗战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239029	3024	天赐可汗战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239030	3026	冥传君主战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239031	3026	冥传君主战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239032	3026	冥传君主战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239033	3026	冥传君主战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239034	3026	冥传君主战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239035	3026	冥传君主战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	ffcc00																																		23
10239100	3002	神传远征战甲	产地：西域	CJSH_equip_shangyi_1_4	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239101	3005	神传远征战甲	产地：西域	CJSH_equip_shangyi_3_5	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239102	3005	神传远征战甲	产地：西域	CJSH_equip_shangyi_3_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239103	3005	神传远征战甲	产地：西域	CJSH_equip_shangyi_3_7	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239104	3005	神传远征战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239105	3005	神传远征战甲	产地：西域	CJSH_equip_shangyi_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239106	3023	神赐可汗战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239107	3023	神赐可汗战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239108	3023	神赐可汗战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239109	3023	神赐可汗战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239110	3023	神赐可汗战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239111	3023	神赐可汗战甲	产地：西域	HAN2_Equip_shenci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239112	3023	神龙刺陵战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239113	3023	神龙刺陵战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239114	3023	神龙刺陵战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239115	3023	神龙刺陵战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239116	3023	神龙刺陵战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239117	3023	神龙刺陵战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239118	3006	天传远征战甲	产地：莱茵河畔	CJSH_equip_taozhuang_5_12	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239119	3006	天传远征战甲	产地：莱茵河畔	CJSH_equip_taozhuang_6_6	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239120	3006	天传远征战甲	产地：莱茵河畔	CJSH_equip_taozhuang_5_2	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239121	3006	天传远征战甲	产地：莱茵河畔	CJSH_equip_taozhuang_6_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239122	3006	天传远征战甲	产地：莱茵河畔	CJSH_equip_taozhuang_5_7	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239123	3006	天传远征战甲	产地：莱茵河畔	CJSH_equip_taozhuang_6_11	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239124	3024	天赐可汗战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239125	3024	天赐可汗战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239126	3024	天赐可汗战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239127	3024	天赐可汗战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239128	3024	天赐可汗战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239129	3024	天赐可汗战甲	产地：西域	HAN2_Equip_tianci_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239130	3026	冥传君主战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239131	3026	冥传君主战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239132	3026	冥传君主战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239133	3026	冥传君主战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239134	3026	冥传君主战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239135	3026	冥传君主战甲	产地：西域	CJSH_equip_shangyi_3_8	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	950cff																																		23
10239200	3027	十夫长名将战甲	产地：蒙古	HAN2_Equip_common_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239201	3027	十夫长名将战甲	产地：蒙古	HAN2_Equip_common_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239202	3027	十夫长名将战甲	产地：蒙古	HAN2_Equip_common_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239203	3027	十夫长名将战甲	产地：蒙古	HAN2_Equip_common_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239204	3027	十夫长名将战甲	产地：蒙古	HAN2_Equip_common_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239205	3027	十夫长名将战甲	产地：蒙古	HAN2_Equip_common_1_1	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239206	3028	百夫长名将战甲	产地：蒙古	HAN2_Equip_common_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239207	3028	百夫长名将战甲	产地：蒙古	HAN2_Equip_common_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239208	3028	百夫长名将战甲	产地：蒙古	HAN2_Equip_common_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239209	3028	百夫长名将战甲	产地：蒙古	HAN2_Equip_common_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239210	3028	百夫长名将战甲	产地：蒙古	HAN2_Equip_common_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239211	3028	百夫长名将战甲	产地：蒙古	HAN2_Equip_common_3_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239212	3029	千夫长名将战甲	产地：蒙古	HAN2_Equip_common_5_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239213	3029	千夫长名将战甲	产地：蒙古	HAN2_Equip_common_5_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
10239214	3029	千夫长名将战甲	产地：蒙古	HAN2_Equip_common_5_9	衣服	掉落上衣.lmodel	cj_yingguang_huang	0	26d12b																																	-1	23
