INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	FLOAT	INT	STRING	STRING	INT	INT	CNC	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	FLOAT
2453	-1	40%	勾栏曲台	#cF9BA11对目标造成300%远攻伤害，同时对目标每秒产生18点远攻伤害，持续3秒，自身远攻计算比率30%，目标近防计算比率30%|#cF9BA11对目标造成310%远攻伤害，同时对目标每秒产生21点远攻伤害，持续3秒，自身远攻计算比率35%，目标近防计算比率30%|#cF9BA11对目标造成320%远攻伤害，同时对目标每秒产生24点远攻伤害，持续3秒，自身远攻计算比率40%，目标近防计算比率30%|#cF9BA11对目标造成330%远攻伤害，同时对目标每秒产生27点远攻伤害，持续3秒，自身远攻计算比		CJSH_skill_player_3_9	0	1	60000	3000	-1	0	1	1	1	1	0	1	0	0	34	114	124	0	0	0	0	0	0	20	-1	0	0	6	1	|生效一次的附加效果1	13173	-1	-1			0	-1		14	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	2000	0	-1	0	999	-1	1	-1	360	6	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2454	-1	50%	勾栏曲台	#cF9BA11对目标造成300%远攻伤害，同时对目标每秒产生18点远攻伤害，持续3秒，自身远攻计算比率30%，目标近防计算比率30%|#cF9BA11对目标造成310%远攻伤害，同时对目标每秒产生21点远攻伤害，持续3秒，自身远攻计算比率35%，目标近防计算比率30%|#cF9BA11对目标造成320%远攻伤害，同时对目标每秒产生24点远攻伤害，持续3秒，自身远攻计算比率40%，目标近防计算比率30%|#cF9BA11对目标造成330%远攻伤害，同时对目标每秒产生27点远攻伤害，持续3秒，自身远攻计算比		CJSH_skill_player_3_9	0	1	60000	3000	-1	0	1	1	1	1	0	1	0	0	34	114	124	0	0	0	0	0	0	20	-1	0	0	6	1	|生效一次的附加效果1	13174	-1	-1			0	-1		14	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	2000	0	-1	0	999	-1	1	-1	360	6	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2455	-1	60%	勾栏曲台	#cF9BA11对目标造成300%远攻伤害，同时对目标每秒产生18点远攻伤害，持续3秒，自身远攻计算比率30%，目标近防计算比率30%|#cF9BA11对目标造成310%远攻伤害，同时对目标每秒产生21点远攻伤害，持续3秒，自身远攻计算比率35%，目标近防计算比率30%|#cF9BA11对目标造成320%远攻伤害，同时对目标每秒产生24点远攻伤害，持续3秒，自身远攻计算比率40%，目标近防计算比率30%|#cF9BA11对目标造成330%远攻伤害，同时对目标每秒产生27点远攻伤害，持续3秒，自身远攻计算比		CJSH_skill_player_3_9	0	1	60000	3000	-1	0	1	1	1	1	0	1	0	0	34	114	124	0	0	0	0	0	0	20	-1	0	0	6	1	|生效一次的附加效果1	13175	-1	-1			0	-1		14	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	2000	0	-1	0	999	-1	1	-1	360	6	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2456	-1	70%	勾栏曲台	#cF9BA11对目标造成300%远攻伤害，同时对目标每秒产生18点远攻伤害，持续3秒，自身远攻计算比率30%，目标近防计算比率30%|#cF9BA11对目标造成310%远攻伤害，同时对目标每秒产生21点远攻伤害，持续3秒，自身远攻计算比率35%，目标近防计算比率30%|#cF9BA11对目标造成320%远攻伤害，同时对目标每秒产生24点远攻伤害，持续3秒，自身远攻计算比率40%，目标近防计算比率30%|#cF9BA11对目标造成330%远攻伤害，同时对目标每秒产生27点远攻伤害，持续3秒，自身远攻计算比		CJSH_skill_player_3_9	0	1	60000	3000	-1	0	1	1	1	1	0	1	0	0	34	114	124	0	0	0	0	0	0	20	-1	0	0	6	1	|生效一次的附加效果1	13176	-1	-1			0	-1		14	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	2000	0	-1	0	999	-1	1	-1	360	6	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2457	-1	80%	勾栏曲台	#cF9BA11对目标造成300%远攻伤害，同时对目标每秒产生18点远攻伤害，持续3秒，自身远攻计算比率30%，目标近防计算比率30%|#cF9BA11对目标造成310%远攻伤害，同时对目标每秒产生21点远攻伤害，持续3秒，自身远攻计算比率35%，目标近防计算比率30%|#cF9BA11对目标造成320%远攻伤害，同时对目标每秒产生24点远攻伤害，持续3秒，自身远攻计算比率40%，目标近防计算比率30%|#cF9BA11对目标造成330%远攻伤害，同时对目标每秒产生27点远攻伤害，持续3秒，自身远攻计算比		CJSH_skill_player_3_9	0	1	60000	3000	-1	0	1	1	1	1	0	1	0	0	34	114	124	0	0	0	0	0	0	20	-1	0	0	6	1	|生效一次的附加效果1	13177	-1	-1			0	-1		14	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	2000	0	-1	0	999	-1	1	-1	360	6	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2458	-1	90%	勾栏曲台	#cF9BA11对目标造成300%远攻伤害，同时对目标每秒产生18点远攻伤害，持续3秒，自身远攻计算比率30%，目标近防计算比率30%|#cF9BA11对目标造成310%远攻伤害，同时对目标每秒产生21点远攻伤害，持续3秒，自身远攻计算比率35%，目标近防计算比率30%|#cF9BA11对目标造成320%远攻伤害，同时对目标每秒产生24点远攻伤害，持续3秒，自身远攻计算比率40%，目标近防计算比率30%|#cF9BA11对目标造成330%远攻伤害，同时对目标每秒产生27点远攻伤害，持续3秒，自身远攻计算比		CJSH_skill_player_3_9	0	1	60000	3000	-1	0	1	1	1	1	0	1	0	0	34	114	124	0	0	0	0	0	0	20	-1	0	0	6	1	|生效一次的附加效果1	13178	-1	-1			0	-1		14	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	2000	0	-1	0	999	-1	1	-1	360	6	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2459	-1	100%	勾栏曲台	#cF9BA11对目标造成300%远攻伤害，同时对目标每秒产生18点远攻伤害，持续3秒，自身远攻计算比率30%，目标近防计算比率30%|#cF9BA11对目标造成310%远攻伤害，同时对目标每秒产生21点远攻伤害，持续3秒，自身远攻计算比率35%，目标近防计算比率30%|#cF9BA11对目标造成320%远攻伤害，同时对目标每秒产生24点远攻伤害，持续3秒，自身远攻计算比率40%，目标近防计算比率30%|#cF9BA11对目标造成330%远攻伤害，同时对目标每秒产生27点远攻伤害，持续3秒，自身远攻计算比		CJSH_skill_player_3_9	0	1	60000	3000	-1	0	1	1	1	1	0	1	0	0	34	114	124	0	0	0	0	0	0	20	-1	0	0	6	1	|生效一次的附加效果1	13179	-1	-1			0	-1		14	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	2000	0	-1	0	999	-1	1	-1	360	6	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
#																																																																				2000																			-1																													-1
#	自身增加暴击																																																																			2000																			-1																													-1
2460	-1	50	武士技能	#cF9BA11提高暴击55持续20秒|#cF9BA11提高暴击60持续20秒|#cF9BA11提高暴击65持续20秒|#cF9BA11提高暴击70持续20秒|#cF9BA11提高暴击75持续20秒|#cF9BA11提高暴击80持续20秒|#cF9BA11提高暴击85持续20秒|#cF9BA11提高暴击90持续20秒|#cF9BA11提高暴击95持续20秒|#cF9BA11提高暴击100持续20秒|		CJSH_skill_player_1_9	0	1	75000	-1	-1	0	25	0	1	1	0	1	0	2	35		121	0	0	0	0	2	0	0	1	0	0	0	0	|生效一次的附加效果1	13180	-1	-1			0	-1		8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2461	-1	100	武士技能	#cF9BA11提高暴击55持续20秒|#cF9BA11提高暴击60持续20秒|#cF9BA11提高暴击65持续20秒|#cF9BA11提高暴击70持续20秒|#cF9BA11提高暴击75持续20秒|#cF9BA11提高暴击80持续20秒|#cF9BA11提高暴击85持续20秒|#cF9BA11提高暴击90持续20秒|#cF9BA11提高暴击95持续20秒|#cF9BA11提高暴击100持续20秒|		CJSH_skill_player_1_9	0	1	75000	-1	-1	0	25	0	1	1	0	1	0	2	35		121	0	0	0	0	2	0	0	1	0	0	0	0	|生效一次的附加效果1	13181	-1	-1			0	-1		8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2462	-1	150	武士技能	#cF9BA11提高暴击55持续20秒|#cF9BA11提高暴击60持续20秒|#cF9BA11提高暴击65持续20秒|#cF9BA11提高暴击70持续20秒|#cF9BA11提高暴击75持续20秒|#cF9BA11提高暴击80持续20秒|#cF9BA11提高暴击85持续20秒|#cF9BA11提高暴击90持续20秒|#cF9BA11提高暴击95持续20秒|#cF9BA11提高暴击100持续20秒|		CJSH_skill_player_1_9	0	1	75000	-1	-1	0	25	0	1	1	0	1	0	2	35		121	0	0	0	0	2	0	0	1	0	0	0	0	|生效一次的附加效果1	13182	-1	-1			0	-1		8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2463	-1	200	武士技能	#cF9BA11提高暴击55持续20秒|#cF9BA11提高暴击60持续20秒|#cF9BA11提高暴击65持续20秒|#cF9BA11提高暴击70持续20秒|#cF9BA11提高暴击75持续20秒|#cF9BA11提高暴击80持续20秒|#cF9BA11提高暴击85持续20秒|#cF9BA11提高暴击90持续20秒|#cF9BA11提高暴击95持续20秒|#cF9BA11提高暴击100持续20秒|		CJSH_skill_player_1_9	0	1	75000	-1	-1	0	25	0	1	1	0	1	0	2	35		121	0	0	0	0	2	0	0	1	0	0	0	0	|生效一次的附加效果1	13183	-1	-1			0	-1		8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2464	-1	250	武士技能	#cF9BA11提高暴击55持续20秒|#cF9BA11提高暴击60持续20秒|#cF9BA11提高暴击65持续20秒|#cF9BA11提高暴击70持续20秒|#cF9BA11提高暴击75持续20秒|#cF9BA11提高暴击80持续20秒|#cF9BA11提高暴击85持续20秒|#cF9BA11提高暴击90持续20秒|#cF9BA11提高暴击95持续20秒|#cF9BA11提高暴击100持续20秒|		CJSH_skill_player_1_9	0	1	75000	-1	-1	0	25	0	1	1	0	1	0	2	35		121	0	0	0	0	2	0	0	1	0	0	0	0	|生效一次的附加效果1	13184	-1	-1			0	-1		8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2465	-1	300	武士技能	#cF9BA11提高暴击55持续20秒|#cF9BA11提高暴击60持续20秒|#cF9BA11提高暴击65持续20秒|#cF9BA11提高暴击70持续20秒|#cF9BA11提高暴击75持续20秒|#cF9BA11提高暴击80持续20秒|#cF9BA11提高暴击85持续20秒|#cF9BA11提高暴击90持续20秒|#cF9BA11提高暴击95持续20秒|#cF9BA11提高暴击100持续20秒|		CJSH_skill_player_1_9	0	1	75000	-1	-1	0	25	0	1	1	0	1	0	2	35		121	0	0	0	0	2	0	0	1	0	0	0	0	|生效一次的附加效果1	13185	-1	-1			0	-1		8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2466	-1	350	武士技能	#cF9BA11提高暴击55持续20秒|#cF9BA11提高暴击60持续20秒|#cF9BA11提高暴击65持续20秒|#cF9BA11提高暴击70持续20秒|#cF9BA11提高暴击75持续20秒|#cF9BA11提高暴击80持续20秒|#cF9BA11提高暴击85持续20秒|#cF9BA11提高暴击90持续20秒|#cF9BA11提高暴击95持续20秒|#cF9BA11提高暴击100持续20秒|		CJSH_skill_player_1_9	0	1	75000	-1	-1	0	25	0	1	1	0	1	0	2	35		121	0	0	0	0	2	0	0	1	0	0	0	0	|生效一次的附加效果1	13186	-1	-1			0	-1		8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2467	-1	400	武士技能	#cF9BA11提高暴击55持续20秒|#cF9BA11提高暴击60持续20秒|#cF9BA11提高暴击65持续20秒|#cF9BA11提高暴击70持续20秒|#cF9BA11提高暴击75持续20秒|#cF9BA11提高暴击80持续20秒|#cF9BA11提高暴击85持续20秒|#cF9BA11提高暴击90持续20秒|#cF9BA11提高暴击95持续20秒|#cF9BA11提高暴击100持续20秒|		CJSH_skill_player_1_9	0	1	75000	-1	-1	0	25	0	1	1	0	1	0	2	35		121	0	0	0	0	2	0	0	1	0	0	0	0	|生效一次的附加效果1	13187	-1	-1			0	-1		8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2468	-1	450	武士技能	#cF9BA11提高暴击55持续20秒|#cF9BA11提高暴击60持续20秒|#cF9BA11提高暴击65持续20秒|#cF9BA11提高暴击70持续20秒|#cF9BA11提高暴击75持续20秒|#cF9BA11提高暴击80持续20秒|#cF9BA11提高暴击85持续20秒|#cF9BA11提高暴击90持续20秒|#cF9BA11提高暴击95持续20秒|#cF9BA11提高暴击100持续20秒|		CJSH_skill_player_1_9	0	1	75000	-1	-1	0	25	0	1	1	0	1	0	2	35		121	0	0	0	0	2	0	0	1	0	0	0	0	|生效一次的附加效果1	13188	-1	-1			0	-1		8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2469	-1	500	武士技能	#cF9BA11提高暴击55持续20秒|#cF9BA11提高暴击60持续20秒|#cF9BA11提高暴击65持续20秒|#cF9BA11提高暴击70持续20秒|#cF9BA11提高暴击75持续20秒|#cF9BA11提高暴击80持续20秒|#cF9BA11提高暴击85持续20秒|#cF9BA11提高暴击90持续20秒|#cF9BA11提高暴击95持续20秒|#cF9BA11提高暴击100持续20秒|		CJSH_skill_player_1_9	0	1	75000	-1	-1	0	25	0	1	1	0	1	0	2	35		121	0	0	0	0	2	0	0	1	0	0	0	0	|生效一次的附加效果1	13189	-1	-1			0	-1		8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
#	聚气单体增加暴击																																																																			2000																			-1																													-1
2470	-1	50	勾栏曲台	#cF9BA11对目标造成300%远攻伤害，同时对目标每秒产生18点远攻伤害，持续3秒，自身远攻计算比率30%，目标近防计算比率30%|#cF9BA11对目标造成310%远攻伤害，同时对目标每秒产生21点远攻伤害，持续3秒，自身远攻计算比率35%，目标近防计算比率30%|#cF9BA11对目标造成320%远攻伤害，同时对目标每秒产生24点远攻伤害，持续3秒，自身远攻计算比率40%，目标近防计算比率30%|#cF9BA11对目标造成330%远攻伤害，同时对目标每秒产生27点远攻伤害，持续3秒，自身远攻计算比		CJSH_skill_player_3_9	0	1	75000	3000	-1	0	1	1	1	1	0	1	0	0	36	114	121	0	0	0	0	0	0	20	-1	0	0	6	1	|生效一次的附加效果1	13180	-1	-1			0	-1		14	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2471	-1	100	勾栏曲台	#cF9BA11对目标造成300%远攻伤害，同时对目标每秒产生18点远攻伤害，持续3秒，自身远攻计算比率30%，目标近防计算比率30%|#cF9BA11对目标造成310%远攻伤害，同时对目标每秒产生21点远攻伤害，持续3秒，自身远攻计算比率35%，目标近防计算比率30%|#cF9BA11对目标造成320%远攻伤害，同时对目标每秒产生24点远攻伤害，持续3秒，自身远攻计算比率40%，目标近防计算比率30%|#cF9BA11对目标造成330%远攻伤害，同时对目标每秒产生27点远攻伤害，持续3秒，自身远攻计算比		CJSH_skill_player_3_9	0	1	75000	3000	-1	0	1	1	1	1	0	1	0	0	36	114	121	0	0	0	0	0	0	20	-1	0	0	6	1	|生效一次的附加效果1	13181	-1	-1			0	-1		14	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2472	-1	150	勾栏曲台	#cF9BA11对目标造成300%远攻伤害，同时对目标每秒产生18点远攻伤害，持续3秒，自身远攻计算比率30%，目标近防计算比率30%|#cF9BA11对目标造成310%远攻伤害，同时对目标每秒产生21点远攻伤害，持续3秒，自身远攻计算比率35%，目标近防计算比率30%|#cF9BA11对目标造成320%远攻伤害，同时对目标每秒产生24点远攻伤害，持续3秒，自身远攻计算比率40%，目标近防计算比率30%|#cF9BA11对目标造成330%远攻伤害，同时对目标每秒产生27点远攻伤害，持续3秒，自身远攻计算比		CJSH_skill_player_3_9	0	1	75000	3000	-1	0	1	1	1	1	0	1	0	0	36	114	121	0	0	0	0	0	0	20	-1	0	0	6	1	|生效一次的附加效果1	13182	-1	-1			0	-1		14	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
2473	-1	200	勾栏曲台	#cF9BA11对目标造成300%远攻伤害，同时对目标每秒产生18点远攻伤害，持续3秒，自身远攻计算比率30%，目标近防计算比率30%|#cF9BA11对目标造成310%远攻伤害，同时对目标每秒产生21点远攻伤害，持续3秒，自身远攻计算比率35%，目标近防计算比率30%|#cF9BA11对目标造成320%远攻伤害，同时对目标每秒产生24点远攻伤害，持续3秒，自身远攻计算比率40%，目标近防计算比率30%|#cF9BA11对目标造成330%远攻伤害，同时对目标每秒产生27点远攻伤害，持续3秒，自身远攻计算比		CJSH_skill_player_3_9	0	1	75000	3000	-1	0	1	1	1	1	0	1	0	0	36	114	121	0	0	0	0	0	0	20	-1	0	0	6	1	|生效一次的附加效果1	13183	-1	-1			0	-1		14	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	0	-1	0	999	-1	1	-1	360	1	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
