INT	STRING	INT	INT	INT	INT	INT
1416	副本场景预留	1416	1	1	100	100
1417	副本场景预留	1417	1	1	100	100
1418	副本场景预留	1418	1	1	100	100
1419	副本场景预留	1419	1	1	100	100
1420	副本场景预留	1420	1	1	100	100
1421	副本场景预留	1421	1	1	100	100
1422	副本场景预留	1422	1	1	100	100
1423	副本场景预留	1423	1	1	100	100
1424	副本场景预留	1424	1	1	100	100
1425	副本场景预留	1425	1	1	100	100
1426	副本场景预留	1426	1	1	100	100
1427	副本场景预留	1427	1	1	100	100
1428	副本场景预留	1428	1	1	100	100
1429	副本场景预留	1429	1	1	100	100
1430	副本场景预留	1430	1	1	100	100
1431	副本场景预留	1431	1	1	100	100
1432	副本场景预留	1432	1	1	100	100
1433	副本场景预留	1433	1	1	100	100
1434	副本场景预留	1434	1	1	100	100
1435	副本场景预留	1435	1	1	100	100
1436	副本场景预留	1436	1	1	100	100
1437	副本场景预留	1437	1	1	100	100
1438	副本场景预留	1438	1	1	100	100
1439	副本场景预留	1439	1	1	100	100
1440	副本场景预留	1440	1	1	100	100
1441	副本场景预留	1441	1	1	100	100
1442	副本场景预留	1442	1	1	100	100
1443	副本场景预留	1443	1	1	100	100
1444	副本场景预留	1444	1	1	100	100
1445	副本场景预留	1445	1	1	100	100
1446	副本场景预留	1446	1	1	100	100
1447	副本场景预留	1447	1	1	100	100
1448	副本场景预留	1448	1	1	100	100
1449	副本场景预留	1449	1	1	100	100
1450	副本场景预留	1450	1	1	100	100
1451	副本场景预留	1451	1	1	100	100
1452	副本场景预留	1452	1	1	100	100
1453	副本场景预留	1453	1	1	100	100
1454	副本场景预留	1454	1	1	100	100
1455	副本场景预留	1455	1	1	100	100
1456	副本场景预留	1456	1	1	100	100
1457	副本场景预留	1457	1	1	100	100
1458	副本场景预留	1458	1	1	100	100
1459	副本场景预留	1459	1	1	100	100
1460	副本场景预留	1460	1	1	100	100
1461	副本场景预留	1461	1	1	100	100
1462	副本场景预留	1462	1	1	100	100
1463	副本场景预留	1463	1	1	100	100
1464	副本场景预留	1464	1	1	100	100
1465	副本场景预留	1465	1	1	100	100
1466	副本场景预留	1466	1	1	100	100
1467	副本场景预留	1467	1	1	100	100
1468	副本场景预留	1468	1	1	100	100
1469	副本场景预留	1469	1	1	100	100
1470	副本场景预留	1470	1	1	100	100
1471	副本场景预留	1471	1	1	100	100
1472	副本场景预留	1472	1	1	100	100
1473	副本场景预留	1473	1	1	100	100
1474	副本场景预留	1474	1	1	100	100
1475	副本场景预留	1475	1	1	100	100
1476	副本场景预留	1476	1	1	100	100
1477	副本场景预留	1477	1	1	100	100
1478	副本场景预留	1478	1	1	100	100
1479	副本场景预留	1479	1	1	100	100
1480	副本场景预留	1480	1	1	100	100
1481	副本场景预留	1481	1	1	100	100
1482	副本场景预留	1482	1	1	100	100
1483	副本场景预留	1483	1	1	100	100
1484	副本场景预留	1484	1	1	100	100
1485	副本场景预留	1485	1	1	100	100
1486	副本场景预留	1486	1	1	100	100
1487	副本场景预留	1487	1	1	100	100
1488	副本场景预留	1488	1	1	100	100
1489	副本场景预留	1489	1	1	100	100
1490	副本场景预留	1490	1	1	100	100
1491	副本场景预留	1491	1	1	100	100
1492	副本场景预留	1492	1	1	100	100
1493	副本场景预留	1493	1	1	100	100
1494	副本场景预留	1494	1	1	100	100
1495	副本场景预留	1495	1	1	100	100
1496	副本场景预留	1496	1	1	100	100
1497	副本场景预留	1497	1	1	100	100
1498	副本场景预留	1498	1	1	100	100
1499	副本场景预留	1499	1	1	100	100
1500	副本场景预留	1500	1	1	100	100
1501	副本场景预留	1501	1	1	100	100
1502	副本场景预留	1502	1	1	100	100
1503	副本场景预留	1503	1	1	100	100
1504	副本场景预留	1504	1	1	100	100
1505	副本场景预留	1505	1	1	100	100
1506	副本场景预留	1506	1	1	100	100
1507	副本场景预留	1507	1	1	100	100
1508	副本场景预留	1508	1	1	100	100
1509	副本场景预留	1509	1	1	100	100
1510	副本场景预留	1510	1	1	100	100
1511	副本场景预留	1511	1	1	100	100
1512	副本场景预留	1512	1	1	100	100
1513	副本场景预留	1513	1	1	100	100
1514	副本场景预留	1514	1	1	100	100
1515	副本场景预留	1515	1	1	100	100
1516	副本场景预留	1516	1	1	100	100
1517	副本场景预留	1517	1	1	100	100
1518	副本场景预留	1518	1	1	100	100
1519	副本场景预留	1519	1	1	100	100
1520	副本场景预留	1520	1	1	100	100
1521	副本场景预留	1521	1	1	100	100
1522	副本场景预留	1522	1	1	100	100
1523	副本场景预留	1523	1	1	100	100
1524	副本场景预留	1524	1	1	100	100
1525	副本场景预留	1525	1	1	100	100
1526	副本场景预留	1526	1	1	100	100
1527	副本场景预留	1527	1	1	100	100
1528	副本场景预留	1528	1	1	100	100
1529	副本场景预留	1529	1	1	100	100
1530	副本场景预留	1530	1	1	100	100
1531	副本场景预留	1531	1	1	100	100
1532	副本场景预留	1532	1	1	100	100
1533	副本场景预留	1533	1	1	100	100
1534	副本场景预留	1534	1	1	100	100
1535	副本场景预留	1535	1	1	100	100
1536	副本场景预留	1536	1	1	100	100
1537	副本场景预留	1537	1	1	100	100
1538	副本场景预留	1538	1	1	100	100
1539	副本场景预留	1539	1	1	100	100
1540	副本场景预留	1540	1	1	100	100
1541	副本场景预留	1541	1	1	100	100
1542	副本场景预留	1542	1	1	100	100
1543	副本场景预留	1543	1	1	100	100
1544	副本场景预留	1544	1	1	100	100
1545	副本场景预留	1545	1	1	100	100
1546	副本场景预留	1546	1	1	100	100
1547	副本场景预留	1547	1	1	100	100
1548	副本场景预留	1548	1	1	100	100
1549	副本场景预留	1549	1	1	100	100
1550	副本场景预留	1550	1	1	100	100
1551	副本场景预留	1551	1	1	100	100
1552	副本场景预留	1552	1	1	100	100
1553	副本场景预留	1553	1	1	100	100
1554	副本场景预留	1554	1	1	100	100
1555	副本场景预留	1555	1	1	100	100
1556	副本场景预留	1556	1	1	100	100
1557	副本场景预留	1557	1	1	100	100
1558	副本场景预留	1558	1	1	100	100
1559	副本场景预留	1559	1	1	100	100
1560	副本场景预留	1560	1	1	100	100
1561	副本场景预留	1561	1	1	100	100
1562	副本场景预留	1562	1	1	100	100
1563	副本场景预留	1563	1	1	100	100
1564	副本场景预留	1564	1	1	100	100
1565	副本场景预留	1565	1	1	100	100
1566	副本场景预留	1566	1	1	100	100
1567	副本场景预留	1567	1	1	100	100
1568	副本场景预留	1568	1	1	100	100
1569	副本场景预留	1569	1	1	100	100
1570	副本场景预留	1570	1	1	100	100
1571	副本场景预留	1571	1	1	100	100
1572	副本场景预留	1572	1	1	100	100
1573	副本场景预留	1573	1	1	100	100
1574	副本场景预留	1574	1	1	100	100
1575	副本场景预留	1575	1	1	100	100
1576	副本场景预留	1576	1	1	100	100
1577	副本场景预留	1577	1	1	100	100
1578	副本场景预留	1578	1	1	100	100
1579	副本场景预留	1579	1	1	100	100
1580	副本场景预留	1580	1	1	100	100
1581	副本场景预留	1581	1	1	100	100
1582	副本场景预留	1582	1	1	100	100
1583	副本场景预留	1583	1	1	100	100
1584	副本场景预留	1584	1	1	100	100
1585	副本场景预留	1585	1	1	100	100
1586	副本场景预留	1586	1	1	100	100
1587	副本场景预留	1587	1	1	100	100
1588	副本场景预留	1588	1	1	100	100
1589	副本场景预留	1589	1	1	100	100
1590	副本场景预留	1590	1	1	100	100
1591	副本场景预留	1591	1	1	100	100
1592	副本场景预留	1592	1	1	100	100
1593	副本场景预留	1593	1	1	100	100
1594	副本场景预留	1594	1	1	100	100
1595	副本场景预留	1595	1	1	100	100
1596	副本场景预留	1596	1	1	100	100
1597	副本场景预留	1597	1	1	100	100
1598	副本场景预留	1598	1	1	100	100
1599	副本场景预留	1599	1	1	100	100
1600	副本场景预留	1600	1	1	100	100
1601	副本场景预留	1601	1	1	100	100
1602	副本场景预留	1602	1	1	100	100
1603	副本场景预留	1603	1	1	100	100
1604	副本场景预留	1604	1	1	100	100
1605	副本场景预留	1605	1	1	100	100
1606	副本场景预留	1606	1	1	100	100
1607	副本场景预留	1607	1	1	100	100
1608	副本场景预留	1608	1	1	100	100
1609	副本场景预留	1609	1	1	100	100
1610	副本场景预留	1610	1	1	100	100
1611	副本场景预留	1611	1	1	100	100
1612	副本场景预留	1612	1	1	100	100
1613	副本场景预留	1613	1	1	100	100
1614	副本场景预留	1614	1	1	100	100
1615	副本场景预留	1615	1	1	100	100
1616	副本场景预留	1616	1	1	100	100
1617	副本场景预留	1617	1	1	100	100
1618	副本场景预留	1618	1	1	100	100
1619	副本场景预留	1619	1	1	100	100
1620	副本场景预留	1620	1	1	100	100
1621	副本场景预留	1621	1	1	100	100
1622	副本场景预留	1622	1	1	100	100
1623	副本场景预留	1623	1	1	100	100
1624	副本场景预留	1624	1	1	100	100
1625	副本场景预留	1625	1	1	100	100
1626	副本场景预留	1626	1	1	100	100
1627	副本场景预留	1627	1	1	100	100
1628	副本场景预留	1628	1	1	100	100
1629	副本场景预留	1629	1	1	100	100
1630	副本场景预留	1630	1	1	100	100
1631	副本场景预留	1631	1	1	100	100
1632	副本场景预留	1632	1	1	100	100
1633	副本场景预留	1633	1	1	100	100
1634	副本场景预留	1634	1	1	100	100
1635	副本场景预留	1635	1	1	100	100
1636	副本场景预留	1636	1	1	100	100
1637	副本场景预留	1637	1	1	100	100
1638	副本场景预留	1638	1	1	100	100
1639	副本场景预留	1639	1	1	100	100
1640	副本场景预留	1640	1	1	100	100
1641	副本场景预留	1641	1	1	100	100
1642	副本场景预留	1642	1	1	100	100
1643	副本场景预留	1643	1	1	100	100
1644	副本场景预留	1644	1	1	100	100
1645	副本场景预留	1645	1	1	100	100
1646	副本场景预留	1646	1	1	100	100
1647	副本场景预留	1647	1	1	100	100
1648	副本场景预留	1648	1	1	100	100
1649	副本场景预留	1649	1	1	100	100
1650	副本场景预留	1650	1	1	100	100
1651	副本场景预留	1651	1	1	100	100
1652	副本场景预留	1652	1	1	100	100
1653	副本场景预留	1653	1	1	100	100
1654	副本场景预留	1654	1	1	100	100
1655	副本场景预留	1655	1	1	100	100
1656	副本场景预留	1656	1	1	100	100
1657	副本场景预留	1657	1	1	100	100
1658	副本场景预留	1658	1	1	100	100
1659	副本场景预留	1659	1	1	100	100
1660	副本场景预留	1660	1	1	100	100
1661	副本场景预留	1661	1	1	100	100
1662	副本场景预留	1662	1	1	100	100
1663	副本场景预留	1663	1	1	100	100
1664	副本场景预留	1664	1	1	100	100
1665	副本场景预留	1665	1	1	100	100
1666	副本场景预留	1666	1	1	100	100
1667	副本场景预留	1667	1	1	100	100
1668	副本场景预留	1668	1	1	100	100
1669	副本场景预留	1669	1	1	100	100
1670	副本场景预留	1670	1	1	100	100
1671	副本场景预留	1671	1	1	100	100
1672	副本场景预留	1672	1	1	100	100
1673	副本场景预留	1673	1	1	100	100
1674	副本场景预留	1674	1	1	100	100
1675	副本场景预留	1675	1	1	100	100
1676	副本场景预留	1676	1	1	100	100
1677	副本场景预留	1677	1	1	100	100
1678	副本场景预留	1678	1	1	100	100
1679	副本场景预留	1679	1	1	100	100
1680	副本场景预留	1680	1	1	100	100
1681	副本场景预留	1681	1	1	100	100
1682	副本场景预留	1682	1	1	100	100
1683	副本场景预留	1683	1	1	100	100
1684	副本场景预留	1684	1	1	100	100
1685	副本场景预留	1685	1	1	100	100
1686	副本场景预留	1686	1	1	100	100
1687	副本场景预留	1687	1	1	100	100
1688	副本场景预留	1688	1	1	100	100
1689	副本场景预留	1689	1	1	100	100
1690	副本场景预留	1690	1	1	100	100
1691	副本场景预留	1691	1	1	100	100
1692	副本场景预留	1692	1	1	100	100
1693	副本场景预留	1693	1	1	100	100
1694	副本场景预留	1694	1	1	100	100
1695	副本场景预留	1695	1	1	100	100
1696	副本场景预留	1696	1	1	100	100
1697	副本场景预留	1697	1	1	100	100
1698	副本场景预留	1698	1	1	100	100
1699	副本场景预留	1699	1	1	100	100
1700	副本场景预留	1700	1	1	100	100
1701	副本场景预留	1701	1	1	100	100
1702	副本场景预留	1702	1	1	100	100
1703	副本场景预留	1703	1	1	100	100
1704	副本场景预留	1704	1	1	100	100
1705	副本场景预留	1705	1	1	100	100
1706	副本场景预留	1706	1	1	100	100
1707	副本场景预留	1707	1	1	100	100
1708	副本场景预留	1708	1	1	100	100
1709	副本场景预留	1709	1	1	100	100
1710	副本场景预留	1710	1	1	100	100
1711	副本场景预留	1711	1	1	100	100
1712	副本场景预留	1712	1	1	100	100
1713	副本场景预留	1713	1	1	100	100
1714	副本场景预留	1714	1	1	100	100
1715	副本场景预留	1715	1	1	100	100
1716	副本场景预留	1716	1	1	100	100
1717	副本场景预留	1717	1	1	100	100
1718	副本场景预留	1718	1	1	100	100
1719	副本场景预留	1719	1	1	100	100
1720	副本场景预留	1720	1	1	100	100
1721	副本场景预留	1721	1	1	100	100
1722	副本场景预留	1722	1	1	100	100
1723	副本场景预留	1723	1	1	100	100
1724	副本场景预留	1724	1	1	100	100
1725	副本场景预留	1725	1	1	100	100
1726	副本场景预留	1726	1	1	100	100
1727	副本场景预留	1727	1	1	100	100
1728	副本场景预留	1728	1	1	100	100
1729	副本场景预留	1729	1	1	100	100
1730	副本场景预留	1730	1	1	100	100
1731	副本场景预留	1731	1	1	100	100
1732	副本场景预留	1732	1	1	100	100
1733	副本场景预留	1733	1	1	100	100
1734	副本场景预留	1734	1	1	100	100
1735	副本场景预留	1735	1	1	100	100
1736	副本场景预留	1736	1	1	100	100
1737	副本场景预留	1737	1	1	100	100
1738	副本场景预留	1738	1	1	100	100
1739	副本场景预留	1739	1	1	100	100
1740	副本场景预留	1740	1	1	100	100
1741	副本场景预留	1741	1	1	100	100
1742	副本场景预留	1742	1	1	100	100
1743	副本场景预留	1743	1	1	100	100
1744	副本场景预留	1744	1	1	100	100
1745	副本场景预留	1745	1	1	100	100
1746	副本场景预留	1746	1	1	100	100
1747	副本场景预留	1747	1	1	100	100
1748	副本场景预留	1748	1	1	100	100
1749	副本场景预留	1749	1	1	100	100
1750	副本场景预留	1750	1	1	100	100
1751	副本场景预留	1751	1	1	100	100
1752	副本场景预留	1752	1	1	100	100
1753	副本场景预留	1753	1	1	100	100
1754	副本场景预留	1754	1	1	100	100
1755	副本场景预留	1755	1	1	100	100
1756	副本场景预留	1756	1	1	100	100
1757	副本场景预留	1757	1	1	100	100
1758	副本场景预留	1758	1	1	100	100
1759	副本场景预留	1759	1	1	100	100
1760	副本场景预留	1760	1	1	100	100
1761	副本场景预留	1761	1	1	100	100
1762	副本场景预留	1762	1	1	100	100
1763	副本场景预留	1763	1	1	100	100
1764	副本场景预留	1764	1	1	100	100
1765	副本场景预留	1765	1	1	100	100
1766	副本场景预留	1766	1	1	100	100
1767	副本场景预留	1767	1	1	100	100
1768	副本场景预留	1768	1	1	100	100
1769	副本场景预留	1769	1	1	100	100
1770	副本场景预留	1770	1	1	100	100
1771	副本场景预留	1771	1	1	100	100
1772	副本场景预留	1772	1	1	100	100
1773	副本场景预留	1773	1	1	100	100
1774	副本场景预留	1774	1	1	100	100
1775	副本场景预留	1775	1	1	100	100
1776	副本场景预留	1776	1	1	100	100
1777	副本场景预留	1777	1	1	100	100
1778	副本场景预留	1778	1	1	100	100
1779	副本场景预留	1779	1	1	100	100
1780	副本场景预留	1780	1	1	100	100
1781	副本场景预留	1781	1	1	100	100
1782	副本场景预留	1782	1	1	100	100
1783	副本场景预留	1783	1	1	100	100
1784	副本场景预留	1784	1	1	100	100
1785	副本场景预留	1785	1	1	100	100
1786	副本场景预留	1786	1	1	100	100
1787	副本场景预留	1787	1	1	100	100
1788	副本场景预留	1788	1	1	100	100
1789	副本场景预留	1789	1	1	100	100
1790	副本场景预留	1790	1	1	100	100
1791	副本场景预留	1791	1	1	100	100
1792	副本场景预留	1792	1	1	100	100
1793	副本场景预留	1793	1	1	100	100
1794	副本场景预留	1794	1	1	100	100
1795	副本场景预留	1795	1	1	100	100
1796	副本场景预留	1796	1	1	100	100
1797	副本场景预留	1797	1	1	100	100
1798	副本场景预留	1798	1	1	100	100
1799	副本场景预留	1799	1	1	100	100
1800	副本场景预留	1800	1	1	100	100
1801	副本场景预留	1801	1	1	100	100
1802	副本场景预留	1802	1	1	100	100
1803	副本场景预留	1803	1	1	100	100
1804	副本场景预留	1804	1	1	100	100
1805	副本场景预留	1805	1	1	100	100
1806	副本场景预留	1806	1	1	100	100
1807	副本场景预留	1807	1	1	100	100
1808	副本场景预留	1808	1	1	100	100
1809	副本场景预留	1809	1	1	100	100
1810	副本场景预留	1810	1	1	100	100
1811	副本场景预留	1811	1	1	100	100
1812	副本场景预留	1812	1	1	100	100
1813	副本场景预留	1813	1	1	100	100
1814	副本场景预留	1814	1	1	100	100
1815	副本场景预留	1815	1	1	100	100
1816	副本场景预留	1816	1	1	100	100
1817	副本场景预留	1817	1	1	100	100
1818	副本场景预留	1818	1	1	100	100
1819	副本场景预留	1819	1	1	100	100
1820	副本场景预留	1820	1	1	100	100
1821	副本场景预留	1821	1	1	100	100
1822	副本场景预留	1822	1	1	100	100
1823	副本场景预留	1823	1	1	100	100
1824	副本场景预留	1824	1	1	100	100
1825	副本场景预留	1825	1	1	100	100
1826	副本场景预留	1826	1	1	100	100
1827	副本场景预留	1827	1	1	100	100
1828	副本场景预留	1828	1	1	100	100
1829	副本场景预留	1829	1	1	100	100
1830	副本场景预留	1830	1	1	100	100
1831	副本场景预留	1831	1	1	100	100
1832	副本场景预留	1832	1	1	100	100
1833	副本场景预留	1833	1	1	100	100
1834	副本场景预留	1834	1	1	100	100
1835	副本场景预留	1835	1	1	100	100
1836	副本场景预留	1836	1	1	100	100
1837	副本场景预留	1837	1	1	100	100
1838	副本场景预留	1838	1	1	100	100
1839	副本场景预留	1839	1	1	100	100
1840	副本场景预留	1840	1	1	100	100
1841	副本场景预留	1841	1	1	100	100
1842	副本场景预留	1842	1	1	100	100
1843	副本场景预留	1843	1	1	100	100
1844	副本场景预留	1844	1	1	100	100
1845	副本场景预留	1845	1	1	100	100
1846	副本场景预留	1846	1	1	100	100
1847	副本场景预留	1847	1	1	100	100
1848	副本场景预留	1848	1	1	100	100
1849	副本场景预留	1849	1	1	100	100
1850	副本场景预留	1850	1	1	100	100
1851	副本场景预留	1851	1	1	100	100
1852	副本场景预留	1852	1	1	100	100
1853	副本场景预留	1853	1	1	100	100
1854	副本场景预留	1854	1	1	100	100
1855	副本场景预留	1855	1	1	100	100
1856	副本场景预留	1856	1	1	100	100
1857	副本场景预留	1857	1	1	100	100
1858	副本场景预留	1858	1	1	100	100
1859	副本场景预留	1859	1	1	100	100
1860	副本场景预留	1860	1	1	100	100
1861	副本场景预留	1861	1	1	100	100
1862	副本场景预留	1862	1	1	100	100
1863	副本场景预留	1863	1	1	100	100
1864	副本场景预留	1864	1	1	100	100
1865	副本场景预留	1865	1	1	100	100
1866	副本场景预留	1866	1	1	100	100
1867	副本场景预留	1867	1	1	100	100
1868	副本场景预留	1868	1	1	100	100
1869	副本场景预留	1869	1	1	100	100
1870	副本场景预留	1870	1	1	100	100
1871	副本场景预留	1871	1	1	100	100
1872	副本场景预留	1872	1	1	100	100
1873	副本场景预留	1873	1	1	100	100
1874	副本场景预留	1874	1	1	100	100
1875	副本场景预留	1875	1	1	100	100
1876	副本场景预留	1876	1	1	100	100
1877	副本场景预留	1877	1	1	100	100
1878	副本场景预留	1878	1	1	100	100
1879	副本场景预留	1879	1	1	100	100
1880	副本场景预留	1880	1	1	100	100
1881	副本场景预留	1881	1	1	100	100
1882	副本场景预留	1882	1	1	100	100
1883	副本场景预留	1883	1	1	100	100
1884	副本场景预留	1884	1	1	100	100
1885	副本场景预留	1885	1	1	100	100
1886	副本场景预留	1886	1	1	100	100
1887	副本场景预留	1887	1	1	100	100
1888	副本场景预留	1888	1	1	100	100
1889	副本场景预留	1889	1	1	100	100
1890	副本场景预留	1890	1	1	100	100
1891	副本场景预留	1891	1	1	100	100
1892	据点战1	1892	1	1	100	100
1893	据点战2	1893	1	1	100	100
1894	据点战3	1894	1	1	100	100
1895	据点战4	1895	1	1	100	100
1896	据点战5	1896	1	1	100	100
1897	据点战6	1897	1	1	100	100
1898	据点战7	1898	1	1	100	100
1899	据点战8	1899	1	1	100	100
1900	据点战9	1900	1	1	100	100
1901	据点战10	1901	1	1	100	100
1902	楼兰青龙守护战场	1902	1	1	100	100
1903	楼兰朱雀守护战场	1903	1	1	100	100
1904	莱茵青龙守护战场	1904	1	1	100	100
1905	莱茵朱雀守护战场	1905	1	1	100	100
1906	昆仑青龙守护战场	1906	1	1	100	100
1907	昆仑朱雀守护战场	1907	1	1	100	100
1908	敦煌青龙守护战场	1908	1	1	100	100
1909	敦煌朱雀守护战场	1909	1	1	100	100
1910	龙之谷战场	1910	1	1	100	100
1911	龙之谷战场	1911	1	1	100	100
1912	龙之谷战场	1912	1	1	100	100
1913	龙之谷战场	1913	1	1	100	100
1914	龙之谷战场	1914	1	1	100	100
1915	龙之谷战场	1915	1	1	100	100
1916	龙之谷战场	1916	1	1	100	100
1917	龙之谷战场	1917	1	1	100	100
1918	龙之谷战场	1918	1	1	100	100
1919	龙之谷战场	1919	1	1	100	100
1920	阔亦田战场	1920	1	1	100	100
1921	阔亦田战场	1921	1	1	100	100
1922	阔亦田战场	1922	1	1	100	100
1923	阔亦田战场	1923	1	2	100	100
1924	阔亦田战场	1924	1	2	100	100
1925	阔亦田战场	1925	1	2	100	100
1926	阔亦田战场	1926	1	2	100	100
1927	阔亦田战场	1927	1	2	100	100
1928	阔亦田战场	1928	1	2	100	100
1929	阔亦田战场	1929	1	2	100	100
1930	阔亦田战场	1930	1	2	100	100
1931	阔亦田战场	1931	1	2	100	100
1932	阔亦田战场	1932	1	2	100	100
1933	阔亦田战场	1933	1	2	100	100
1934	阔亦田战场	1934	1	2	100	100
1935	阔亦田战场	1935	1	2	100	100
1936	阔亦田战场	1936	1	2	100	100
1937	阔亦田战场	1937	1	2	100	100
1938	阔亦田战场	1938	1	2	100	100
1939	阔亦田战场	1939	1	2	100	100
1940	阔亦田战场	1940	1	2	100	100
1941	阔亦田战场	1941	1	2	100	100
1942	阔亦田战场	1942	1	2	100	100
1943	阔亦田战场	1943	1	2	100	100
1944	阔亦田战场	1944	1	2	100	100
1945	阔亦田战场	1945	1	2	100	100
1946	阔亦田战场	1946	1	2	100	100
1947	阔亦田战场	1947	1	2	100	100
1948	阔亦田战场	1948	1	2	100	100
1949	阔亦田战场	1949	1	2	100	100
1950	阔亦田战场	1950	1	2	100	100
1951	阔亦田战场	1951	1	2	100	100
1952	阔亦田战场	1952	1	2	100	100
1953	阔亦田战场	1953	1	2	100	100
1954	阔亦田战场	1954	1	2	100	100
1955	阔亦田战场	1955	1	2	100	100
1956	阔亦田战场	1956	1	2	100	100
1957	阔亦田战场	1957	1	2	100	100
1958	阔亦田战场	1958	1	2	100	100
1959	阔亦田战场	1959	1	2	100	100
1960	阔亦田战场	1960	1	2	100	100
1961	阔亦田战场	1961	1	2	100	100
1962	阔亦田战场	1962	1	2	100	100
1963	阔亦田战场	1963	1	2	100	100
1964	阔亦田战场	1964	1	2	100	100
1965	阔亦田战场	1965	1	2	100	100
1966	阔亦田战场	1966	1	2	100	100
1967	阔亦田战场	1967	1	2	100	100
1968	阔亦田战场	1968	1	2	100	100
1969	阔亦田战场	1969	1	2	100	100
1970	阔亦田战场	1970	1	2	100	100
1971	阔亦田战场	1971	1	2	100	100
1972	阔亦田战场	1972	1	2	100	100
1973	阔亦田战场	1973	1	2	100	100
1974	阔亦田战场	1974	1	2	100	100
1975	阔亦田战场	1975	1	2	100	100
1976	阔亦田战场	1976	1	2	100	100
1977	阔亦田战场	1977	1	2	100	100
1978	阔亦田战场	1978	1	2	100	100
1979	阔亦田战场	1979	1	2	100	100
1980	阔亦田战场	1980	1	2	100	100
1981	阔亦田战场	1981	1	2	100	100
1982	阔亦田战场	1982	1	2	100	100
1983	阔亦田战场	1983	1	2	100	100
1984	阔亦田战场	1984	1	2	100	100
1985	阔亦田战场	1985	1	2	100	100
1986	阔亦田战场	1986	1	2	100	100
1987	阔亦田战场	1987	1	2	100	100
1988	阔亦田战场	1988	1	2	100	100
1989	阔亦田战场	1989	1	2	100	100
1990	阔亦田战场	1990	1	2	100	100
1991	阔亦田战场	1991	1	2	100	100
1992	阔亦田战场	1992	1	2	100	100
1993	阔亦田战场	1993	1	2	100	100
1994	阔亦田战场	1994	1	2	100	100
1995	阔亦田战场	1995	1	2	100	100
1996	阔亦田战场	1996	1	2	100	100
1997	阔亦田战场	1997	1	2	100	100
1998	阔亦田战场	1998	1	2	100	100
1999	阔亦田战场	1999	1	2	100	100
2000	阔亦田战场	2000	1	2	100	100
2001	阔亦田战场	2001	1	2	100	100
2002	阔亦田战场	2002	1	2	100	100
2003	阔亦田战场	2003	1	2	100	100
2004	阔亦田战场	2004	1	2	100	100
2005	阔亦田战场	2005	1	2	100	100
2006	阔亦田战场	2006	1	2	100	100
2007	阔亦田战场	2007	1	2	100	100
2008	阔亦田战场	2008	1	2	100	100
2009	阔亦田战场	2009	1	2	100	100
2010	阔亦田战场	2010	1	2	100	100
2011	阔亦田战场	2011	1	2	100	100
2012	阔亦田战场	2012	1	2	100	100
2013	阔亦田战场	2013	1	2	100	100
2014	阔亦田战场	2014	1	2	100	100
2015	阔亦田战场	2015	1	2	100	100
2016	阔亦田战场	2016	1	2	100	100
2017	阔亦田战场	2017	1	2	100	100
2018	阔亦田战场	2018	1	2	100	100
2019	阔亦田战场	2019	1	2	100	100
2020	阔亦田战场	2020	1	2	100	100
2021	阔亦田战场	2021	1	2	100	100
2022	阔亦田战场	2022	1	2	100	100
2023	阔亦田战场	2023	1	2	100	100
2024	阔亦田战场	2024	1	2	100	100
2025	阔亦田战场	2025	1	2	100	100
2026	阔亦田战场	2026	1	2	100	100
2027	阔亦田战场	2027	1	2	100	100
2028	阔亦田战场	2028	1	2	100	100
2029	阔亦田战场	2029	1	2	100	100
2030	阔亦田战场	2030	1	2	100	100
2031	阔亦田战场	2031	1	2	100	100
2032	阔亦田战场	2032	1	2	100	100
2033	阔亦田战场	2033	1	2	100	100
2034	阔亦田战场	2034	1	2	100	100
2035	阔亦田战场	2035	1	2	100	100
2036	阔亦田战场	2036	1	2	100	100
2037	阔亦田战场	2037	1	2	100	100
2038	阔亦田战场	2038	1	2	100	100
2039	阔亦田战场	2039	1	2	100	100
2040	阔亦田战场	2040	1	2	100	100
2041	阔亦田战场	2041	1	2	100	100
2042	阔亦田战场	2042	1	2	100	100
2043	阔亦田战场	2043	1	2	100	100
2044	阔亦田战场	2044	1	2	100	100
2045	阔亦田战场	2045	1	2	100	100
2046	阔亦田战场	2046	1	2	100	100
2047	阔亦田战场	2047	1	2	100	100
