INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1098	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1098	20	-1
1099	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1099	20	-1
1100	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1100	20	-1
1101	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1101	20	-1
1102	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1102	20	-1
1103	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1103	20	-1
1104	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1104	20	-1
1105	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1105	20	-1
1106	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1106	20	-1
1107	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1107	20	-1
1108	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1108	20	-1
1109	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1109	20	-1
1110	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1110	20	-1
1111	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1111	20	-1
1112	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1112	20	-1
1113	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1113	20	-1
1114	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1114	20	-1
1115	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1115	20	-1
1116	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1116	20	-1
1117	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1117	20	-1
1118	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1118	20	-1
1119	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1119	20	-1
1120	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1120	20	-1
1121	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1121	20	-1
1122	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1122	20	-1
1123	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1123	20	-1
1124	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1124	20	-1
1125	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1125	20	-1
1126	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1126	20	-1
1127	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1127	20	-1
1128	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1128	20	-1
1129	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1129	20	-1
1130	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1130	20	-1
1131	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1131	20	-1
1132	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1132	20	-1
1133	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1133	20	-1
1134	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1134	20	-1
1135	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1135	20	-1
1136	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1136	20	-1
1137	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1137	20	-1
1138	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1138	20	-1
1139	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1139	20	-1
1140	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1140	20	-1
1141	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1141	20	-1
1142	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1142	20	-1
1143	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1143	20	-1
1144	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1144	20	-1
1145	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1145	20	-1
1146	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1146	20	-1
1147	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1147	20	-1
1148	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1148	20	-1
1149	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1149	20	-1
1150	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1150	20	-1
1151	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1151	20	-1
1152	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1152	20	-1
1153	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1153	20	-1
1154	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1154	20	-1
1155	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1155	20	-1
1156	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1156	20	-1
1157	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1157	20	-1
1158	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1158	20	-1
1159	7	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1159	20	-1
1160	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1160	20	-1
1161	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1161	20	-1
1162	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1162	20	-1
1163	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1163	20	-1
1164	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1164	20	-1
1165	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1165	20	-1
1166	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1166	20	-1
1167	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1167	20	-1
1168	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1168	20	-1
1169	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1169	20	-1
1170	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1170	20	-1
1171	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1171	20	-1
1172	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1172	20	-1
1173	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1173	20	-1
1174	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1174	20	-1
1175	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1175	20	-1
1176	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1176	20	-1
1177	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1177	20	-1
1178	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1178	20	-1
1179	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1179	20	-1
1180	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1180	20	-1
1181	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1181	20	-1
1182	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1182	20	-1
1183	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1183	20	-1
1184	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1184	20	-1
1185	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1185	20	-1
1186	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1186	20	-1
1187	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1187	20	-1
1188	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1188	20	-1
1189	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1189	20	-1
1190	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1190	20	-1
1191	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1191	20	-1
1192	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1192	20	-1
1193	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1193	20	-1
1194	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1194	20	-1
1195	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1195	20	-1
1196	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1196	20	-1
1197	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1197	20	-1
1198	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1198	20	-1
1199	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1199	20	-1
1200	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1200	20	-1
1201	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1201	20	-1
1202	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1202	20	-1
1203	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1203	20	-1
1204	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1204	20	-1
1205	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1205	20	-1
1206	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1206	20	-1
1207	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1207	20	-1
1208	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1208	20	-1
1209	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1209	20	-1
1210	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1210	20	-1
1211	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1211	20	-1
1212	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1212	20	-1
1213	41	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1213	20	-1
1214	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1214	20	-1
1215	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1215	20	-1
1216	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1216	20	-1
1217	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1217	20	-1
1218	42	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1218	20	-1
1219	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1219	20	-1
1220	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1220	20	-1
1221	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1221	20	-1
1222	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1222	20	-1
1223	42	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1223	20	-1
1224	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1224	20	-1
1225	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1225	20	-1
1226	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1226	20	-1
1227	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1227	20	-1
1228	42	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1228	20	-1
1229	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1229	20	-1
1230	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1230	20	-1
1231	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1231	20	-1
1232	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1232	20	-1
1233	42	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1233	20	-1
1234	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1234	20	-1
1235	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1235	20	-1
1236	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1236	20	-1
1237	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1237	20	-1
1238	42	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1238	20	-1
1239	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1239	20	-1
1240	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1240	20	-1
1241	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1241	20	-1
1242	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1242	20	-1
1243	42	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1243	20	-1
1244	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1244	20	-1
1245	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1245	20	-1
1246	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1246	20	-1
1247	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1247	20	-1
1248	42	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1248	20	-1
1249	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1249	20	-1
1250	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1250	20	-1
1251	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1251	20	-1
1252	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1252	20	-1
1253	42	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1253	20	-1
1254	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1254	20	-1
1255	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1255	20	-1
1256	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1256	20	-1
1257	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1257	20	-1
1258	42	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1258	20	-1
1259	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1259	20	-1
1260	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1260	20	-1
1261	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1261	20	-1
1262	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1262	20	-1
1263	42	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1263	20	-1
1264	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1264	20	-1
1265	45	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1265	20	-1
1266	44	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1266	20	-1
1267	43	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1267	20	-1
1268	42	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1268	20	-1
1269	8	副本场景预留	1	test/test.scn	5	1	1	-1	1	125	134	1269	20	-1
1270	46	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1
1271	45	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	1	2	1	0	1	125	134	750	20	-1
1272	44	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	3	2	1	0	1	125	134	750	20	-1
1273	43	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	4	2	1	0	1	125	134	750	20	-1
1274	47	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1
1275	46	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	1	2	1	0	1	125	134	750	20	-1
1276	45	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	3	2	1	0	1	125	134	750	20	-1
1277	44	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	4	2	1	0	1	125	134	750	20	-1
1278	48	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1
1279	47	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	1	2	1	0	1	125	134	750	20	-1
1280	46	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	3	2	1	0	1	125	134	750	20	-1
1281	45	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	4	2	1	0	1	125	134	750	20	-1
1282	49	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1
1283	48	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	1	2	1	0	1	125	134	750	20	-1
1284	47	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	3	2	1	0	1	125	134	750	20	-1
1285	46	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	4	2	1	0	1	125	134	750	20	-1
1286	50	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1
1287	49	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	1	2	1	0	1	125	134	750	20	-1
1288	48	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	3	2	1	0	1	125	134	750	20	-1
1289	47	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	4	2	1	0	1	125	134	750	20	-1
1290	51	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1
1291	50	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	1	2	1	0	1	125	134	750	20	-1
1292	49	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	3	2	1	0	1	125	134	750	20	-1
1293	48	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	4	2	1	0	1	125	134	750	20	-1
1294	52	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1
1295	51	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	1	2	1	0	1	125	134	750	20	-1
1296	50	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	3	2	1	0	1	125	134	750	20	-1
1297	49	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	4	2	1	0	1	125	134	750	20	-1
1298	53	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	0	2	1	0	1	125	134	750	20	-1
1299	52	六人战场	1	zhanchang_liurenzhanchang/zhanchang_liurenzhanchang.scn	1	2	1	0	1	125	134	750	20	-1
1300	69	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1300	20	-1
1301	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1301	20	-1
1302	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1302	20	-1
1303	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1303	20	-1
1304	65	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1304	20	-1
1305	69	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1305	20	-1
1306	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1306	20	-1
1307	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1307	20	-1
1308	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1308	20	-1
1309	65	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1309	20	-1
1310	69	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1310	20	-1
1311	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1311	20	-1
1312	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1312	20	-1
1313	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1313	20	-1
1314	65	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1314	20	-1
1315	69	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1315	20	-1
1316	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1316	20	-1
1317	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1317	20	-1
1318	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1318	20	-1
1319	65	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1319	20	-1
1320	69	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1320	20	-1
1321	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1321	20	-1
1322	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1322	20	-1
1323	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1323	20	-1
1324	65	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1324	20	-1
1325	69	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1325	20	-1
1326	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1326	20	-1
1327	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1327	20	-1
1328	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1328	20	-1
1329	65	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1329	20	-1
1330	69	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1330	20	-1
1331	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1331	20	-1
1332	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1332	20	-1
1333	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1333	20	-1
1334	65	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1334	20	-1
1335	69	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1335	20	-1
1336	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1336	20	-1
1337	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1337	20	-1
1338	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1338	20	-1
1339	65	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1339	20	-1
1340	69	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1340	20	-1
1341	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1341	20	-1
1342	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1342	20	-1
1343	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1343	20	-1
1344	65	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1344	20	-1
1345	69	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1345	20	-1
1346	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1346	20	-1
1347	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1347	20	-1
1348	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1348	20	-1
1349	65	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1349	20	-1
1350	69	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1350	20	-1
1351	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1351	20	-1
1352	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1352	20	-1
1353	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1353	20	-1
1354	65	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1354	20	-1
1355	69	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1355	20	-1
1356	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1356	20	-1
1357	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1357	20	-1
1358	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1358	20	-1
1359	65	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1359	20	-1
1360	69	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1360	20	-1
1361	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1361	20	-1
1362	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1362	20	-1
1363	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1363	20	-1
1364	65	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1364	20	-1
1365	69	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1365	20	-1
1366	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1366	20	-1
1367	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1367	20	-1
1368	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1368	20	-1
1369	65	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1369	20	-1
1370	69	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1370	20	-1
1371	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1371	20	-1
1372	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1372	20	-1
1373	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1373	20	-1
1374	65	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1374	20	-1
1375	69	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1375	20	-1
1376	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1376	20	-1
1377	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1377	20	-1
1378	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1378	20	-1
1379	65	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1379	20	-1
1380	69	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1380	20	-1
1381	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1381	20	-1
1382	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1382	20	-1
1383	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1383	20	-1
1384	65	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1384	20	-1
1385	69	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1385	20	-1
1386	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1386	20	-1
1387	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1387	20	-1
1388	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1388	20	-1
1389	65	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1389	20	-1
1390	69	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1390	20	-1
1391	68	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1391	20	-1
1392	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1392	20	-1
1393	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1393	20	-1
1394	65	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1394	20	-1
1395	69	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1395	20	-1
1396	68	副本场景预留	1	test/test.scn	0	1	1	-1	1	125	134	1396	20	-1
1397	68	副本场景预留	1	test/test.scn	1	1	1	-1	1	125	134	1397	20	-1
1398	68	副本场景预留	1	test/test.scn	3	1	1	-1	1	125	134	1398	20	-1
1399	65	副本场景预留	1	test/test.scn	4	1	1	-1	1	125	134	1399	20	-1
