INT	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING
524	下面哪个图形是刀	4	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_5	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_6	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_7	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_8	set:CJSH_equip_dao_2 image:CJSH_equip_dao_2_5	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_10
525	下面哪个图形是刀	5	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_6	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_7	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_8	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_9	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_10	set:CJSH_equip_dao_2 image:CJSH_equip_dao_2_6
526	下面哪个图形是刀	4	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_7	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_8	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_9	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_10	set:CJSH_equip_dao_2 image:CJSH_equip_dao_2_7	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_2
527	下面哪个图形是刀	3	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_8	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_9	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_10	set:CJSH_equip_dao_2 image:CJSH_equip_dao_2_8	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_2	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_3
528	下面哪个图形是刀	2	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_9	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_10	set:CJSH_equip_dao_2 image:CJSH_equip_dao_2_9	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_2	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_3	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_4
529	下面哪个图形是刀	1	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_10	set:CJSH_equip_dao_2 image:CJSH_equip_dao_2_10	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_2	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_3	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_4	set:CJSH_Monster_touxiang_13 image:CJSH_Monster_touxiang_13_5
530	下面哪个图形是箭	0	set:CJSH_equip_jianzhi_1 image:CJSH_equip_jianzhi_1_1	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_2	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_3	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_4	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_5	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_6
531	下面哪个图形是箭	1	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_2	set:CJSH_equip_jianzhi_1 image:CJSH_equip_jianzhi_1_2	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_4	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_5	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_6	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_7
532	下面哪个图形是箭	2	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_3	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_4	set:CJSH_equip_jianzhi_1 image:CJSH_equip_jianzhi_1_5	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_6	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_7	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_8
533	下面哪个图形是箭	3	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_4	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_5	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_6	set:CJSH_equip_jianzhi_1 image:CJSH_equip_jianzhi_1_6	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_8	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_9
534	下面哪个图形是箭	4	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_5	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_6	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_7	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_8	set:CJSH_equip_jianzhi_1 image:CJSH_equip_jianzhi_1_9	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_10
535	下面哪个图形是箭	5	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_6	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_7	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_8	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_9	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_10	set:CJSH_equip_jianzhi_1 image:CJSH_equip_jianzhi_1_10
536	下面哪个图形是箭	4	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_7	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_8	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_9	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_10	set:CJSH_equip_jianzhi_1 image:CJSH_equip_jianzhi_1_8	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_2
537	下面哪个图形是箭	3	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_8	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_9	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_10	set:CJSH_equip_jianzhi_1 image:CJSH_equip_jianzhi_1_7	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_2	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_3
538	下面哪个图形是箭	2	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_9	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_10	set:CJSH_equip_jianzhi_1 image:CJSH_equip_jianzhi_1_4	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_2	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_3	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_4
539	下面哪个图形是箭	1	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_10	set:CJSH_equip_jianzhi_1 image:CJSH_equip_jianzhi_1_3	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_2	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_3	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_4	set:CJSH_Monster_touxiang_10 image:CJSH_Monster_touxiang_10_5
540	下面哪个图形是弓	0	set:CJSH_equip_gong_2 image:CJSH_equip_gong_2_1	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_2	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_3	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_4	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_5	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_6
541	下面哪个图形是弓	1	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_2	set:CJSH_equip_gong_2 image:CJSH_equip_gong_2_2	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_4	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_5	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_6	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_7
542	下面哪个图形是弓	2	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_3	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_4	set:CJSH_equip_gong_2 image:CJSH_equip_gong_2_4	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_6	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_7	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_8
543	下面哪个图形是弓	3	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_4	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_5	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_6	set:CJSH_equip_gong_2 image:CJSH_equip_gong_2_6	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_8	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_9
544	下面哪个图形是弓	4	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_5	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_6	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_7	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_8	set:CJSH_equip_gong_2 image:CJSH_equip_gong_2_8	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_10
545	下面哪个图形是弓	5	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_6	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_7	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_8	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_9	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_10	set:CJSH_equip_gong_2 image:CJSH_equip_gong_2_10
546	下面哪个图形是弓	4	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_7	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_8	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_9	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_10	set:CJSH_equip_gong_2 image:CJSH_equip_gong_2_9	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_2
547	下面哪个图形是弓	3	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_8	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_9	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_10	set:CJSH_equip_gong_2 image:CJSH_equip_gong_2_7	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_2	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_3
548	下面哪个图形是弓	2	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_9	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_10	set:CJSH_equip_gong_2 image:CJSH_equip_gong_2_5	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_2	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_3	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_4
549	下面哪个图形是弓	1	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_10	set:CJSH_equip_gong_2 image:CJSH_equip_gong_2_3	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_2	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_3	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_4	set:CJSH_item_baoshi_6 image:CJSH_item_baoshi_6_5
550	下面哪个图形是盾牌	0	set:CJSH_equip_dun_2 image:CJSH_equip_dun_2_1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_2	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_3	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_4	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_5	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_6
551	下面哪个图形是盾牌	1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_2	set:CJSH_equip_dun_2 image:CJSH_equip_dun_2_3	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_4	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_5	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_6	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_7
552	下面哪个图形是盾牌	2	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_3	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_4	set:CJSH_equip_dun_2 image:CJSH_equip_dun_2_4	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_6	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_7	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_8
553	下面哪个图形是盾牌	3	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_4	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_5	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_6	set:CJSH_equip_dun_2 image:CJSH_equip_dun_2_7	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_8	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9
554	下面哪个图形是盾牌	4	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_5	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_6	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_7	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_8	set:CJSH_equip_dun_2 image:CJSH_equip_dun_2_8	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10
555	下面哪个图形是盾牌	5	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_6	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_7	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_8	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	set:CJSH_equip_dun_2 image:CJSH_equip_dun_2_10
556	下面哪个图形是盾牌	4	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_7	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_8	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	set:CJSH_equip_dun_2 image:CJSH_equip_dun_2_9	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_2
557	下面哪个图形是盾牌	3	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_8	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	set:CJSH_equip_dun_2 image:CJSH_equip_dun_2_6	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_2	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_3
558	下面哪个图形是盾牌	2	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	set:CJSH_equip_dun_2 image:CJSH_equip_dun_2_5	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_2	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_3	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_4
559	下面哪个图形是盾牌	1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	set:CJSH_equip_dun_2 image:CJSH_equip_dun_2_2	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_2	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_3	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_4	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_5
560	下面哪个图形是护手	0	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_1	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_5	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_6
561	下面哪个图形是护手	1	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_2	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_5	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_6	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_7
562	下面哪个图形是护手	2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_4	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_6	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_7	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_8
563	下面哪个图形是护手	3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_5	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_6	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_8	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_9
564	下面哪个图形是护手	4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_5	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_6	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_7	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_8	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_5	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_10
565	下面哪个图形是护手	5	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_6	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_7	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_8	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_9	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_10	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_6
566	下面哪个图形是护手	4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_7	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_8	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_9	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_10	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_7	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_2
567	下面哪个图形是护手	3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_8	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_9	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_10	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_8	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_3
568	下面哪个图形是护手	2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_9	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_10	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_9	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_4
569	下面哪个图形是护手	1	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_10	set:CJSH_equip_huwan_1 image:CJSH_equip_huwan_1_10	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_2	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_3	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_4	set:CJSH_equip_jiezhi_4 image:CJSH_equip_jiezhi_4_5
570	下面哪个图形是戒指	0	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_1	set:CJSH_ridskill_1 image:CJSH_ridskill_1_2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_5	set:CJSH_ridskill_1 image:CJSH_ridskill_1_6
571	下面哪个图形是戒指	1	set:CJSH_ridskill_1 image:CJSH_ridskill_1_2	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_5	set:CJSH_ridskill_1 image:CJSH_ridskill_1_6	set:CJSH_ridskill_1 image:CJSH_ridskill_1_7
572	下面哪个图形是戒指	2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_4	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_5	set:CJSH_ridskill_1 image:CJSH_ridskill_1_6	set:CJSH_ridskill_1 image:CJSH_ridskill_1_7	set:CJSH_ridskill_1 image:CJSH_ridskill_1_8
573	下面哪个图形是戒指	3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_5	set:CJSH_ridskill_1 image:CJSH_ridskill_1_6	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_6	set:CJSH_ridskill_1 image:CJSH_ridskill_1_8	set:CJSH_ridskill_1 image:CJSH_ridskill_1_9
574	下面哪个图形是戒指	4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_5	set:CJSH_ridskill_1 image:CJSH_ridskill_1_6	set:CJSH_ridskill_1 image:CJSH_ridskill_1_7	set:CJSH_ridskill_1 image:CJSH_ridskill_1_8	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_9	set:CJSH_ridskill_1 image:CJSH_ridskill_1_10
575	下面哪个图形是戒指	5	set:CJSH_ridskill_1 image:CJSH_ridskill_1_6	set:CJSH_ridskill_1 image:CJSH_ridskill_1_7	set:CJSH_ridskill_1 image:CJSH_ridskill_1_8	set:CJSH_ridskill_1 image:CJSH_ridskill_1_9	set:CJSH_ridskill_1 image:CJSH_ridskill_1_10	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_10
576	下面哪个图形是戒指	4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_7	set:CJSH_ridskill_1 image:CJSH_ridskill_1_8	set:CJSH_ridskill_1 image:CJSH_ridskill_1_9	set:CJSH_ridskill_1 image:CJSH_ridskill_1_10	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_8	set:CJSH_ridskill_1 image:CJSH_ridskill_1_2
577	下面哪个图形是戒指	3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_8	set:CJSH_ridskill_1 image:CJSH_ridskill_1_9	set:CJSH_ridskill_1 image:CJSH_ridskill_1_10	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_7	set:CJSH_ridskill_1 image:CJSH_ridskill_1_2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_3
578	下面哪个图形是戒指	2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_9	set:CJSH_ridskill_1 image:CJSH_ridskill_1_10	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_4
579	下面哪个图形是戒指	1	set:CJSH_ridskill_1 image:CJSH_ridskill_1_10	set:CJSH_equip_jiezhi_1 image:CJSH_equip_jiezhi_1_4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_2	set:CJSH_ridskill_1 image:CJSH_ridskill_1_3	set:CJSH_ridskill_1 image:CJSH_ridskill_1_4	set:CJSH_ridskill_1 image:CJSH_ridskill_1_5
580	下面哪个图形是头盔	0	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_1	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_2	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_3	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_4	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_5	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_6
581	下面哪个图形是头盔	1	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_2	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_2	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_4	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_5	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_6	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_7
582	下面哪个图形是头盔	2	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_3	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_4	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_5	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_6	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_7	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_8
583	下面哪个图形是头盔	3	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_4	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_5	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_6	set:CJSH_equip_maozi_1 image:CJSH_equip_maozi_1_6	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_8	set:CJSH_item_wanfa_1 image:CJSH_item_wanfa_1_9
