INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
16381	700092	3	282	30	34	¿ñÈÈÐÅÍ½		30002	-1	115.79	69.09	0	9	962	0	0	0	0	1	0	0	0
16382	700092	3	283	30	34	¿ñÈÈÐÅÍ½		30002	-1	89.07	52.25	0	9	962	0	0	0	0	1	0	0	0
16383	700092	3	284	30	34	¿ñÈÈÐÅÍ½		30002	-1	105.37	52.18	0	9	962	0	0	0	0	1	0	0	0
16384	700092	3	285	30	34	¿ñÈÈÐÅÍ½		30002	-1	86.9	34.55	0	9	962	0	0	0	0	1	0	0	0
16385	700092	3	286	30	34	¿ñÈÈÐÅÍ½		30002	-1	87.16	42	0	9	962	0	0	0	0	1	0	0	0
16386	700092	3	287	30	34	¿ñÈÈÐÅÍ½		30002	-1	107	34.04	0	9	962	0	0	0	0	1	0	0	0
16387	700092	3	288	30	34	¿ñÈÈÐÅÍ½		30002	-1	106.89	41.98	0	9	962	0	0	0	0	1	0	0	0
16388	700092	3	289	30	34	¿ñÈÈÐÅÍ½		30002	-1	81.04	11.29	0	9	962	0	0	0	0	1	0	0	0
16389	700092	3	290	30	34	¿ñÈÈÐÅÍ½		30002	-1	77.13	14.86	0	9	962	0	0	0	0	1	0	0	0
16390	700092	3	291	30	34	¿ñÈÈÐÅÍ½		30002	-1	81.01	15.12	0	9	962	0	0	0	0	1	0	0	0
16391	700092	3	292	30	34	¿ñÈÈÐÅÍ½		30002	-1	112.94	11.35	0	9	962	0	0	0	0	1	0	0	0
16392	700092	3	293	30	34	¿ñÈÈÐÅÍ½		30002	-1	112.95	15.08	0	9	962	0	0	0	0	1	0	0	0
16393	700092	3	294	30	34	¿ñÈÈÐÅÍ½		30002	-1	116.99	14.91	0	9	962	0	0	0	0	1	0	0	0
16394	700092	3	295	30	34	¿ñÈÈÐÅÍ½		30002	-1	75.75	94.27	0	9	962	0	0	0	0	1	0	0	0
16395	700092	3	296	30	34	¿ñÈÈÐÅÍ½		30002	-1	114.63	94.27	0	9	962	0	0	0	0	1	0	0	0
16396	700092	3	297	30	34	¿ñÈÈÐÅÍ½		30002	-1	51.76	50.98	0	9	962	0	0	0	0	1	180	0	0
16397	700092	3	298	35	39	¿ñÈÈÐÅÍ½		30003	-1	15.77	66.24	0	9	962	0	0	0	0	1	0	0	0
16398	700092	3	299	35	39	¿ñÈÈÐÅÍ½		30003	-1	19.97	69.3	0	9	962	0	0	0	0	1	0	0	0
16399	700092	3	300	35	39	¿ñÈÈÐÅÍ½		30003	-1	15.97	73.06	0	9	962	0	0	0	0	1	0	0	0
16400	700092	3	301	35	39	¿ñÈÈÐÅÍ½		30003	-1	19.89	31.52	0	9	962	0	0	0	0	1	0	0	0
16401	700092	3	302	35	39	¿ñÈÈÐÅÍ½		30003	-1	15.82	25	0	9	962	0	0	0	0	1	0	0	0
16402	700092	3	303	35	39	¿ñÈÈÐÅÍ½		30003	-1	24.05	24.97	0	9	962	0	0	0	0	1	0	0	0
16403	700092	3	304	35	39	¿ñÈÈÐÅÍ½		30003	-1	20.01	19.22	0	9	962	0	0	0	0	1	0	0	0
16404	700092	3	305	35	39	¿ñÈÈÐÅÍ½		30003	-1	60.58	18.13	0	9	962	0	0	0	0	1	270	0	0
16405	700092	3	306	35	39	¿ñÈÈÐÅÍ½		30003	-1	61.08	34.95	0	9	962	0	0	0	0	1	180	0	0
16406	700092	3	307	35	39	¿ñÈÈÐÅÍ½		30003	-1	52.12	59.28	0	9	962	0	0	0	0	1	180	0	0
16407	700092	3	308	35	39	¿ñÈÈÐÅÍ½		30003	-1	51.81	67.02	0	9	962	0	0	0	0	1	180	0	0
16408	700092	3	309	35	39	¿ñÈÈÐÅÍ½		30003	-1	52.08	75.36	0	9	962	0	0	0	0	1	180	0	0
16409	700092	3	310	35	39	¿ñÈÈÐÅÍ½		30003	-1	52.12	83.25	0	9	962	0	0	0	0	1	180	0	0
16410	700092	3	311	35	39	¿ñÈÈÐÅÍ½		30003	-1	52.15	91.21	0	9	962	0	0	0	0	1	180	0	0
16411	700092	3	312	35	39	¿ñÈÈÐÅÍ½		30003	-1	44.07	105.27	0	9	962	0	0	0	0	1	180	0	0
16412	700092	3	313	35	39	¿ñÈÈÐÅÍ½		30003	-1	60.04	105.3	0	9	962	0	0	0	0	1	180	0	0
16413	700092	3	314	35	39	¿ñÈÈÐÅÍ½		30003	-1	44.15	113.24	0	9	962	0	0	0	0	1	180	0	0
16414	700092	3	315	35	39	¿ñÈÈÐÅÍ½		30003	-1	59.96	113.16	0	9	962	0	0	0	0	1	180	0	0
16415	700092	3	316	35	39	¿ñÈÈÐÅÍ½		30003	-1	72.94	107.22	0	9	962	0	0	0	0	1	270	0	0
16416	700092	3	317	35	39	¿ñÈÈÐÅÍ½		30003	-1	73.09	113.12	0	9	962	0	0	0	0	1	270	0	0
16417	700092	3	318	35	39	¿ñÈÈÐÅÍ½		30003	-1	85.09	106.99	0	9	962	0	0	0	0	1	0	0	0
16418	700092	3	319	35	39	¿ñÈÈÐÅÍ½		30003	-1	84.99	113.01	0	9	962	0	0	0	0	1	0	0	0
16419	700092	3	320	35	39	¿ñÈÈÐÅÍ½		30003	-1	96.93	113.25	0	9	962	0	0	0	0	1	0	0	0
16420	700092	3	321	35	39	¿ñÈÈÐÅÍ½		30003	-1	97.06	107.06	0	9	962	0	0	0	0	1	0	0	0
16421	700092	3	322	35	39	¿ñÈÈÐÅÍ½		30003	-1	24	31	0	9	962	0	0	0	0	1	0	0	0
16422	700092	3	323	35	39	¿ñÈÈÐÅÍ½		30003	-1	108.91	113.31	0	9	962	0	0	0	0	1	0	0	0
16423	700092	3	324	35	39	¿ñÈÈÐÅÍ½		30003	-1	108.91	107.26	0	9	962	0	0	0	0	1	0	0	0
16424	700092	3	325	35	39	¿ñÈÈÐÅÍ½		30003	-1	75.82	89.99	0	9	962	0	0	0	0	1	0	0	0
16425	700092	3	326	35	39	¿ñÈÈÐÅÍ½		30003	-1	76.16	98.12	0	9	962	0	0	0	0	1	0	0	0
16426	700092	3	327	35	39	¿ñÈÈÐÅÍ½		30003	-1	115.13	89.78	0	9	962	0	0	0	0	1	0	0	0
16427	700092	3	328	35	39	¿ñÈÈÐÅÍ½		30003	-1	114.7	98.28	0	9	962	0	0	0	0	1	0	0	0
16428	700092	3	329	35	39	¿ñÈÈÐÅÍ½		30003	-1	77.69	68.9	0	9	962	0	0	0	0	1	0	0	0
16429	700092	3	330	35	39	¿ñÈÈÐÅÍ½		30003	-1	86.15	69	0	9	962	0	0	0	0	1	0	0	0
16430	700092	3	331	35	39	¿ñÈÈÐÅÍ½		30003	-1	108.01	68.95	0	9	962	0	0	0	0	1	0	0	0
16431	700092	3	332	35	39	¿ñÈÈÐÅÍ½		30003	-1	115.79	69.09	0	9	962	0	0	0	0	1	0	0	0
16432	700092	3	333	35	39	¿ñÈÈÐÅÍ½		30003	-1	89.07	52.25	0	9	962	0	0	0	0	1	0	0	0
16433	700092	3	334	35	39	¿ñÈÈÐÅÍ½		30003	-1	105.37	52.18	0	9	962	0	0	0	0	1	0	0	0
16434	700092	3	335	35	39	¿ñÈÈÐÅÍ½		30003	-1	86.9	34.55	0	9	962	0	0	0	0	1	0	0	0
16435	700092	3	336	35	39	¿ñÈÈÐÅÍ½		30003	-1	87.16	42	0	9	962	0	0	0	0	1	0	0	0
16436	700092	3	337	35	39	¿ñÈÈÐÅÍ½		30003	-1	107	34.04	0	9	962	0	0	0	0	1	0	0	0
16437	700092	3	338	35	39	¿ñÈÈÐÅÍ½		30003	-1	106.89	41.98	0	9	962	0	0	0	0	1	0	0	0
16438	700092	3	339	35	39	¿ñÈÈÐÅÍ½		30003	-1	81.04	11.29	0	9	962	0	0	0	0	1	0	0	0
16439	700092	3	340	35	39	¿ñÈÈÐÅÍ½		30003	-1	77.13	14.86	0	9	962	0	0	0	0	1	0	0	0
16440	700092	3	341	35	39	¿ñÈÈÐÅÍ½		30003	-1	81.01	15.12	0	9	962	0	0	0	0	1	0	0	0
16441	700092	3	342	35	39	¿ñÈÈÐÅÍ½		30003	-1	112.94	11.35	0	9	962	0	0	0	0	1	0	0	0
16442	700092	3	343	35	39	¿ñÈÈÐÅÍ½		30003	-1	112.95	15.08	0	9	962	0	0	0	0	1	0	0	0
16443	700092	3	344	35	39	¿ñÈÈÐÅÍ½		30003	-1	116.99	14.91	0	9	962	0	0	0	0	1	0	0	0
16444	700092	3	345	35	39	¿ñÈÈÐÅÍ½		30003	-1	75.75	94.27	0	9	962	0	0	0	0	1	0	0	0
16445	700092	3	346	35	39	¿ñÈÈÐÅÍ½		30003	-1	114.63	94.27	0	9	962	0	0	0	0	1	0	0	0
16446	700092	3	347	35	39	¿ñÈÈÐÅÍ½		30003	-1	51.76	50.98	0	9	962	0	0	0	0	1	180	0	0
16447	700092	3	348	40	44	¿ñÈÈÐÅÍ½		30004	-1	15.77	66.24	0	9	962	0	0	0	0	1	0	0	0
16448	700092	3	349	40	44	¿ñÈÈÐÅÍ½		30004	-1	19.97	69.3	0	9	962	0	0	0	0	1	0	0	0
16449	700092	3	350	40	44	¿ñÈÈÐÅÍ½		30004	-1	15.97	73.06	0	9	962	0	0	0	0	1	0	0	0
16450	700092	3	351	40	44	¿ñÈÈÐÅÍ½		30004	-1	19.89	31.52	0	9	962	0	0	0	0	1	0	0	0
16451	700092	3	352	40	44	¿ñÈÈÐÅÍ½		30004	-1	15.82	25	0	9	962	0	0	0	0	1	0	0	0
16452	700092	3	353	40	44	¿ñÈÈÐÅÍ½		30004	-1	24.05	24.97	0	9	962	0	0	0	0	1	0	0	0
16453	700092	3	354	40	44	¿ñÈÈÐÅÍ½		30004	-1	20.01	19.22	0	9	962	0	0	0	0	1	0	0	0
16454	700092	3	355	40	44	¿ñÈÈÐÅÍ½		30004	-1	60.58	18.13	0	9	962	0	0	0	0	1	270	0	0
16455	700092	3	356	40	44	¿ñÈÈÐÅÍ½		30004	-1	61.08	34.95	0	9	962	0	0	0	0	1	180	0	0
16456	700092	3	357	40	44	¿ñÈÈÐÅÍ½		30004	-1	52.12	59.28	0	9	962	0	0	0	0	1	180	0	0
16457	700092	3	358	40	44	¿ñÈÈÐÅÍ½		30004	-1	51.81	67.02	0	9	962	0	0	0	0	1	180	0	0
16458	700092	3	359	40	44	¿ñÈÈÐÅÍ½		30004	-1	52.08	75.36	0	9	962	0	0	0	0	1	180	0	0
16459	700092	3	360	40	44	¿ñÈÈÐÅÍ½		30004	-1	52.12	83.25	0	9	962	0	0	0	0	1	180	0	0
16460	700092	3	361	40	44	¿ñÈÈÐÅÍ½		30004	-1	52.15	91.21	0	9	962	0	0	0	0	1	180	0	0
16461	700092	3	362	40	44	¿ñÈÈÐÅÍ½		30004	-1	44.07	105.27	0	9	962	0	0	0	0	1	180	0	0
16462	700092	3	363	40	44	¿ñÈÈÐÅÍ½		30004	-1	60.04	105.3	0	9	962	0	0	0	0	1	180	0	0
16463	700092	3	364	40	44	¿ñÈÈÐÅÍ½		30004	-1	44.15	113.24	0	9	962	0	0	0	0	1	180	0	0
16464	700092	3	365	40	44	¿ñÈÈÐÅÍ½		30004	-1	59.96	113.16	0	9	962	0	0	0	0	1	180	0	0
16465	700092	3	366	40	44	¿ñÈÈÐÅÍ½		30004	-1	72.94	107.22	0	9	962	0	0	0	0	1	270	0	0
16466	700092	3	367	40	44	¿ñÈÈÐÅÍ½		30004	-1	73.09	113.12	0	9	962	0	0	0	0	1	270	0	0
16467	700092	3	368	40	44	¿ñÈÈÐÅÍ½		30004	-1	85.09	106.99	0	9	962	0	0	0	0	1	0	0	0
16468	700092	3	369	40	44	¿ñÈÈÐÅÍ½		30004	-1	84.99	113.01	0	9	962	0	0	0	0	1	0	0	0
16469	700092	3	370	40	44	¿ñÈÈÐÅÍ½		30004	-1	96.93	113.25	0	9	962	0	0	0	0	1	0	0	0
16470	700092	3	371	40	44	¿ñÈÈÐÅÍ½		30004	-1	97.06	107.06	0	9	962	0	0	0	0	1	0	0	0
16471	700092	3	372	40	44	¿ñÈÈÐÅÍ½		30004	-1	24	31	0	9	962	0	0	0	0	1	0	0	0
16472	700092	3	373	40	44	¿ñÈÈÐÅÍ½		30004	-1	108.91	113.31	0	9	962	0	0	0	0	1	0	0	0
16473	700092	3	374	40	44	¿ñÈÈÐÅÍ½		30004	-1	108.91	107.26	0	9	962	0	0	0	0	1	0	0	0
16474	700092	3	375	40	44	¿ñÈÈÐÅÍ½		30004	-1	75.82	89.99	0	9	962	0	0	0	0	1	0	0	0
16475	700092	3	376	40	44	¿ñÈÈÐÅÍ½		30004	-1	76.16	98.12	0	9	962	0	0	0	0	1	0	0	0
16476	700092	3	377	40	44	¿ñÈÈÐÅÍ½		30004	-1	115.13	89.78	0	9	962	0	0	0	0	1	0	0	0
16477	700092	3	378	40	44	¿ñÈÈÐÅÍ½		30004	-1	114.7	98.28	0	9	962	0	0	0	0	1	0	0	0
16478	700092	3	379	40	44	¿ñÈÈÐÅÍ½		30004	-1	77.69	68.9	0	9	962	0	0	0	0	1	0	0	0
16479	700092	3	380	40	44	¿ñÈÈÐÅÍ½		30004	-1	86.15	69	0	9	962	0	0	0	0	1	0	0	0
16480	700092	3	381	40	44	¿ñÈÈÐÅÍ½		30004	-1	108.01	68.95	0	9	962	0	0	0	0	1	0	0	0
16481	700092	3	382	40	44	¿ñÈÈÐÅÍ½		30004	-1	115.79	69.09	0	9	962	0	0	0	0	1	0	0	0
16482	700092	3	383	40	44	¿ñÈÈÐÅÍ½		30004	-1	89.07	52.25	0	9	962	0	0	0	0	1	0	0	0
16483	700092	3	384	40	44	¿ñÈÈÐÅÍ½		30004	-1	105.37	52.18	0	9	962	0	0	0	0	1	0	0	0
16484	700092	3	385	40	44	¿ñÈÈÐÅÍ½		30004	-1	86.9	34.55	0	9	962	0	0	0	0	1	0	0	0
16485	700092	3	386	40	44	¿ñÈÈÐÅÍ½		30004	-1	87.16	42	0	9	962	0	0	0	0	1	0	0	0
16486	700092	3	387	40	44	¿ñÈÈÐÅÍ½		30004	-1	107	34.04	0	9	962	0	0	0	0	1	0	0	0
16487	700092	3	388	40	44	¿ñÈÈÐÅÍ½		30004	-1	106.89	41.98	0	9	962	0	0	0	0	1	0	0	0
16488	700092	3	389	40	44	¿ñÈÈÐÅÍ½		30004	-1	81.04	11.29	0	9	962	0	0	0	0	1	0	0	0
16489	700092	3	390	40	44	¿ñÈÈÐÅÍ½		30004	-1	77.13	14.86	0	9	962	0	0	0	0	1	0	0	0
16490	700092	3	391	40	44	¿ñÈÈÐÅÍ½		30004	-1	81.01	15.12	0	9	962	0	0	0	0	1	0	0	0
16491	700092	3	392	40	44	¿ñÈÈÐÅÍ½		30004	-1	112.94	11.35	0	9	962	0	0	0	0	1	0	0	0
16492	700092	3	393	40	44	¿ñÈÈÐÅÍ½		30004	-1	112.95	15.08	0	9	962	0	0	0	0	1	0	0	0
16493	700092	3	394	40	44	¿ñÈÈÐÅÍ½		30004	-1	116.99	14.91	0	9	962	0	0	0	0	1	0	0	0
16494	700092	3	395	40	44	¿ñÈÈÐÅÍ½		30004	-1	75.75	94.27	0	9	962	0	0	0	0	1	0	0	0
16495	700092	3	396	40	44	¿ñÈÈÐÅÍ½		30004	-1	114.63	94.27	0	9	962	0	0	0	0	1	0	0	0
16496	700092	3	397	40	44	¿ñÈÈÐÅÍ½		30004	-1	51.76	50.98	0	9	962	0	0	0	0	1	180	0	0
16497	700092	3	398	45	49	¿ñÈÈÐÅÍ½		30005	-1	15.77	66.24	0	9	962	0	0	0	0	1	0	0	0
16498	700092	3	399	45	49	¿ñÈÈÐÅÍ½		30005	-1	19.97	69.3	0	9	962	0	0	0	0	1	0	0	0
16499	700092	3	400	45	49	¿ñÈÈÐÅÍ½		30005	-1	15.97	73.06	0	9	962	0	0	0	0	1	0	0	0
16500	700092	3	401	45	49	¿ñÈÈÐÅÍ½		30005	-1	19.89	31.52	0	9	962	0	0	0	0	1	0	0	0
16501	700092	3	402	45	49	¿ñÈÈÐÅÍ½		30005	-1	15.82	25	0	9	962	0	0	0	0	1	0	0	0
16502	700092	3	403	45	49	¿ñÈÈÐÅÍ½		30005	-1	24.05	24.97	0	9	962	0	0	0	0	1	0	0	0
16503	700092	3	404	45	49	¿ñÈÈÐÅÍ½		30005	-1	20.01	19.22	0	9	962	0	0	0	0	1	0	0	0
16504	700092	3	405	45	49	¿ñÈÈÐÅÍ½		30005	-1	60.58	18.13	0	9	962	0	0	0	0	1	270	0	0
16505	700092	3	406	45	49	¿ñÈÈÐÅÍ½		30005	-1	61.08	34.95	0	9	962	0	0	0	0	1	180	0	0
16506	700092	3	407	45	49	¿ñÈÈÐÅÍ½		30005	-1	52.12	59.28	0	9	962	0	0	0	0	1	180	0	0
16507	700092	3	408	45	49	¿ñÈÈÐÅÍ½		30005	-1	51.81	67.02	0	9	962	0	0	0	0	1	180	0	0
16508	700092	3	409	45	49	¿ñÈÈÐÅÍ½		30005	-1	52.08	75.36	0	9	962	0	0	0	0	1	180	0	0
16509	700092	3	410	45	49	¿ñÈÈÐÅÍ½		30005	-1	52.12	83.25	0	9	962	0	0	0	0	1	180	0	0
16510	700092	3	411	45	49	¿ñÈÈÐÅÍ½		30005	-1	52.15	91.21	0	9	962	0	0	0	0	1	180	0	0
16511	700092	3	412	45	49	¿ñÈÈÐÅÍ½		30005	-1	44.07	105.27	0	9	962	0	0	0	0	1	180	0	0
16512	700092	3	413	45	49	¿ñÈÈÐÅÍ½		30005	-1	60.04	105.3	0	9	962	0	0	0	0	1	180	0	0
16513	700092	3	414	45	49	¿ñÈÈÐÅÍ½		30005	-1	44.15	113.24	0	9	962	0	0	0	0	1	180	0	0
16514	700092	3	415	45	49	¿ñÈÈÐÅÍ½		30005	-1	59.96	113.16	0	9	962	0	0	0	0	1	180	0	0
16515	700092	3	416	45	49	¿ñÈÈÐÅÍ½		30005	-1	72.94	107.22	0	9	962	0	0	0	0	1	270	0	0
16516	700092	3	417	45	49	¿ñÈÈÐÅÍ½		30005	-1	73.09	113.12	0	9	962	0	0	0	0	1	270	0	0
16517	700092	3	418	45	49	¿ñÈÈÐÅÍ½		30005	-1	85.09	106.99	0	9	962	0	0	0	0	1	0	0	0
16518	700092	3	419	45	49	¿ñÈÈÐÅÍ½		30005	-1	84.99	113.01	0	9	962	0	0	0	0	1	0	0	0
16519	700092	3	420	45	49	¿ñÈÈÐÅÍ½		30005	-1	96.93	113.25	0	9	962	0	0	0	0	1	0	0	0
16520	700092	3	421	45	49	¿ñÈÈÐÅÍ½		30005	-1	97.06	107.06	0	9	962	0	0	0	0	1	0	0	0
16521	700092	3	422	45	49	¿ñÈÈÐÅÍ½		30005	-1	24	31	0	9	962	0	0	0	0	1	0	0	0
16522	700092	3	423	45	49	¿ñÈÈÐÅÍ½		30005	-1	108.91	113.31	0	9	962	0	0	0	0	1	0	0	0
16523	700092	3	424	45	49	¿ñÈÈÐÅÍ½		30005	-1	108.91	107.26	0	9	962	0	0	0	0	1	0	0	0
16524	700092	3	425	45	49	¿ñÈÈÐÅÍ½		30005	-1	75.82	89.99	0	9	962	0	0	0	0	1	0	0	0
16525	700092	3	426	45	49	¿ñÈÈÐÅÍ½		30005	-1	76.16	98.12	0	9	962	0	0	0	0	1	0	0	0
16526	700092	3	427	45	49	¿ñÈÈÐÅÍ½		30005	-1	115.13	89.78	0	9	962	0	0	0	0	1	0	0	0
16527	700092	3	428	45	49	¿ñÈÈÐÅÍ½		30005	-1	114.7	98.28	0	9	962	0	0	0	0	1	0	0	0
16528	700092	3	429	45	49	¿ñÈÈÐÅÍ½		30005	-1	77.69	68.9	0	9	962	0	0	0	0	1	0	0	0
16529	700092	3	430	45	49	¿ñÈÈÐÅÍ½		30005	-1	86.15	69	0	9	962	0	0	0	0	1	0	0	0
16530	700092	3	431	45	49	¿ñÈÈÐÅÍ½		30005	-1	108.01	68.95	0	9	962	0	0	0	0	1	0	0	0
16531	700092	3	432	45	49	¿ñÈÈÐÅÍ½		30005	-1	115.79	69.09	0	9	962	0	0	0	0	1	0	0	0
16532	700092	3	433	45	49	¿ñÈÈÐÅÍ½		30005	-1	89.07	52.25	0	9	962	0	0	0	0	1	0	0	0
16533	700092	3	434	45	49	¿ñÈÈÐÅÍ½		30005	-1	105.37	52.18	0	9	962	0	0	0	0	1	0	0	0
16534	700092	3	435	45	49	¿ñÈÈÐÅÍ½		30005	-1	86.9	34.55	0	9	962	0	0	0	0	1	0	0	0
16535	700092	3	436	45	49	¿ñÈÈÐÅÍ½		30005	-1	87.16	42	0	9	962	0	0	0	0	1	0	0	0
16536	700092	3	437	45	49	¿ñÈÈÐÅÍ½		30005	-1	107	34.04	0	9	962	0	0	0	0	1	0	0	0
16537	700092	3	438	45	49	¿ñÈÈÐÅÍ½		30005	-1	106.89	41.98	0	9	962	0	0	0	0	1	0	0	0
16538	700092	3	439	45	49	¿ñÈÈÐÅÍ½		30005	-1	81.04	11.29	0	9	962	0	0	0	0	1	0	0	0
16539	700092	3	440	45	49	¿ñÈÈÐÅÍ½		30005	-1	77.13	14.86	0	9	962	0	0	0	0	1	0	0	0
16540	700092	3	441	45	49	¿ñÈÈÐÅÍ½		30005	-1	81.01	15.12	0	9	962	0	0	0	0	1	0	0	0
16541	700092	3	442	45	49	¿ñÈÈÐÅÍ½		30005	-1	112.94	11.35	0	9	962	0	0	0	0	1	0	0	0
16542	700092	3	443	45	49	¿ñÈÈÐÅÍ½		30005	-1	112.95	15.08	0	9	962	0	0	0	0	1	0	0	0
16543	700092	3	444	45	49	¿ñÈÈÐÅÍ½		30005	-1	116.99	14.91	0	9	962	0	0	0	0	1	0	0	0
16544	700092	3	445	45	49	¿ñÈÈÐÅÍ½		30005	-1	75.75	94.27	0	9	962	0	0	0	0	1	0	0	0
16545	700092	3	446	45	49	¿ñÈÈÐÅÍ½		30005	-1	114.63	94.27	0	9	962	0	0	0	0	1	0	0	0
16546	700092	3	447	45	49	¿ñÈÈÐÅÍ½		30005	-1	51.76	50.98	0	9	962	0	0	0	0	1	180	0	0
16547	700092	3	448	50	54	¿ñÈÈÐÅÍ½		30006	-1	15.77	66.24	0	9	962	0	0	0	0	1	0	0	0
16548	700092	3	449	50	54	¿ñÈÈÐÅÍ½		30006	-1	19.97	69.3	0	9	962	0	0	0	0	1	0	0	0
16549	700092	3	450	50	54	¿ñÈÈÐÅÍ½		30006	-1	15.97	73.06	0	9	962	0	0	0	0	1	0	0	0
16550	700092	3	451	50	54	¿ñÈÈÐÅÍ½		30006	-1	19.89	31.52	0	9	962	0	0	0	0	1	0	0	0
16551	700092	3	452	50	54	¿ñÈÈÐÅÍ½		30006	-1	15.82	25	0	9	962	0	0	0	0	1	0	0	0
16552	700092	3	453	50	54	¿ñÈÈÐÅÍ½		30006	-1	24.05	24.97	0	9	962	0	0	0	0	1	0	0	0
16553	700092	3	454	50	54	¿ñÈÈÐÅÍ½		30006	-1	20.01	19.22	0	9	962	0	0	0	0	1	0	0	0
16554	700092	3	455	50	54	¿ñÈÈÐÅÍ½		30006	-1	60.58	18.13	0	9	962	0	0	0	0	1	270	0	0
16555	700092	3	456	50	54	¿ñÈÈÐÅÍ½		30006	-1	61.08	34.95	0	9	962	0	0	0	0	1	180	0	0
16556	700092	3	457	50	54	¿ñÈÈÐÅÍ½		30006	-1	52.12	59.28	0	9	962	0	0	0	0	1	180	0	0
16557	700092	3	458	50	54	¿ñÈÈÐÅÍ½		30006	-1	51.81	67.02	0	9	962	0	0	0	0	1	180	0	0
16558	700092	3	459	50	54	¿ñÈÈÐÅÍ½		30006	-1	52.08	75.36	0	9	962	0	0	0	0	1	180	0	0
16559	700092	3	460	50	54	¿ñÈÈÐÅÍ½		30006	-1	52.12	83.25	0	9	962	0	0	0	0	1	180	0	0
16560	700092	3	461	50	54	¿ñÈÈÐÅÍ½		30006	-1	52.15	91.21	0	9	962	0	0	0	0	1	180	0	0
16561	700092	3	462	50	54	¿ñÈÈÐÅÍ½		30006	-1	44.07	105.27	0	9	962	0	0	0	0	1	180	0	0
16562	700092	3	463	50	54	¿ñÈÈÐÅÍ½		30006	-1	60.04	105.3	0	9	962	0	0	0	0	1	180	0	0
16563	700092	3	464	50	54	¿ñÈÈÐÅÍ½		30006	-1	44.15	113.24	0	9	962	0	0	0	0	1	180	0	0
16564	700092	3	465	50	54	¿ñÈÈÐÅÍ½		30006	-1	59.96	113.16	0	9	962	0	0	0	0	1	180	0	0
16565	700092	3	466	50	54	¿ñÈÈÐÅÍ½		30006	-1	72.94	107.22	0	9	962	0	0	0	0	1	270	0	0
16566	700092	3	467	50	54	¿ñÈÈÐÅÍ½		30006	-1	73.09	113.12	0	9	962	0	0	0	0	1	270	0	0
16567	700092	3	468	50	54	¿ñÈÈÐÅÍ½		30006	-1	85.09	106.99	0	9	962	0	0	0	0	1	0	0	0
16568	700092	3	469	50	54	¿ñÈÈÐÅÍ½		30006	-1	84.99	113.01	0	9	962	0	0	0	0	1	0	0	0
16569	700092	3	470	50	54	¿ñÈÈÐÅÍ½		30006	-1	96.93	113.25	0	9	962	0	0	0	0	1	0	0	0
16570	700092	3	471	50	54	¿ñÈÈÐÅÍ½		30006	-1	97.06	107.06	0	9	962	0	0	0	0	1	0	0	0
16571	700092	3	472	50	54	¿ñÈÈÐÅÍ½		30006	-1	24	31	0	9	962	0	0	0	0	1	0	0	0
16572	700092	3	473	50	54	¿ñÈÈÐÅÍ½		30006	-1	108.91	113.31	0	9	962	0	0	0	0	1	0	0	0
16573	700092	3	474	50	54	¿ñÈÈÐÅÍ½		30006	-1	108.91	107.26	0	9	962	0	0	0	0	1	0	0	0
16574	700092	3	475	50	54	¿ñÈÈÐÅÍ½		30006	-1	75.82	89.99	0	9	962	0	0	0	0	1	0	0	0
16575	700092	3	476	50	54	¿ñÈÈÐÅÍ½		30006	-1	76.16	98.12	0	9	962	0	0	0	0	1	0	0	0
16576	700092	3	477	50	54	¿ñÈÈÐÅÍ½		30006	-1	115.13	89.78	0	9	962	0	0	0	0	1	0	0	0
16577	700092	3	478	50	54	¿ñÈÈÐÅÍ½		30006	-1	114.7	98.28	0	9	962	0	0	0	0	1	0	0	0
16578	700092	3	479	50	54	¿ñÈÈÐÅÍ½		30006	-1	77.69	68.9	0	9	962	0	0	0	0	1	0	0	0
16579	700092	3	480	50	54	¿ñÈÈÐÅÍ½		30006	-1	86.15	69	0	9	962	0	0	0	0	1	0	0	0
16580	700092	3	481	50	54	¿ñÈÈÐÅÍ½		30006	-1	108.01	68.95	0	9	962	0	0	0	0	1	0	0	0
16581	700092	3	482	50	54	¿ñÈÈÐÅÍ½		30006	-1	115.79	69.09	0	9	962	0	0	0	0	1	0	0	0
16582	700092	3	483	50	54	¿ñÈÈÐÅÍ½		30006	-1	89.07	52.25	0	9	962	0	0	0	0	1	0	0	0
16583	700092	3	484	50	54	¿ñÈÈÐÅÍ½		30006	-1	105.37	52.18	0	9	962	0	0	0	0	1	0	0	0
16584	700092	3	485	50	54	¿ñÈÈÐÅÍ½		30006	-1	86.9	34.55	0	9	962	0	0	0	0	1	0	0	0
16585	700092	3	486	50	54	¿ñÈÈÐÅÍ½		30006	-1	87.16	42	0	9	962	0	0	0	0	1	0	0	0
16586	700092	3	487	50	54	¿ñÈÈÐÅÍ½		30006	-1	107	34.04	0	9	962	0	0	0	0	1	0	0	0
16587	700092	3	488	50	54	¿ñÈÈÐÅÍ½		30006	-1	106.89	41.98	0	9	962	0	0	0	0	1	0	0	0
16588	700092	3	489	50	54	¿ñÈÈÐÅÍ½		30006	-1	81.04	11.29	0	9	962	0	0	0	0	1	0	0	0
