INT	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING
167	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_68	set:UI_Logon_5 image:UI_Logon_5_61	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_93	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_65
168	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_61	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_94	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_65	set:UI_Logon_5 image:UI_Logon_5_66
169	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_62	set:UI_Logon_5 image:UI_Logon_5_95	set:UI_Logon_5 image:UI_Logon_5_64	set:UI_Logon_5 image:UI_Logon_5_65	set:UI_Logon_5 image:UI_Logon_5_66	set:UI_Logon_5 image:UI_Logon_5_67
170	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_5 image:UI_Logon_5_81	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_73	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76
171	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_82	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76	set:UI_Logon_5 image:UI_Logon_5_77
172	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_73	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_83	set:UI_Logon_5 image:UI_Logon_5_76	set:UI_Logon_5 image:UI_Logon_5_77	set:UI_Logon_5 image:UI_Logon_5_78
173	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76	set:UI_Logon_5 image:UI_Logon_5_84	set:UI_Logon_5 image:UI_Logon_5_78	set:UI_Logon_5 image:UI_Logon_5_71
174	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76	set:UI_Logon_5 image:UI_Logon_5_77	set:UI_Logon_5 image:UI_Logon_5_78	set:UI_Logon_5 image:UI_Logon_5_85	set:UI_Logon_5 image:UI_Logon_5_72
175	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_5 image:UI_Logon_5_76	set:UI_Logon_5 image:UI_Logon_5_77	set:UI_Logon_5 image:UI_Logon_5_78	set:UI_Logon_5 image:UI_Logon_5_71	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_91
176	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_77	set:UI_Logon_5 image:UI_Logon_5_78	set:UI_Logon_5 image:UI_Logon_5_71	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_92	set:UI_Logon_5 image:UI_Logon_5_74
177	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_78	set:UI_Logon_5 image:UI_Logon_5_71	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_93	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_75
178	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_71	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_94	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76
179	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_95	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76	set:UI_Logon_5 image:UI_Logon_5_77
180	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_5 image:UI_Logon_5_83	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_13	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15	set:UI_Logon_5 image:UI_Logon_5_16
181	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_81	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15	set:UI_Logon_5 image:UI_Logon_5_16	set:UI_Logon_5 image:UI_Logon_5_17
182	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_13	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_84	set:UI_Logon_5 image:UI_Logon_5_16	set:UI_Logon_5 image:UI_Logon_5_17	set:UI_Logon_5 image:UI_Logon_5_18
183	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15	set:UI_Logon_5 image:UI_Logon_5_16	set:UI_Logon_5 image:UI_Logon_5_85	set:UI_Logon_5 image:UI_Logon_5_18	set:UI_Logon_5 image:UI_Logon_5_11
184	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_15	set:UI_Logon_5 image:UI_Logon_5_16	set:UI_Logon_5 image:UI_Logon_5_17	set:UI_Logon_5 image:UI_Logon_5_18	set:UI_Logon_5 image:UI_Logon_5_91	set:UI_Logon_5 image:UI_Logon_5_12
185	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_5 image:UI_Logon_5_16	set:UI_Logon_5 image:UI_Logon_5_17	set:UI_Logon_5 image:UI_Logon_5_18	set:UI_Logon_5 image:UI_Logon_5_11	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_92
186	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_17	set:UI_Logon_5 image:UI_Logon_5_18	set:UI_Logon_5 image:UI_Logon_5_11	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_93	set:UI_Logon_5 image:UI_Logon_5_14
187	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_18	set:UI_Logon_5 image:UI_Logon_5_11	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_94	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15
188	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_11	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_95	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15	set:UI_Logon_5 image:UI_Logon_5_16
189	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_85	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15	set:UI_Logon_5 image:UI_Logon_5_16	set:UI_Logon_5 image:UI_Logon_5_17
190	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_5 image:UI_Logon_5_91	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_73	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76
191	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_92	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76	set:UI_Logon_5 image:UI_Logon_5_77
192	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_73	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_93	set:UI_Logon_5 image:UI_Logon_5_76	set:UI_Logon_5 image:UI_Logon_5_77	set:UI_Logon_5 image:UI_Logon_5_78
193	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76	set:UI_Logon_5 image:UI_Logon_5_94	set:UI_Logon_5 image:UI_Logon_5_78	set:UI_Logon_5 image:UI_Logon_5_71
194	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76	set:UI_Logon_5 image:UI_Logon_5_77	set:UI_Logon_5 image:UI_Logon_5_78	set:UI_Logon_5 image:UI_Logon_5_95	set:UI_Logon_5 image:UI_Logon_5_72
195	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_5 image:UI_Logon_5_76	set:UI_Logon_5 image:UI_Logon_5_77	set:UI_Logon_5 image:UI_Logon_5_78	set:UI_Logon_5 image:UI_Logon_5_71	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_81
196	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_5 image:UI_Logon_5_77	set:UI_Logon_5 image:UI_Logon_5_78	set:UI_Logon_5 image:UI_Logon_5_71	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_82	set:UI_Logon_5 image:UI_Logon_5_74
197	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_78	set:UI_Logon_5 image:UI_Logon_5_71	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_83	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_75
198	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_5 image:UI_Logon_5_71	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_84	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76
199	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_85	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76	set:UI_Logon_5 image:UI_Logon_5_77
200	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_4 image:UI_Logon_4_81	set:UI_Logon_4 image:UI_Logon_4_11	set:UI_Logon_4 image:UI_Logon_4_12	set:UI_Logon_4 image:UI_Logon_4_13	set:UI_Logon_4 image:UI_Logon_4_14	set:UI_Logon_4 image:UI_Logon_4_15
201	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_4 image:UI_Logon_4_43	set:UI_Logon_4 image:UI_Logon_4_44	set:UI_Logon_4 image:UI_Logon_4_82	set:UI_Logon_4 image:UI_Logon_4_48	set:UI_Logon_4 image:UI_Logon_4_46	set:UI_Logon_4 image:UI_Logon_4_47
202	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_4 image:UI_Logon_4_78	set:UI_Logon_4 image:UI_Logon_4_76	set:UI_Logon_4 image:UI_Logon_4_75	set:UI_Logon_4 image:UI_Logon_4_85	set:UI_Logon_4 image:UI_Logon_4_74	set:UI_Logon_4 image:UI_Logon_4_73
203	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_4 image:UI_Logon_4_61	set:UI_Logon_4 image:UI_Logon_4_64	set:UI_Logon_4 image:UI_Logon_4_65	set:UI_Logon_4 image:UI_Logon_4_83	set:UI_Logon_4 image:UI_Logon_4_67	set:UI_Logon_4 image:UI_Logon_4_62
204	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_4 image:UI_Logon_4_51	set:UI_Logon_4 image:UI_Logon_4_52	set:UI_Logon_4 image:UI_Logon_4_57	set:UI_Logon_4 image:UI_Logon_4_53	set:UI_Logon_4 image:UI_Logon_4_54	set:UI_Logon_4 image:UI_Logon_4_81
205	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_4 image:UI_Logon_4_21	set:UI_Logon_4 image:UI_Logon_4_22	set:UI_Logon_4 image:UI_Logon_4_27	set:UI_Logon_4 image:UI_Logon_4_23	set:UI_Logon_4 image:UI_Logon_4_84	set:UI_Logon_4 image:UI_Logon_4_24
206	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_4 image:UI_Logon_4_42	set:UI_Logon_4 image:UI_Logon_4_82	set:UI_Logon_4 image:UI_Logon_4_45	set:UI_Logon_4 image:UI_Logon_4_44	set:UI_Logon_4 image:UI_Logon_4_47	set:UI_Logon_4 image:UI_Logon_4_43
207	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_4 image:UI_Logon_4_62	set:UI_Logon_4 image:UI_Logon_4_91	set:UI_Logon_4 image:UI_Logon_4_65	set:UI_Logon_4 image:UI_Logon_4_64	set:UI_Logon_4 image:UI_Logon_4_67	set:UI_Logon_4 image:UI_Logon_4_63
208	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_4 image:UI_Logon_4_33	set:UI_Logon_4 image:UI_Logon_4_31	set:UI_Logon_4 image:UI_Logon_4_32	set:UI_Logon_4 image:UI_Logon_4_82	set:UI_Logon_4 image:UI_Logon_4_37	set:UI_Logon_4 image:UI_Logon_4_34
209	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_4 image:UI_Logon_4_41	set:UI_Logon_4 image:UI_Logon_4_25	set:UI_Logon_4 image:UI_Logon_4_95	set:UI_Logon_4 image:UI_Logon_4_22	set:UI_Logon_4 image:UI_Logon_4_38	set:UI_Logon_4 image:UI_Logon_4_16
210	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_4 image:UI_Logon_4_11	set:UI_Logon_4 image:UI_Logon_4_12	set:UI_Logon_4 image:UI_Logon_4_15	set:UI_Logon_4 image:UI_Logon_4_16	set:UI_Logon_4 image:UI_Logon_4_93	set:UI_Logon_4 image:UI_Logon_4_18
211	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_4 image:UI_Logon_4_94	set:UI_Logon_4 image:UI_Logon_4_32	set:UI_Logon_4 image:UI_Logon_4_31	set:UI_Logon_4 image:UI_Logon_4_38	set:UI_Logon_4 image:UI_Logon_4_36	set:UI_Logon_4 image:UI_Logon_4_35
212	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_4 image:UI_Logon_4_44	set:UI_Logon_4 image:UI_Logon_4_45	set:UI_Logon_4 image:UI_Logon_4_43	set:UI_Logon_4 image:UI_Logon_4_42	set:UI_Logon_4 image:UI_Logon_4_41	set:UI_Logon_4 image:UI_Logon_4_91
213	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_4 image:UI_Logon_4_32	set:UI_Logon_4 image:UI_Logon_4_35	set:UI_Logon_4 image:UI_Logon_4_91	set:UI_Logon_4 image:UI_Logon_4_34	set:UI_Logon_4 image:UI_Logon_4_37	set:UI_Logon_4 image:UI_Logon_4_36
214	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_4 image:UI_Logon_4_52	set:UI_Logon_4 image:UI_Logon_4_56	set:UI_Logon_4 image:UI_Logon_4_58	set:UI_Logon_4 image:UI_Logon_4_93	set:UI_Logon_4 image:UI_Logon_4_57	set:UI_Logon_4 image:UI_Logon_4_53
215	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_4 image:UI_Logon_4_61	set:UI_Logon_4 image:UI_Logon_4_62	set:UI_Logon_4 image:UI_Logon_4_63	set:UI_Logon_4 image:UI_Logon_4_65	set:UI_Logon_4 image:UI_Logon_4_66	set:UI_Logon_4 image:UI_Logon_4_83
216	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_4 image:UI_Logon_4_48	set:UI_Logon_4 image:UI_Logon_4_82	set:UI_Logon_4 image:UI_Logon_4_47	set:UI_Logon_4 image:UI_Logon_4_46	set:UI_Logon_4 image:UI_Logon_4_43	set:UI_Logon_4 image:UI_Logon_4_45
217	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_4 image:UI_Logon_4_22	set:UI_Logon_4 image:UI_Logon_4_23	set:UI_Logon_4 image:UI_Logon_4_95	set:UI_Logon_4 image:UI_Logon_4_24	set:UI_Logon_4 image:UI_Logon_4_25	set:UI_Logon_4 image:UI_Logon_4_26
218	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_4 image:UI_Logon_4_15	set:UI_Logon_4 image:UI_Logon_4_16	set:UI_Logon_4 image:UI_Logon_4_91	set:UI_Logon_4 image:UI_Logon_4_17	set:UI_Logon_4 image:UI_Logon_4_18	set:UI_Logon_4 image:UI_Logon_4_14
219	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_4 image:UI_Logon_4_84	set:UI_Logon_4 image:UI_Logon_4_11	set:UI_Logon_4 image:UI_Logon_4_12	set:UI_Logon_4 image:UI_Logon_4_15	set:UI_Logon_4 image:UI_Logon_4_16	set:UI_Logon_4 image:UI_Logon_4_17
220	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_4 image:UI_Logon_4_45	set:UI_Logon_4 image:UI_Logon_4_44	set:UI_Logon_4 image:UI_Logon_4_43	set:UI_Logon_4 image:UI_Logon_4_93	set:UI_Logon_4 image:UI_Logon_4_42	set:UI_Logon_4 image:UI_Logon_4_41
221	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_4 image:UI_Logon_4_81	set:UI_Logon_4 image:UI_Logon_4_45	set:UI_Logon_4 image:UI_Logon_4_44	set:UI_Logon_4 image:UI_Logon_4_43	set:UI_Logon_4 image:UI_Logon_4_42	set:UI_Logon_4 image:UI_Logon_4_41
222	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_4 image:UI_Logon_4_36	set:UI_Logon_4 image:UI_Logon_4_32	set:UI_Logon_4 image:UI_Logon_4_91	set:UI_Logon_4 image:UI_Logon_4_37	set:UI_Logon_4 image:UI_Logon_4_31	set:UI_Logon_4 image:UI_Logon_4_33
223	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_4 image:UI_Logon_4_71	set:UI_Logon_4 image:UI_Logon_4_76	set:UI_Logon_4 image:UI_Logon_4_77	set:UI_Logon_4 image:UI_Logon_4_72	set:UI_Logon_4 image:UI_Logon_4_78	set:UI_Logon_4 image:UI_Logon_4_92
224	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_4 image:UI_Logon_4_26	set:UI_Logon_4 image:UI_Logon_4_24	set:UI_Logon_4 image:UI_Logon_4_21	set:UI_Logon_4 image:UI_Logon_4_27	set:UI_Logon_4 image:UI_Logon_4_84	set:UI_Logon_4 image:UI_Logon_4_28
225	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_4 image:UI_Logon_4_62	set:UI_Logon_4 image:UI_Logon_4_93	set:UI_Logon_4 image:UI_Logon_4_66	set:UI_Logon_4 image:UI_Logon_4_64	set:UI_Logon_4 image:UI_Logon_4_61	set:UI_Logon_4 image:UI_Logon_4_67
226	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_4 image:UI_Logon_4_14	set:UI_Logon_4 image:UI_Logon_4_17	set:UI_Logon_4 image:UI_Logon_4_95	set:UI_Logon_4 image:UI_Logon_4_18	set:UI_Logon_4 image:UI_Logon_4_16	set:UI_Logon_4 image:UI_Logon_4_15
227	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_4 image:UI_Logon_4_33	set:UI_Logon_4 image:UI_Logon_4_32	set:UI_Logon_4 image:UI_Logon_4_31	set:UI_Logon_4 image:UI_Logon_4_34	set:UI_Logon_4 image:UI_Logon_4_35	set:UI_Logon_4 image:UI_Logon_4_83
228	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_4 image:UI_Logon_4_23	set:UI_Logon_4 image:UI_Logon_4_21	set:UI_Logon_4 image:UI_Logon_4_28	set:UI_Logon_4 image:UI_Logon_4_26	set:UI_Logon_4 image:UI_Logon_4_82	set:UI_Logon_4 image:UI_Logon_4_22
229	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_4 image:UI_Logon_4_61	set:UI_Logon_4 image:UI_Logon_4_62	set:UI_Logon_4 image:UI_Logon_4_64	set:UI_Logon_4 image:UI_Logon_4_81	set:UI_Logon_4 image:UI_Logon_4_65	set:UI_Logon_4 image:UI_Logon_4_63
230	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_4 image:UI_Logon_4_12	set:UI_Logon_4 image:UI_Logon_4_15	set:UI_Logon_4 image:UI_Logon_4_13	set:UI_Logon_4 image:UI_Logon_4_14	set:UI_Logon_4 image:UI_Logon_4_91	set:UI_Logon_4 image:UI_Logon_4_11
231	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_4 image:UI_Logon_4_24	set:UI_Logon_4 image:UI_Logon_4_23	set:UI_Logon_4 image:UI_Logon_4_91	set:UI_Logon_4 image:UI_Logon_4_25	set:UI_Logon_4 image:UI_Logon_4_27	set:UI_Logon_4 image:UI_Logon_4_21
232	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_4 image:UI_Logon_4_95	set:UI_Logon_4 image:UI_Logon_4_47	set:UI_Logon_4 image:UI_Logon_4_43	set:UI_Logon_4 image:UI_Logon_4_41	set:UI_Logon_4 image:UI_Logon_4_45	set:UI_Logon_4 image:UI_Logon_4_48
233	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_4 image:UI_Logon_4_82	set:UI_Logon_4 image:UI_Logon_4_57	set:UI_Logon_4 image:UI_Logon_4_53	set:UI_Logon_4 image:UI_Logon_4_51	set:UI_Logon_4 image:UI_Logon_4_56	set:UI_Logon_4 image:UI_Logon_4_55
234	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_4 image:UI_Logon_4_57	set:UI_Logon_4 image:UI_Logon_4_81	set:UI_Logon_4 image:UI_Logon_4_54	set:UI_Logon_4 image:UI_Logon_4_53	set:UI_Logon_4 image:UI_Logon_4_52	set:UI_Logon_4 image:UI_Logon_4_51
235	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_4 image:UI_Logon_4_67	set:UI_Logon_4 image:UI_Logon_4_63	set:UI_Logon_4 image:UI_Logon_4_61	set:UI_Logon_4 image:UI_Logon_4_85	set:UI_Logon_4 image:UI_Logon_4_62	set:UI_Logon_4 image:UI_Logon_4_64
236	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_4 image:UI_Logon_4_12	set:UI_Logon_4 image:UI_Logon_4_15	set:UI_Logon_4 image:UI_Logon_4_13	set:UI_Logon_4 image:UI_Logon_4_14	set:UI_Logon_4 image:UI_Logon_4_11	set:UI_Logon_4 image:UI_Logon_4_91
237	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_4 image:UI_Logon_4_31	set:UI_Logon_4 image:UI_Logon_4_32	set:UI_Logon_4 image:UI_Logon_4_33	set:UI_Logon_4 image:UI_Logon_4_34	set:UI_Logon_4 image:UI_Logon_4_93	set:UI_Logon_4 image:UI_Logon_4_35
238	请找出边框颜色与其它不一样的图标	2	set:UI_Logon_4 image:UI_Logon_4_56	set:UI_Logon_4 image:UI_Logon_4_55	set:UI_Logon_4 image:UI_Logon_4_95	set:UI_Logon_4 image:UI_Logon_4_54	set:UI_Logon_4 image:UI_Logon_4_53	set:UI_Logon_4 image:UI_Logon_4_52
239	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_4 image:UI_Logon_4_57	set:UI_Logon_4 image:UI_Logon_4_56	set:UI_Logon_4 image:UI_Logon_4_55	set:UI_Logon_4 image:UI_Logon_4_94	set:UI_Logon_4 image:UI_Logon_4_53	set:UI_Logon_4 image:UI_Logon_4_54
240	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_4 image:UI_Logon_4_25	set:UI_Logon_4 image:UI_Logon_4_84	set:UI_Logon_4 image:UI_Logon_4_26	set:UI_Logon_4 image:UI_Logon_4_27	set:UI_Logon_4 image:UI_Logon_4_28	set:UI_Logon_4 image:UI_Logon_4_23
241	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_4 image:UI_Logon_4_83	set:UI_Logon_4 image:UI_Logon_4_73	set:UI_Logon_4 image:UI_Logon_4_74	set:UI_Logon_4 image:UI_Logon_4_75	set:UI_Logon_4 image:UI_Logon_4_76	set:UI_Logon_4 image:UI_Logon_4_77
242	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_4 image:UI_Logon_4_12	set:UI_Logon_4 image:UI_Logon_4_13	set:UI_Logon_4 image:UI_Logon_4_14	set:UI_Logon_4 image:UI_Logon_4_15	set:UI_Logon_4 image:UI_Logon_4_16	set:UI_Logon_4 image:UI_Logon_4_82
243	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_4 image:UI_Logon_4_37	set:UI_Logon_4 image:UI_Logon_4_65	set:UI_Logon_4 image:UI_Logon_4_66	set:UI_Logon_4 image:UI_Logon_4_67	set:UI_Logon_4 image:UI_Logon_4_91	set:UI_Logon_4 image:UI_Logon_4_68
244	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_4 image:UI_Logon_4_64	set:UI_Logon_4 image:UI_Logon_4_38	set:UI_Logon_4 image:UI_Logon_4_48	set:UI_Logon_4 image:UI_Logon_4_58	set:UI_Logon_4 image:UI_Logon_4_81	set:UI_Logon_4 image:UI_Logon_4_28
245	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_4 image:UI_Logon_4_35	set:UI_Logon_4 image:UI_Logon_4_33	set:UI_Logon_4 image:UI_Logon_4_32	set:UI_Logon_4 image:UI_Logon_4_34	set:UI_Logon_4 image:UI_Logon_4_93	set:UI_Logon_4 image:UI_Logon_4_31
246	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_4 image:UI_Logon_4_24	set:UI_Logon_4 image:UI_Logon_4_23	set:UI_Logon_4 image:UI_Logon_4_22	set:UI_Logon_4 image:UI_Logon_4_94	set:UI_Logon_4 image:UI_Logon_4_21	set:UI_Logon_4 image:UI_Logon_4_25
247	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_4 image:UI_Logon_4_32	set:UI_Logon_4 image:UI_Logon_4_92	set:UI_Logon_4 image:UI_Logon_4_35	set:UI_Logon_4 image:UI_Logon_4_38	set:UI_Logon_4 image:UI_Logon_4_36	set:UI_Logon_4 image:UI_Logon_4_37
248	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_4 image:UI_Logon_4_82	set:UI_Logon_4 image:UI_Logon_4_72	set:UI_Logon_4 image:UI_Logon_4_73	set:UI_Logon_4 image:UI_Logon_4_74	set:UI_Logon_4 image:UI_Logon_4_76	set:UI_Logon_4 image:UI_Logon_4_75
249	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_4 image:UI_Logon_4_44	set:UI_Logon_4 image:UI_Logon_4_42	set:UI_Logon_4 image:UI_Logon_4_48	set:UI_Logon_4 image:UI_Logon_4_47	set:UI_Logon_4 image:UI_Logon_4_41	set:UI_Logon_4 image:UI_Logon_4_81
250	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_5 image:UI_Logon_5_81	set:UI_Logon_5 image:UI_Logon_5_11	set:UI_Logon_5 image:UI_Logon_5_12	set:UI_Logon_5 image:UI_Logon_5_13	set:UI_Logon_5 image:UI_Logon_5_14	set:UI_Logon_5 image:UI_Logon_5_15
