INT	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING
151	100000	1	10294003|10294013|10294023|10294033|10294043|10294053|10298020|10298024|10298028|10298032|10298036|10298040|10284003|10284013|10284023|10284033|10284043|10284053|10288020|10288024|10288028|10288032|10288036|10288040	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
152	100000	1	10294003|10294013|10294023|10294033|10294043|10294053|10298020|10298024|10298028|10298032|10298036|10298040|10284003|10284013|10284023|10284033|10284043|10284053|10288020|10288024|10288028|10288032|10288036|10288040	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
153	100000	1	10294004|10294014|10294024|10294034|10294044|10294054|10298021|10298025|10298029|10298033|10298037|10298041|10284004|10284014|10284024|10284034|10284044|10284054|10288021|10288025|10288029|10288033|10288037|10288041	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
154	100000	1	10294004|10294014|10294024|10294034|10294044|10294054|10298021|10298025|10298029|10298033|10298037|10298041|10284004|10284014|10284024|10284034|10284044|10284054|10288021|10288025|10288029|10288033|10288037|10288041	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
155	100000	1	10294004|10294014|10294024|10294034|10294044|10294054|10298021|10298025|10298029|10298033|10298037|10298041|10284004|10284014|10284024|10284034|10284044|10284054|10288021|10288025|10288029|10288033|10288037|10288041	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
156	100000	1	10294004|10294014|10294024|10294034|10294044|10294054|10298021|10298025|10298029|10298033|10298037|10298041|10284004|10284014|10284024|10284034|10284044|10284054|10288021|10288025|10288029|10288033|10288037|10288041	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
157	100000	1	10298100|10298101|10298102|10298103|10298104|10298105|10298106|10298107|10298108|10298109|10298110|10298111|10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
158	100000	1	10298100|10298101|10298102|10298103|10298104|10298105|10298106|10298107|10298108|10298109|10298110|10298111|10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
159	100000	1	10298100|10298101|10298102|10298103|10298104|10298105|10298106|10298107|10298108|10298109|10298110|10298111|10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
160	100000	1	10298100|10298101|10298102|10298103|10298104|10298105|10298106|10298107|10298108|10298109|10298110|10298111|10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
161	100000	1	10298100|10298101|10298102|10298103|10298104|10298105|10298106|10298107|10298108|10298109|10298110|10298111|10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
162	100000	1	10298100|10298101|10298102|10298103|10298104|10298105|10298106|10298107|10298108|10298109|10298110|10298111|10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
163	100000	1	10298100|10298101|10298102|10298103|10298104|10298105|10298106|10298107|10298108|10298109|10298110|10298111|10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
164	100000	1	10298100|10298101|10298102|10298103|10298104|10298105|10298106|10298107|10298108|10298109|10298110|10298111|10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
165	100000	1	10298100|10298101|10298102|10298103|10298104|10298105|10298106|10298107|10298108|10298109|10298110|10298111|10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
166	100000	1	10298100|10298101|10298102|10298103|10298104|10298105|10298106|10298107|10298108|10298109|10298110|10298111|10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
167	100000	1	10298100|10298101|10298102|10298103|10298104|10298105|10298106|10298107|10298108|10298109|10298110|10298111|10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
168	100000	1	10298100|10298101|10298102|10298103|10298104|10298105|10298106|10298107|10298108|10298109|10298110|10298111|10288100|10288101|10288102|10288103|10288104|10288105|10288106|10288107|10288108|10288109|10288110|10288111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	副本第三环最终boss掉落组（171-200），20级开始每5级一个掉落ID																													
171	12500000	1	12052171	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
172	12500000	1	12052171	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
173	12500000	1	12052171	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
174	12500000	1	12052171	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
175	12500000	1	12052171	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
176	12500000	1	12052171	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
177	12500000	1	12052171	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
178	12500000	1	12052171	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
179	1000000	1	10310000	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
180	1000000	1	10310000	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
181	1000000	1	10310000	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
182	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
183	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
184	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
185	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
186	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
187	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
188	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
189	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
190	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
191	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
192	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
193	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
194	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
195	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
196	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
197	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
198	1000000	1	10310000	1000000	1	11000300	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	特殊掉落（201-1000）																													
#	神秘的蜘蛛牙+塔塔尔宝石																													
201	10000000	1	11990007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
202	10000000	1	11990008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	金矿洞																													
203	100000000	2	11960003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
204	95833333	2	11960004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
205	86458333	2	11960005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
206	81250000	2	11960006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
207	78125000	2	11960007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
208	76041667	2	11960008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
209	76041667	2	11960009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
210	76041667	2	11960010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
211	100000000	24	11960003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
212	100000000	24	11960004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
213	100000000	24	11960005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
214	100000000	24	11960006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
215	100000000	24	11960007	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
216	100000000	24	11960008	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
217	100000000	24	11960009	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
218	100000000	24	11960010	10000000	1	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	大观园BOSS																													
220	100000000	9	11030501|11020501|11030405	100000000	3	12030013	100000000	3	11000501	100000000	3	12054301	100000000	1	12030016	100000000	3	12030022|12030023|12030024|12030025	30000000	1	11000547	10000000	1	11000300	5000000	1	10310025	-1	-1	-1
221	100000000	15	11030501|11020501|11030405	100000000	10	12030013	100000000	10	11000501	100000000	5	12054301	100000000	5	12030016	100000000	10	12030022|12030023|12030024|12030025	100000000	3	11000547	100000000	1	11000300	100000000	1	10310025	-1	-1	-1
#	小三环																													
253	40000000	1	12052401|12052411|12052421	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
254	12500000	1	12052171	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	和氏璧																													
255	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
256	12500000	1	12052451	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
257	12500000	1	12052461	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
258	12500000	1	12052071	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	财神殿																													
259	1000000	1	10310000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
260	25000000	1	12052431	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
261	5000000	1	12052441	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
262	5000000	1	12052061	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	小三环附加手镯戒指																													
263	1430000	1	10284001|10284011|10284021|10284031|10284041|10284051|10294001|10294011|10294021|10294031|10294041|10294051	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
264	500000	1	10284002|10284012|10284022|10284032|10284042|10284052|10294002|10294012|10294022|10294032|10294042|10294052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
265	80000	1	10284003|10284013|10284023|10284033|10284043|10284053|10294003|10294013|10294023|10294033|10294043|10294053	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	和氏璧附加手镯戒指																													
266	710000	1	10284001|10284011|10284021|10284031|10284041|10284051|10294001|10294011|10294021|10294031|10294041|10294051	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
267	1000000	1	10284002|10284012|10284022|10284032|10284042|10284052|10294002|10294012|10294022|10294032|10294042|10294052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
268	160000	1	10284003|10284013|10284023|10284033|10284043|10284053|10294003|10294013|10294023|10294033|10294043|10294053	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	财神殿附加手镯戒指																													
269	500000	1	10284002|10284012|10284022|10284032|10284042|10284052|10294002|10294012|10294022|10294032|10294042|10294052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
270	310000	1	10284003|10284013|10284023|10284033|10284043|10284053|10294003|10294013|10294023|10294033|10294043|10294053	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	勾栏曲台3孔道具掉落																													
271	33000000	1	11000123	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
272	80000000	1	11000123	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	祝家庄掉落																													
273	100000000	1	12052401|12052411|12052421|12052171|12052071|12052461|12052451	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
274	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
275	100000000	2	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
276	100000000	3	11020502	100000000	3	11030502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
277	100000000	3	11020502	100000000	3	11030502	100000000	1	12052061|12052081|12052441|12052431	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
278	100000000	3	11020502	100000000	3	11030502	100000000	1	12052061|12052081|12052441|12052431	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
279	100000000	3	11020502	100000000	3	11030502	100000000	1	12052061|12052081|12052441|12052431	1000000	1	10294004|10294014|10294024|10294034|10294044|10294054|10284004|10284014|10284024|10284034|10284044|10284054	3000000	1	10310000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
280	100000000	6	11000203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
281	100000000	3	11020502	100000000	3	11030502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
282	100000000	6	11000203	100000000	3	11020502	100000000	3	11030502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
283	100000000	6	11000203	100000000	3	11020502	100000000	3	11030502	1000000	1	10294004|10294014|10294024|10294034|10294044|10294054|10284004|10284014|10284024|10284034|10284044|10284054	3000000	1	10310000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
284	2000	1	10310005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
285	100000000	6	11000202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
286	100000000	3	11020502	100000000	3	11030502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
287	100000000	6	11000202	100000000	3	11020502	100000000	3	11030502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
288	100000000	6	11000202	100000000	3	11020502	100000000	3	11030502	1000000	1	10294004|10294014|10294024|10294034|10294044|10294054|10284004|10284014|10284024|10284034|10284044|10284054	3000000	1	10310000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	梦聊五彩石掉落																													
308	100000000	2	11000598	100000000	6	11010100|11010101|11010102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	天变boss																													
309	100000000	12	11000501	100000000	3	12240002	100000000	2	12030258	100000000	6	11030502	100000000	6	11030406	100000000	6	11020502	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
310	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
311	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
312	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#	黄河坞隐藏玩法掉落																													
314	100000000	1	12052251	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
315	100000000	1	12052252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
316	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
317	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
318	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
319	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#新手村鼠王																														
320	100000000	1	10010010|10020010|10030010|10040010|10050010|10060010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#公公专用BOSS掉落																														
321	100000000	3	11000202	100000000	8	11020501	100000000	8	11030501	100000000	1	19010002	7140000	1	10284002|10284012|10284022|10284032|10284042|10284052|10288019|10288023|10288027|10288031|10288035|10288039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
322	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
323	100000000	3	11000202	100000000	8	11020502	100000000	8	11030502	100000000	3	12054300	3130000	1	10284003|10284013|10284023|10284033|10284043|10284053|10288020|10288024|10288028|10288032|10288036|10288040	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
324	100000000	1	11000201	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
325	100000000	1	11000202	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
326	100000000	1	11000202	1000000	1	11000300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
