INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT
3748	-1	0	【主线】钥匙老人的秘密	【主线】钥匙老人的秘密	3787	-1	-1	1	-1	0	0	3	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	190	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t钥匙老人能带你穿梭百年时空，重返当年成吉思汗平定八方的盛事年代，我想你现在应该去拜访他。	找到@npc_123782	\t钥匙老人在城的西北方	放弃任务	\t年轻人，我就知道你会来，等了你很久了！	123782	钥匙老人	-1	-1	0	-1	找到@npc_123782						0		0
3749	-1	0	【主线】钥匙老人的秘密	【主线】钥匙老人的秘密	3788	-1	-1	1	-1	0	0	3	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	190	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t钥匙老人能带你穿梭百年时空，重返当年成吉思汗平定八方的盛事年代，我想你现在应该去拜访他。	找到@npc_123782	\t钥匙老人在城的西北方	放弃任务	\t年轻人，我就知道你会来，等了你很久了！	123782	钥匙老人	-1	-1	0	-1	找到@npc_123782						0		0
3750	-1	0	【主线】钥匙老人的秘密	【主线】钥匙老人的秘密	3789	-1	-1	1	-1	0	0	3	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	190	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t钥匙老人能带你穿梭百年时空，重返当年成吉思汗平定八方的盛事年代，我想你现在应该去拜访他。	找到@npc_123782	\t钥匙老人在城的西北方	放弃任务	\t年轻人，我就知道你会来，等了你很久了！	123782	钥匙老人	-1	-1	0	-1	找到@npc_123782						0		0
3751	-1	0	【主线】钥匙老人的秘密	【主线】钥匙老人的秘密	3790	-1	-1	1	-1	0	0	3	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	190	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t钥匙老人能带你穿梭百年时空，重返当年成吉思汗平定八方的盛事年代，我想你现在应该去拜访他。	找到@npc_123782	\t钥匙老人在城的西北方	放弃任务	\t年轻人，我就知道你会来，等了你很久了！	123782	钥匙老人	-1	-1	0	-1	找到@npc_123782						0		0
3752	-1	0	【主线】钥匙老人的秘密	【主线】钥匙老人的秘密	3791	-1	-1	1	-1	0	0	3	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	190	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t钥匙老人能带你穿梭百年时空，重返当年成吉思汗平定八方的盛事年代，我想你现在应该去拜访他。	找到@npc_123782	\t钥匙老人在城的西北方	放弃任务	\t年轻人，我就知道你会来，等了你很久了！	123782	钥匙老人	-1	-1	0	-1	找到@npc_123782						0		0
#																																																																											
3753	203694	1	【新手】白鹿长老	【新手】白鹿长老	3729	-1	-1	1	-1	0	0	3	1	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在西北方等待着你的到来。	找到@npc_134016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	134016	白鹿长老	-1	-1	0	-1	找到@npc_134016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
3754	203694	1	【新手】白鹿长老	【新手】白鹿长老	3730	-1	-1	1	-1	0	0	3	2	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在西北方等待着你的到来。	找到@npc_134016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	134016	白鹿长老	-1	-1	0	-1	找到@npc_134016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
3755	203694	1	【新手】白鹿长老	【新手】白鹿长老	3731	-1	-1	1	-1	0	0	3	3	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在西北方等待着你的到来。	找到@npc_134016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	134016	白鹿长老	-1	-1	0	-1	找到@npc_134016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
3756	203694	1	【新手】白鹿长老	【新手】白鹿长老	3732	-1	-1	1	-1	0	0	3	4	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在西北方等待着你的到来。	找到@npc_134016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	134016	白鹿长老	-1	-1	0	-1	找到@npc_134016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
3757	203694	1	【新手】白鹿长老	【新手】白鹿长老	3733	-1	-1	1	-1	0	0	3	5	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在西北方等待着你的到来。	找到@npc_134016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	134016	白鹿长老	-1	-1	0	-1	找到@npc_134016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
3758	203694	1	【新手】白鹿长老	【新手】白鹿长老	3734	-1	-1	1	-1	0	0	3	6	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在西北方等待着你的到来。	找到@npc_134016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	134016	白鹿长老	-1	-1	0	-1	找到@npc_134016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
3759	203694	1	【新手】白鹿长老	【新手】白鹿长老	3735	-1	-1	1	-1	0	0	3	7	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在西北方等待着你的到来。	找到@npc_134016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	134016	白鹿长老	-1	-1	0	-1	找到@npc_134016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
3760	203694	1	【新手】白鹿长老	【新手】白鹿长老	3736	-1	-1	1	-1	0	0	3	8	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在西北方等待着你的到来。	找到@npc_134016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	134016	白鹿长老	-1	-1	0	-1	找到@npc_134016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
3761	203694	1	【新手】白鹿长老	【新手】白鹿长老	3737	-1	-1	1	-1	0	0	3	9	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在西北方等待着你的到来。	找到@npc_134016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	134016	白鹿长老	-1	-1	0	-1	找到@npc_134016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
3762	203694	1	【新手】白鹿长老	【新手】白鹿长老	3738	-1	-1	1	-1	0	0	3	10	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在西北方等待着你的到来。	找到@npc_134016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	134016	白鹿长老	-1	-1	0	-1	找到@npc_134016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
3763	203694	1	【新手】白鹿长老	【新手】白鹿长老	3739	-1	-1	1	-1	0	0	3	11	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在西北方等待着你的到来。	找到@npc_134016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	134016	白鹿长老	-1	-1	0	-1	找到@npc_134016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
#虚拟敦煌牧场3706前置任务																																																																											
3764	-1	0	虚拟敦煌牧场脚本3206前置任务	虚拟敦煌牧场脚本3206前置任务	-1	-1	-1	1	-1	0	0	3	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在身后有我这些年来锻造的各种武器，你可以去挑一把合适的。	找到@npc_134013	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	134013	十字架	-1	-1	0	3704	找到@npc_134013						0		0
3765	-1	0	虚拟敦煌牧场武器进阶任务	虚拟敦煌牧场脚本3206前置任务	-1	-1	-1	1	-1	0	0	3	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在身后有我这些年来锻造的各种武器，你可以去挑一把合适的。	找到@npc_134013	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	134013	十字架	-1	-1	0	3704	找到@npc_134013						0		0
3766	-1	0	【主线】兵器的进阶	【主线】兵器的进阶	3716	-1	-1	10	-1	0	0	3	-1	-1	22000	-1	-1	-1	-1	1	100	0	0	3000	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t#Y@myname#c000000，看来你有不少收获啊。\n\t你可以再去认识一下@npc_132027，他那里或许有你所需要的防身的武器。	找到@npc_132027	\t你找我有什么事？	你放弃了【个人】初涉江湖<一>	\t原来是@npc_132025介绍来的！他真是一个有趣的人，据说他来自一个到处金砖玉瓦，叫做大都的城市……\n\t哦，对，你是来挑选兵器的对吧。你可以从这里随意挑选一件，以后别忘了常来光顾，我不仅出售上等兵器，还能帮助你修理损坏的装备。	132027	武器商人	-1	-1	0	3768	找到@npc_132027						0		0
3768	203693	1	【主线】防具的进阶	【主线】防具的进阶	3766	-1	-1	10	-1	0	0	3	-1	-1	22000	-1	-1	-1	-1	1	150	0	0	1550	0	0	-1	0	0	0	0	0	0	0	10241101	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t啊？你这就要走啊，我还以为能多聊一会呢。\n\t看你一脸着急的样子，好像还真有急事似的，不过光有武器也不行啊。既然聊得这么投缘，我就免费告诉你，不妨去旁边的@npc_123729那逛逛，他那里的防具还是相当不错的，虽然不是什么极品，但是行走江湖足够了！	找到@npc_123729	\t你找我有什么事？	你放弃了【个人】初涉江湖<二>	\t你好，我是王国内的防具商人，请问您需要点什么？	132026	防具商人	-1	-1	0	3655	找到@npc_132026						0		0
#																																																																											
3769	203736	1	【主线】职业的进阶	【主线】职业的进阶	3795	-1	-1	10	-1	-1	0	3	0	-1	22000	-1	-1	-1	-1	1	500	0	0	11500	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t从你的身手看来，你已经掌握了基本的生存技能，但要想出人头地，必须继续修炼，我可以给你一定的帮助。当然，这不会是免费的。	找到@npc_132043学习并使用3级#R勇冠三军#W	\t不清楚如何提升技能等级？在我这里就可以学习、提升自己的技能。\n\t点击#G技能学习#W按钮就能进入技能学习界面，里面#G明亮的技能#W表示你现在能掌握的技能，点击相应图标即可学习技能，当然你要有一定的经验和银子！\n\t最后记得学习完技能后，要将自己#G技能栏内技能的图标#W拖到下方#G快捷栏内#W，才能在需要的时候，方便快捷的使用。		\t很好，希望你继续保持修炼！	132043	武士技能大师	-1	-1	0	3781	找到@npc_132043学习并使用3级#R勇冠三军#W						1		0
3770	203736	1	【主线】职业的进阶	【主线】职业的进阶	3795	-1	-1	10	-1	-1	0	3	1	-1	22000	-1	-1	-1	-1	1	500	0	0	11500	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t从你的身手看来，你已经掌握了基本的生存技能，但要想出人头地，必须继续修炼，我可以给你一定的帮助。当然，这不会是免费的。	找到@npc_132044学习并使用3级#R七星剑阵#W	\t不清楚如何提升技能等级？在我这里就可以学习、提升自己的技能。\n\t点击#G技能学习#W按钮就能进入技能学习界面，里面#G明亮的技能#W表示你现在能掌握的技能，点击相应图标即可学习技能，当然你要有一定的经验和银子！\n\t最后记得学习完技能后，要将自己#G技能栏内技能的图标#W拖到下方#G快捷栏内#W，才能在需要的时候，方便快捷的使用。		\t很好，希望你继续保持修炼！	132044	剑侠技能大师	-1	-1	0	3782	找到@npc_132044学习并使用3级#R七星剑阵#W						1		0
3771	203736	1	【主线】职业的进阶	【主线】职业的进阶	3795	-1	-1	10	-1	-1	0	3	2	-1	22000	-1	-1	-1	-1	1	500	0	0	11500	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t从你的身手看来，你已经掌握了基本的生存技能，但要想出人头地，必须继续修炼，我可以给你一定的帮助。当然，这不会是免费的。	找到@npc_132046学习并使用3级#R自由之歌#W	\t不清楚如何提升技能等级？在我这里就可以学习、提升自己的技能。\n\t点击#G技能学习#W按钮就能进入技能学习界面，里面#G明亮的技能#W表示你现在能掌握的技能，点击相应图标即可学习技能，当然你要有一定的经验和银子！\n\t最后记得学习完技能后，要将自己#G技能栏内技能的图标#W拖到下方#G快捷栏内#W，才能在需要的时候，方便快捷的使用。		\t很好，希望你继续保持修炼！	132046	骑射手技能大师	-1	-1	0	3783	找到@npc_132046学习并使用3级#R自由之歌#W						1		0
3772	203736	1	【主线】职业的进阶	【主线】职业的进阶	3795	-1	-1	10	-1	-1	0	3	3	-1	22000	-1	-1	-1	-1	1	500	0	0	11500	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t从你的身手看来，你已经掌握了基本的生存技能，但要想出人头地，必须继续修炼，我可以给你一定的帮助。当然，这不会是免费的。	找到@npc_132045学习并使用3级#R散兵队形#W	\t不清楚如何提升技能等级？在我这里就可以学习、提升自己的技能。\n\t点击#G技能学习#W按钮就能进入技能学习界面，里面#G明亮的技能#W表示你现在能掌握的技能，点击相应图标即可学习技能，当然你要有一定的经验和银子！\n\t最后记得学习完技能后，要将自己#G技能栏内技能的图标#W拖到下方#G快捷栏内#W，才能在需要的时候，方便快捷的使用。		\t很好，希望你继续保持修炼！	132045	火枪手技能大师	-1	-1	0	3784	找到@npc_132045学习并使用3级#R散兵队形#W						1		0
3773	203736	1	【主线】职业的进阶	【主线】职业的进阶	3795	-1	-1	10	-1	-1	0	3	4	-1	22000	-1	-1	-1	-1	1	500	0	0	11500	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t从你的身手看来，你已经掌握了基本的生存技能，但要想出人头地，必须继续修炼，我可以给你一定的帮助。当然，这不会是免费的。	找到@npc_132048学习并使用3级#R神灯之光#W	\t不清楚如何提升技能等级？在我这里就可以学习、提升自己的技能。\n\t点击#G技能学习#W按钮就能进入技能学习界面，里面#G明亮的技能#W表示你现在能掌握的技能，点击相应图标即可学习技能，当然你要有一定的经验和银子！\n\t最后记得学习完技能后，要将自己#G技能栏内技能的图标#W拖到下方#G快捷栏内#W，才能在需要的时候，方便快捷的使用。		\t很好，希望你继续保持修炼！	132048	先知技能大师	-1	-1	0	3785	找到@npc_132048学习并使用3级#R神灯之光#W						1		0
3774	203736	1	【主线】职业的进阶	【主线】职业的进阶	3795	-1	-1	10	-1	-1	0	3	5	-1	22000	-1	-1	-1	-1	1	500	0	0	11500	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t从你的身手看来，你已经掌握了基本的生存技能，但要想出人头地，必须继续修炼，我可以给你一定的帮助。当然，这不会是免费的。	找到@npc_132047学习并使用3级#R冥神附体#W	\t不清楚如何提升技能等级？在我这里就可以学习、提升自己的技能。\n\t点击#G技能学习#W按钮就能进入技能学习界面，里面#G明亮的技能#W表示你现在能掌握的技能，点击相应图标即可学习技能，当然你要有一定的经验和银子！\n\t最后记得学习完技能后，要将自己#G技能栏内技能的图标#W拖到下方#G快捷栏内#W，才能在需要的时候，方便快捷的使用。		\t很好，希望你继续保持修炼！	132047	萨满技能大师	-1	-1	0	3786	找到@npc_132047学习并使用3级#R冥神附体#W						1		0
3775	203736	1	【主线】职业的进阶	【主线】职业的进阶	3795	-1	-1	10	-1	-1	0	3	6	-1	22000	-1	-1	-1	-1	1	500	0	0	11500	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t从你的身手看来，你已经掌握了基本的生存技能，但要想出人头地，必须继续修炼，我可以给你一定的帮助。当然，这不会是免费的。	找到@npc_132049学习并使用3级#R光明圣战#W	\t不清楚如何提升技能等级？在我这里就可以学习、提升自己的技能。\n\t点击#G技能学习#W按钮就能进入技能学习界面，里面#G明亮的技能#W表示你现在能掌握的技能，点击相应图标即可学习技能，当然你要有一定的经验和银子！\n\t最后记得学习完技能后，要将自己#G技能栏内技能的图标#W拖到下方#G快捷栏内#W，才能在需要的时候，方便快捷的使用。		\t很好，希望你继续保持修炼！	132049	十字军技能大师	-1	-1	0	3787	找到@npc_132049学习并使用3级#R光明圣战#W						1		0
3776	203736	1	【主线】职业的进阶	【主线】职业的进阶	3795	-1	-1	10	-1	-1	0	3	7	-1	22000	-1	-1	-1	-1	1	500	0	0	11500	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t从你的身手看来，你已经掌握了基本的生存技能，但要想出人头地，必须继续修炼，我可以给你一定的帮助。当然，这不会是免费的。	找到@npc_132050学习并使用3级#R铜墙铁壁#W	\t不清楚如何提升技能等级？在我这里就可以学习、提升自己的技能。\n\t点击#G技能学习#W按钮就能进入技能学习界面，里面#G明亮的技能#W表示你现在能掌握的技能，点击相应图标即可学习技能，当然你要有一定的经验和银子！\n\t最后记得学习完技能后，要将自己#G技能栏内技能的图标#W拖到下方#G快捷栏内#W，才能在需要的时候，方便快捷的使用。		\t很好，希望你继续保持修炼！	132050	圣火使技能大师	-1	-1	0	3788	找到@npc_132050学习并使用3级#R铜墙铁壁#W						1		0
3777	203736	1	【主线】职业的进阶	【主线】职业的进阶	3795	-1	-1	10	-1	-1	0	3	8	-1	22000	-1	-1	-1	-1	1	500	0	0	11500	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t从你的身手看来，你已经掌握了基本的生存技能，但要想出人头地，必须继续修炼，我可以给你一定的帮助。当然，这不会是免费的。	找到@npc_132051学习并使用3级#R疾风烈火#W	\t不清楚如何提升技能等级？在我这里就可以学习、提升自己的技能。\n\t点击#G技能学习#W按钮就能进入技能学习界面，里面#G明亮的技能#W表示你现在能掌握的技能，点击相应图标即可学习技能，当然你要有一定的经验和银子！\n\t最后记得学习完技能后，要将自己#G技能栏内技能的图标#W拖到下方#G快捷栏内#W，才能在需要的时候，方便快捷的使用。		\t很好，希望你继续保持修炼！	132051	刺客技能大师	-1	-1	0	3789	找到@npc_132051学习并使用3级#R疾风烈火#W						1		0
3778	203736	1	【主线】职业的进阶	【主线】职业的进阶	3795	-1	-1	10	-1	-1	0	3	9	-1	22000	-1	-1	-1	-1	1	500	0	0	11500	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t从你的身手看来，你已经掌握了基本的生存技能，但要想出人头地，必须继续修炼，我可以给你一定的帮助。当然，这不会是免费的。	找到@npc_132052学习并使用3级#R临兵列阵#W	\t不清楚如何提升技能等级？在我这里就可以学习、提升自己的技能。\n\t点击#G技能学习#W按钮就能进入技能学习界面，里面#G明亮的技能#W表示你现在能掌握的技能，点击相应图标即可学习技能，当然你要有一定的经验和银子！\n\t最后记得学习完技能后，要将自己#G技能栏内技能的图标#W拖到下方#G快捷栏内#W，才能在需要的时候，方便快捷的使用。		\t很好，希望你继续保持修炼！	132052	近卫军技能大师	-1	-1	0	3790	找到@npc_132052学习并使用3级#R临兵列阵#W						1		0
3779	203736	1	【主线】职业的进阶	【主线】职业的进阶	3795	-1	-1	10	-1	-1	0	3	10	-1	22000	-1	-1	-1	-1	1	500	0	0	11500	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t从你的身手看来，你已经掌握了基本的生存技能，但要想出人头地，必须继续修炼，我可以给你一定的帮助。当然，这不会是免费的。	找到@npc_132054学习并使用3级#R苦修祷言#W	\t不清楚如何提升技能等级？在我这里就可以学习、提升自己的技能。\n\t点击#G技能学习#W按钮就能进入技能学习界面，里面#G明亮的技能#W表示你现在能掌握的技能，点击相应图标即可学习技能，当然你要有一定的经验和银子！\n\t最后记得学习完技能后，要将自己#G技能栏内技能的图标#W拖到下方#G快捷栏内#W，才能在需要的时候，方便快捷的使用。		\t很好，希望你继续保持修炼！	132054	隐修士技能大师	-1	-1	0	3791	找到@npc_132054学习并使用3级#R苦修祷言#W						1		0
3780	203736	1	【主线】职业的进阶	【主线】职业的进阶	3795	-1	-1	10	-1	-1	0	3	11	-1	22000	-1	-1	-1	-1	1	500	0	0	11500	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t从你的身手看来，你已经掌握了基本的生存技能，但要想出人头地，必须继续修炼，我可以给你一定的帮助。当然，这不会是免费的。	找到@npc_132053学习并使用3级#R巨熊护法#W	\t不清楚如何提升技能等级？在我这里就可以学习、提升自己的技能。\n\t点击#G技能学习#W按钮就能进入技能学习界面，里面#G明亮的技能#W表示你现在能掌握的技能，点击相应图标即可学习技能，当然你要有一定的经验和银子！\n\t最后记得学习完技能后，要将自己#G技能栏内技能的图标#W拖到下方#G快捷栏内#W，才能在需要的时候，方便快捷的使用。		\t很好，希望你继续保持修炼！	132053	僧侣技能大师	-1	-1	0	3792	找到@npc_132053学习并使用3级#R巨熊护法#W						1		0
3781	-1	0	【主线】初识万事通	【主线】初识万事通	3769	-1	-1	10	-1	-1	0	3	0	-1	22000	-1	-1	-1	-1	1	200	0	0	1400	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t王城内有一位万事通，他的身份非常神秘，据说国王陛下对他也是礼敬有加。\n\t刚刚来到王城的你，势必对王城还有些陌生，万事通对于整个王城了如指掌，如果你去找他，我想他会很乐意给你指点一二的。	找到@npc_132002	\t你找我有什么事？	你放弃了【个人】初涉江湖<三>	\t你好啊，年轻人#Y@myname#W，来找我寻求指导么？	132002	万事通	-1	-1	0	-1	找到@npc_132002						0		0
3782	-1	0	【主线】初识万事通	【主线】初识万事通	3770	-1	-1	10	-1	-1	0	3	1	-1	22000	-1	-1	-1	-1	1	200	0	0	1400	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t王城内有一位万事通，他的身份非常神秘，据说国王陛下对他也是礼敬有加。\n\t刚刚来到王城的你，势必对王城还有些陌生，万事通对于整个王城了如指掌，如果你去找他，我想他会很乐意给你指点一二的。	找到@npc_132002	\t你找我有什么事？	你放弃了【个人】初涉江湖<三>	\t你好啊，年轻人#Y@myname#W，来找我寻求指导么？	132002	万事通	-1	-1	0	-1	找到@npc_132002						0		0
